"NEWID","ADDFEDX","ADDFEDX_","ADDOTHX","ADDOTHX_","ADDSTAX","ADDSTAX_","AGE_REF","AGE_REF_","AGE2","AGE2_","BLS_URBN","CUTENURE","CUTE_URE","DESCRIP","DESCRIP_","DIVX","DIVX_","EARNCOMP","EARN_OMP","EARNX","EARNX_","EDUC_REF","EDUC0REF","EDUCA2","EDUCA2_","EMPLTYP1","EMPL_YP1","EMPLTYP2","EMPL_YP2","FAM_SIZE","FAM__IZE","FAM_TYPE","FAM__YPE","FBSNSX","FBSNSX_","FD_STMPS","FD_S_MPS","FEDREFX","FEDREFX_","FFARMX","FFARMX_","FFEDTXX","FFEDTXX_","FGVX","FGVX_","FINCAFTX","FINC_FTX","FINCBEFX","FINC_EFX","FINLWT21","FIRAX","FIRAX_","FJSSDEDX","FJSS_EDX","FPVTX","FPVTX_","FREEMLX","FREEMLX_","FRRX","FRRX_","FS_AMT1","FS_AMT1_","FS_AMT2","FS_AMT2_","FS_AMT3","FS_AMT3_","FS_AMT4","FS_AMT4_","FS_AMT5","FS_AMT5_","FS_AMT6","FS_AMT6_","FS_AMT7","FS_AMT7_","FS_AMT8","FS_AMT8_","FS_DATE1","FS_D_TE1","FS_DATE2","FS_D_TE2","FS_DATE3","FS_D_TE3","FS_DATE4","FS_D_TE4","FS_DATE5","FS_D_TE5","FS_DATE6","FS_D_TE6","FS_DATE7","FS_D_TE7","FS_DATE8","FS_D_TE8","FS_MTHI","FS_MTHI_","FSS_RRX","FSS_RRX_","FSTATXX","FSTATXX_","FSUPPX","FSUPPX_","FWAGEX","FWAGEX_","HRSPRWK1","HRSP_WK1","HRSPRWK2","HRSP_WK2","INC_RNKU","INC__NKU","INSREFX","INSREFX_","INTX","INTX_","JFS_AMT","JFS_AMT_","JGRCFDMV","JGRC_DMV","JGRCFDWK","JGRC_DWK","JGROCYMV","JGRO_YMV","JGROCYWK","JGRO_YWK","LUMPX","LUMPX_","MARITAL1","MARI_AL1","NO_EARNR","NO_E_RNR","NONERNX","NONERNX_","OCCEXPNX","OCCE_PNX","OCCULIS2","OCCU_IS2","ORIGIN1","ORIGIN1_","ORIGIN2","ORIGIN2_","OTHINX","OTHINX_","OTHRECX","OTHRECX_","OTHREFX","OTHREFX_","OTHRNTX","OTHRNTX_","PENSIONX","PENS_ONX","PERSLT18","PERS_T18","PERSOT64","PERS_T64","PERSTAX","PERSTAX_","PICK_UP","OCCULIS1","OCCU_IS1","POPSIZE","PTAXREFX","PTAX_EFX","RACE2","RACE2_","REC_FS","REC_FS_","REF_RACE","REF__ACE","REGION","REGION_","RESPSTAT","RESP_TAT","ROOMX","ROOMX_","SALEX","SALEX_","SEX_REF","SEX_REF_","SEX2","SEX2_","SMSASTAT","SSREFX","SSREFX_","STATREFX","STAT_EFX","STRTDAY","STRTMNTH","STRTYEAR","TAXPROPX","TAXP_OPX","TYPOWND","TYPOWND_","UNEMPX","UNEMPX_","VEHQ","VEHQ_","WEEKI","WEEKI_","WEEKN","WELFRX","WELFRX_","WHYNWRK1","WHYN_RK1","WHYNWRK2","WHYN_RK2","WK_WRKD1","WK_W_KD1","WK_WRKD2","WK_W_KD2","WRKRSX","WRKRSX_","WTREP01","WTREP02","WTREP03","WTREP04","WTREP05","WTREP06","WTREP07","WTREP08","WTREP09","WTREP10","WTREP11","WTREP12","WTREP13","WTREP14","WTREP15","WTREP16","WTREP17","WTREP18","WTREP19","WTREP20","WTREP21","WTREP22","WTREP23","WTREP24","WTREP25","WTREP26","WTREP27","WTREP28","WTREP29","WTREP30","WTREP31","WTREP32","WTREP33","WTREP34","WTREP35","WTREP36","WTREP37","WTREP38","WTREP39","WTREP40","WTREP41","WTREP42","WTREP43","WTREP44","FOODTOT","FOODHOME","CEREAL","BAKEPROD","BEEF","PORK","OTHMEAT","POULTRY","SEAFOOD","EGGS","MILKPROD","OTHDAIRY","FRSHFRUT","FRSHVEG","PROCFRUT","PROCVEG","SWEETS","NONALBEV","OILS","MISCFOOD","FOODAWAY","ALCBEV","SMOKSUPP","PET_FOOD","PERSPROD","PERSSERV","DRUGSUPP","HOUSKEEP","HH_CU_Q","HH_CU_Q_","HHID","HHID_","CHILDAGE","CHIL_AGE","INCLASS","STATE","STATE_","CHDOTHX","CHDOTHX_","ALIOTHX","ALIOTHX_","CHDLMPX","CHDLMPX_","POVERTY","POVERTY_"
88932,570,"D",.,"A",49,"D",68,"D",69,"D","2","1","D","01","D",.,"A","8","D",0,"D","13","D","12","D",,"A",,"A",2,"D","1","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",22369,"D",24364,"D",29011.679,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",16184,"D",0,"D",0,"D",0,"D",.,"A",.,"A",0.40052,"D",.,"A",400,"D",0,"D",87,"D",20,"D",109,"D",25,"D",.,"A","1","D",0,"D",24364,"D",24,"D",,"A","1","D","1","D",.,"A",0,"D",.,"A",.,"A",832,"D",0,"D",2,"D",1995,"D","01",,"A","5",.,"A","1","D","2","D","1","D","2","D","1","D",.,"A",.,"A","2","D","1","D","2",.,"A",.,"A","26","09","1997",1376,"D","1","D",.,"A",2,"D","2","D",2,.,"A","2","D","2","D",0,"D",0,"D",.,"A",48279.754,.,.,73054.257,45826.934,51130.896,51000.246,59754.263,.,65652.354,51849.982,63964.522,.,.,73521.844,.,78376.881,.,.,75818.422,.,.,72693.58,54713.504,.,64963.812,.,72739.1,63597.297,.,.,.,74949.055,.,.,.,.,.,75661.978,55051.502,55824.073,.,80798.19,.,99.64996,59.68997,9.66,22.48,0,0,0,0,0,0,5.81999,0,2.83,2.76999,3.22,3.39,0,0,1.04999,8.47,39.95999,0,0,0,0,0,0,9.48,1,"D",.,"A","0","D","05",,"T",.,"A",6948,"D",.,"A","2","D"
88941,1200,"D",.,"A",.,"A",38,"D",.,"D","1","4","D","01","D",.,"A","1","D",36000,"D","16","D",,"A","3","D",,"A",2,"D","9","D",0,"D","2","D",400,"D",0,"D",4851,"D",0,"D",30549,"D",36200,"D",35956.8,0,"D",2754,"D",1783,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",36000,"D",60,"D",.,"A",0.5724514,"D",.,"A",200,"D",0,"D",326,"D",75,"D",326,"D",75,"D",30000,"D","5","D",1,"D",200,"D",50,"D",,"A","1","D",,"A",.,"A",30000,"D",.,"A",.,"A",.,"A",0,"D",0,"D",5651,"D","01","03","D","2",.,"A",,"A","2","D","1","D","3","D","1","D",.,"A",.,"A","1","D",,"A","1",.,"A",.,"A","29","07","1997",.,"A",,"A",.,"A",2,"D","1","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",85321.905,70673.022,.,79325.578,.,.,.,78033.707,57580.1,62507.744,74579.467,82112.802,.,71552.489,73542.234,72479.223,.,.,73677.345,.,81137.999,.,.,59250.849,.,.,89214.564,76050.635,.,79760.181,.,72804.263,79099.313,.,.,.,69634.401,.,.,.,.,.,72248.78,65747.145,96.60998,78.86998,2.97,1.69,9.5,5.67,1.37,4.89,0,0,2.97,6.98,2.72,1,3.18,0,1.9,19.97,0,14.05998,17.74,0,19.15,1.65,12.62,0,1.9,3.56,1,"D",.,"A","0","D","06","12","D",.,"A",.,"A",.,"A","2","D"
88942,1200,"D",.,"A",.,"A",38,"D",.,"D","1","4","D","01","D",.,"A","1","D",36000,"D","16","D",,"A","3","D",,"A",2,"D","9","D",0,"D","2","D",400,"D",0,"D",4851,"D",0,"D",30549,"D",36200,"D",33319.555,0,"D",2754,"D",1783,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",36000,"D",60,"D",.,"A",0.5720109,"D",.,"A",200,"D",0,"D",326,"D",75,"D",326,"D",75,"D",30000,"D","5","D",1,"D",200,"D",50,"D",,"A","1","D",,"A",.,"A",30000,"D",.,"A",.,"A",.,"A",0,"D",0,"D",5651,"D","01","03","D","2",.,"A",,"A","2","D","1","D","3","D","1","D",.,"A",.,"A","1","D",,"A","1",.,"A",.,"A","05","08","1997",.,"A",,"A",.,"A",2,"D","2","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",79063.985,65489.522,.,73507.458,.,.,.,72310.339,53356.898,57923.125,69109.449,76090.254,.,66304.485,68148.292,67163.247,.,.,68273.494,.,75186.947,.,.,54905.106,.,.,82671.138,70472.715,.,73910.185,.,67464.448,73297.788,.,.,.,64527.078,.,.,.,.,.,66949.706,60924.933,162.73993,125.51993,17.43,5.08,6.62,3.91,6.24,13.27,0,1.48,9.82,0,3.98,2.11,3.18,0,2.64,9.74995,0,40.00998,37.22,0,19.15,1.65,0,0,0,20.9,1,"D",.,"A","0","D","06","12","D",.,"A",.,"A",.,"A","2","D"
88951,.,"A",.,"A",.,"A",64,"D",69,"D","1","2","D","01","D",.,"B","8","D",0,"D","14","D","15","D",,"A",,"A",2,"D","1","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",60000,"T",60000,"T",45773.613,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"B",0,"D",348,"D",80,"D",435,"D",100,"D",.,"A","1","D",0,"D",60000,"T",.,"A",,"A","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",1,"D",0,"D","01",,"A","1",.,"A","1","D","2","D","1","D","4","D","2","D",60000,"T",.,"A","2","D","1","D","1",.,"A",.,"A","05","09","1997",.,"A","1","D",.,"A",2,"D","1","D",2,.,"A","1","D","1","D",0,"D",0,"D",.,"A",91180.744,.,76820.738,.,81599.45,91065.892,.,.,.,95863.093,.,.,.,.,.,101638.214,97172.075,97297.523,.,79220.728,.,.,.,109221.152,102358.538,85823.167,96349.602,83853.539,.,87778.215,91200.212,80098.893,.,.,89312.658,.,76173.341,.,.,87541.851,.,.,98756.448,96216.492,44.91,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,28.91,0,0,0,0,0,0,0,1,"D",.,"A","0","D","10","06","D",.,"A",.,"A",.,"A",,"A"
88952,.,"A",.,"A",.,"A",64,"D",69,"D","1","2","D","01","D",.,"B","8","D",0,"D","14","D","15","D",,"A",,"A",2,"D","1","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",60000,"T",60000,"T",45773.613,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"B",0,"D",348,"D",80,"D",435,"D",100,"D",.,"A","1","D",0,"D",60000,"T",.,"A",,"A","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",1,"D",0,"D","01",,"A","1",.,"A","1","D","2","D","1","D","4","D","2","D",60000,"T",.,"A","2","D","1","D","1",.,"A",.,"A","12","09","1997",.,"A","1","D",.,"A",2,"D","2","D",2,.,"A","1","D","1","D",0,"D",0,"D",.,"A",91180.744,.,76820.738,.,81599.45,91065.892,.,.,.,95863.093,.,.,.,.,.,101638.214,97172.075,97297.523,.,79220.728,.,.,.,109221.152,102358.538,85823.167,96349.602,83853.539,.,87778.215,91200.212,80098.893,.,.,89312.658,.,76173.341,.,.,87541.851,.,.,98756.448,96216.492,44.13999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.13999,5.36,0,0,0,0,0,25.74,1,"D",.,"A","0","D","10","06","D",.,"A",.,"A",.,"A",,"A"
88961,81,"D",.,"A",14,"D",66,"D",.,"D","1","2","D","01","D",.,"A","1","D",0,"D","13","D",,"A","5","D",,"A",1,"D","8","D",0,"D","2","D",.,"A",0,"D",0,"D",0,"D",8606,"D",8926,"D",43296.528,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",8926,"D",0,"D",0,"D",0,"D",40,"D",.,"A",0.1238189,"D",.,"A",.,"A",0,"D",435,"D",100,"D",544,"D",125,"D",.,"A","2","D",1,"D",8926,"D",.,"A",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",1,"D",320,"D","01","12","D","5",.,"A",,"A","2","D","1","D","3","D","1","D",.,"A",.,"A","2","D",,"A","2",.,"A",.,"A","26","07","1997",225,"D","1","D",.,"A",1,"D","1","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",.,.,86952.874,87176.412,91394.466,90889.957,78408.555,.,.,.,73135.848,.,88288.619,90891.643,88383.519,.,.,.,.,.,85461.402,.,.,.,95005.237,76706.906,.,81576.912,.,88122.833,80641.819,.,87100.418,97269.012,.,.,87843.668,.,83154.144,.,.,77302.806,81863.08,86582.154,51.41999,51.41999,8.55,7.9,11.43,0,0,0,0,0.93,1.45,8.72,2.47999,0,4.99,0,1.87,3.1,0,0,0,15.22,0,0,0,0,0,0,1,"D",.,"A","0","D","02",,"T",.,"A",.,"A",.,"A","2","D"
88962,81,"D",.,"A",14,"D",66,"D",.,"D","1","2","D","01","D",.,"A","1","D",0,"D","13","D",,"A","5","D",,"A",1,"D","8","D",0,"D","2","D",.,"A",0,"D",0,"D",0,"D",8606,"D",8926,"D",44510.296,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",8926,"D",0,"D",0,"D",0,"D",40,"D",.,"A",0.1232885,"D",.,"A",.,"A",0,"D",435,"D",100,"D",544,"D",125,"D",.,"A","2","D",1,"D",8926,"D",.,"A",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",1,"D",320,"D","01","12","D","5",.,"A",,"A","2","D","1","D","3","D","1","D",.,"A",.,"A","2","D",,"A","2",.,"A",.,"A","02","08","1997",225,"D","1","D",.,"A",1,"D","2","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",.,.,89390.498,89620.303,93956.605,93437.953,80606.649,.,.,.,75186.128,.,90763.689,93439.686,90861.249,.,.,.,.,.,87857.214,.,.,.,97668.6,78857.296,.,83863.827,.,90593.255,82902.52,.,89542.178,99995.837,.,.,90306.264,.,85485.274,.,.,79469.901,84158.017,89009.386,38.67,38.67,0,1.34,15.03,0,0,0,0,0.95,2.94,0,0,0,1.87,0,0,16.54,0,0,0,0,0,0,0,0,0,0,1,"D",.,"A","0","D","02",,"T",.,"A",.,"A",.,"A","2","D"
88971,.,"A",.,"A",.,"A",37,"D",37,"D","1","1","D","01","D",.,"A","2","D",53000,"D","15","D","16","D","1","D","2","D",4,"D","3","D",0,"D",,"A",2000,"D",0,"D",0,"D",0,"D",57945,"T",53400,"D",44228.295,0,"D",4055,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",53000,"D",24,"D",40,"D",.,"A",.,"A",400,"D",0,"D",217,"D",50,"D",348,"D",80,"D",.,"A","1","D",2,"D",400,"D",.,"A","03","D","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",2,"D",0,"D",-4545,"T","01","03","D","1",.,"A","1","D","2","D","1","D","1","D","2","D",.,"A",.,"A","2","D","1","D","1",.,"A",2545,"T","26","08","1997",.,"A","1","D",.,"A",1,"D","1","D",2,.,"A",,"A",,"A",44,"D",52,"D",.,"A",94663.115,.,79152.983,.,.,77138.037,.,.,94146.183,86235.701,.,86757.426,.,76027.74,84182.9,.,.,.,88653.179,.,.,.,.,.,84580.882,104414.661,77658.203,.,81936.66,.,.,.,98717.547,94311.409,96354.065,103323.546,83964.687,.,88446.268,99479.197,85319.513,.,.,80695.014,341.02999,152.21999,10.13,13.53,0,0,4.27,13.87,13.87,0,6.27,10.84999,14.15,17.79,16.48,0,3.4,8.02,10.86,8.73,188.81,40.74,6.39,0,6.4,0,9,17.07,1,"D",.,"A","2","D","10","36","D",.,"A",.,"A",.,"A",,"A"
88972,.,"A",.,"A",.,"A",37,"D",37,"D","1","1","D","01","D",.,"A","2","D",53000,"D","15","D","16","D","1","D","2","D",4,"D","3","D",0,"D",,"A",2000,"D",0,"D",0,"D",0,"D",57945,"T",53400,"D",37049.914,0,"D",4055,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",53000,"D",24,"D",40,"D",.,"A",.,"A",400,"D",0,"D",217,"D",50,"D",348,"D",80,"D",.,"A","1","D",2,"D",400,"D",.,"A","03","D","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",2,"D",0,"D",-4545,"T","01","03","D","1",.,"A","1","D","2","D","1","D","1","D","2","D",.,"A",.,"A","2","D","1","D","1",.,"A",2545,"T","02","09","1997",.,"A","1","D",.,"A",1,"D","2","D",2,.,"A",,"A",,"A",44,"D",52,"D",.,"A",79299.015,.,66306.222,.,.,64618.308,.,.,78865.982,72239.394,.,72676.442,.,63688.215,70519.769,.,.,.,74264.508,.,.,.,.,.,70853.157,87467.855,65054.049,.,68638.1,.,.,.,82695.4,79004.391,80715.519,86553.832,70336.972,.,74091.18,83333.432,71471.907,.,.,67597.977,200.41996,98.61996,10.53999,12.12,0,7.57,5.33,5.33,8.54,0,7.23,8.91999,13.18,4.46999,11.16,1.37,0,1.05999,0,1.8,101.8,21.35,10.65,13.87,3.2,0,0,8.38999,1,"D",.,"A","2","D","10","36","D",.,"A",.,"A",.,"A",,"A"
88981,.,"A",.,"A",.,"A",40,"D",.,"D","1","1","D","01","D",.,"A","4","D",30400,"D","12","D",,"A","1","D",,"A",3,"D","7","D",0,"D",,"A",2500,"D",0,"D",7255,"D",0,"D",24366,"D",30400,"D",17875.206,0,"D",2326,"D",3050,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",1585,"D",0,"D",30400,"D",40,"D",.,"A",0.4817557,"D",.,"A",.,"A",0,"D",544,"D",125,"D",652,"D",150,"D",.,"A","4","D",2,"D",0,"D",364,"D",,"A","1","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",2,"D",0,"D",6034,"D","01","04","D","2",.,"A",,"A","2","D","1","D","2","D","1","D",.,"A",.,"A","2","D",,"A","1",.,"A",500,"D","28","08","1997",194,"D","1","D",.,"A",7,"D","1","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",35137.154,33614.838,38946.664,27669.829,.,35799.967,33777.924,34480.101,.,.,34106.675,.,39961.405,.,.,43303.188,.,.,44621.713,30413.26,.,36004.876,.,36095.823,35491.107,.,.,.,34811.584,.,.,.,.,.,36252.514,39397.374,35128.081,.,35761.34,.,.,.,31785.097,42261.107,53.48999,23.68999,0,1.13,6.21,0,0,0,0,1.02999,1.61,0,4.57,1.34,0,0,2.59,5.21,0,0,29.8,0,22.7,0,0,0,0,0,1,"D",.,"A","5","D","06","29","D",.,"A",.,"A",.,"A","2","D"
88982,.,"A",.,"A",.,"A",40,"D",.,"D","1","1","D","01","D",.,"A","4","D",30400,"D","12","D",,"A","1","D",,"A",3,"D","7","D",0,"D",,"A",2500,"D",0,"D",7255,"D",0,"D",24366,"D",30400,"D",19687.759,0,"D",2326,"D",3050,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",1585,"D",0,"D",30400,"D",40,"D",.,"A",0.4819969,"D",.,"A",.,"A",0,"D",544,"D",125,"D",652,"D",150,"D",.,"A","4","D",2,"D",0,"D",364,"D",,"A","1","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",2,"D",0,"D",6034,"D","01","04","D","2",.,"A",,"A","2","D","1","D","2","D","1","D",.,"A",.,"A","2","D",,"A","1",.,"A",500,"D","04","09","1997",194,"D","1","D",.,"A",7,"D","2","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",38700.076,37023.397,42895.872,30475.561,.,39430.099,37203.02,37976.397,.,.,37565.106,.,44013.508,.,.,47694.149,.,.,49146.373,33497.178,.,39655.785,.,39755.954,39089.92,.,.,.,38341.493,.,.,.,.,.,39928.534,43392.284,38690.083,.,39387.555,.,.,.,35008.119,46546.401,64.73,43.83,3.22,3.63,13.43,0,0,0,0,0,0,2.44,2.02,0,0,12.33,0,6.76,0,0,20.9,0,24.31,0,0,0,0,3.12,1,"D",.,"A","5","D","06","29","D",.,"A",.,"A",.,"A","2","D"
88991,.,"A",.,"A",.,"A",39,"D",40,"D","1","2","D","01","D",.,"A","2","D",0,"D","15","D","16","D","1","D","1","D",4,"D","3","D",0,"D",,"A",1100,"D",0,"D",0,"D",0,"D",6100,"D",5000,"D",25344.17,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",40,"D",40,"D",.,"A",.,"A",.,"B",0,"D",304,"D",70,"D",478,"D",110,"D",.,"A","1","D",2,"D",5000,"D",530,"D","02","D","4","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",2,"D",0,"D",-1100,"D","01","01","D","2",.,"A","1","D","2","D","1","D","1","D","2","D",5000,"D",.,"A","1","D","2","D","1",.,"A",.,"A","24","08","1997",.,"A","1","D",.,"A",2,"D","1","D",2,.,"A",,"A",,"A",52,"D",36,"D",.,"A",.,68339.142,.,32047.411,.,43902.74,71607.416,.,36522.117,71754.379,.,.,62663.167,.,36916.946,.,.,59436.899,75841.451,47973.057,.,40301.596,73674.204,44384.046,39922.399,47818.178,.,.,.,60714.347,.,37361.324,86553.68,45217.042,.,.,.,.,.,64403.039,.,.,.,67450.328,335.10995,249.69996,21.56307,14.39854,21.57973,8.05136,12.44706,19.3405,3.99,3.6357,12.2797,12.49148,12.01443,16.17752,8.88447,6.12945,7.92991,18.13639,15.44079,35.20986,85.40999,0,0,0,4.45999,10,0,118.05999,1,"D",.,"A","4","D","10","42","D",.,"A",.,"A",.,"A",,"A"
88992,.,"A",.,"A",.,"A",39,"D",40,"D","1","2","D","01","D",.,"A","2","D",0,"D","15","D","16","D","1","D","1","D",4,"D","3","D",0,"D",,"A",1100,"D",0,"D",0,"D",0,"D",6100,"D",5000,"D",25344.17,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",40,"D",40,"D",.,"A",.,"A",.,"B",0,"D",304,"D",70,"D",478,"D",110,"D",.,"A","1","D",2,"D",5000,"D",530,"D","02","D","4","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",2,"D",0,"D",-1100,"D","01","01","D","2",.,"A","1","D","2","D","1","D","1","D","2","D",5000,"D",.,"A","1","D","2","D","1",.,"A",.,"A","31","08","1997",.,"A","1","D",.,"A",2,"D","2","D",2,.,"A",,"A",,"A",52,"D",36,"D",.,"A",.,68339.142,.,32047.411,.,43902.74,71607.416,.,36522.117,71754.379,.,.,62663.167,.,36916.946,.,.,59436.899,75841.451,47973.057,.,40301.596,73674.204,44384.046,39922.399,47818.178,.,.,.,60714.347,.,37361.324,86553.68,45217.042,.,.,.,.,.,64403.039,.,.,.,67450.328,122.42001,38.37,1.99,1.29,3.95,0,0,3.99,8.28,1.19,5.18,0,2.79,1.29,0,1.79,1.19,5.44,0,0,84.05001,0,0,0,2.34,10,0,37.98,1,"D",.,"A","4","D","10","42","D",.,"A",.,"A",.,"A",,"A"
89001,7000,"D",.,"A",2000,"D",53,"D",.,"D","1","1","D","01","D",.,"A","1","D",42000,"D","17","D",,"A","5","D",,"A",1,"D","8","D",42000,"D",,"A",.,"A",0,"D",0,"D",0,"D",33000,"D",42000,"D",47875.577,5000,"D",7991,"T",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",30,"D",.,"A",0.6440729,"D",.,"A",.,"B",0,"D",117,"D",27,"D",130,"D",30,"D",.,"A","5","D",1,"D",0,"D",10455,"T",,"A","4","D",,"A",.,"A",500,"D",.,"A",.,"A",.,"A",0,"D",0,"D",9000,"D","01","03","D","3",.,"A",,"A","2","D","1","D","2","D","1","D",.,"A",500,"D","1","D",,"A","1",.,"A",.,"A","17","09","1997",.,"A","2","D",.,"A",1,"D","1","D",2,.,"A",,"A",,"A",49,"D",.,"A",.,"A",102655.999,.,98742.534,97550.581,105105.589,103581.134,92735.156,.,95723.314,101051.716,89545.276,.,.,96751.002,.,98175.542,.,.,112794.002,.,.,96934.519,99154.88,.,91429.409,.,95913.101,96257.682,.,.,.,90581.054,.,.,.,.,.,92368.656,90018.895,90622.663,.,87349.046,.,.,37.37999,24.53,7.26,0,0,0,0,0,3.3,0,0,5.16,0,0,0,0,0,0,1.69,7.12,12.84999,0,0,0,0,0,0,8.47,1,"D",.,"A","0","D","07","55","D",.,"A",.,"A",.,"A","2","D"
89002,7000,"D",.,"A",2000,"D",53,"D",.,"D","1","1","D","01","D",.,"A","1","D",42000,"D","17","D",,"A","5","D",,"A",1,"D","8","D",42000,"D",,"A",.,"A",0,"D",0,"D",0,"D",33000,"D",42000,"D",47875.577,5000,"D",7991,"T",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",30,"D",.,"A",0.6446595,"D",.,"A",.,"B",0,"D",117,"D",27,"D",130,"D",30,"D",.,"A","5","D",1,"D",0,"D",10455,"T",,"A","4","D",,"A",.,"A",500,"D",.,"A",.,"A",.,"A",0,"D",0,"D",9000,"D","01","03","D","3",.,"A",,"A","2","D","1","D","2","D","1","D",.,"A",500,"D","1","D",,"A","1",.,"A",.,"A","24","09","1997",.,"A","2","D",.,"A",1,"D","2","D",2,.,"A",,"A",,"A",49,"D",.,"A",.,"A",102655.999,.,98742.534,97550.581,105105.589,103581.134,92735.156,.,95723.314,101051.716,89545.276,.,.,96751.002,.,98175.542,.,.,112794.002,.,.,96934.519,99154.88,.,91429.409,.,95913.101,96257.682,.,.,.,90581.054,.,.,.,.,.,92368.656,90018.895,90622.663,.,87349.046,.,.,11.85999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.85999,0,0,0,0,0,0,0,1,"D",.,"A","0","D","07","55","D",.,"A",.,"A",.,"A","2","D"
