"NEWID","ADDFEDX","ADDFEDX_","ADDOTHX","ADDOTHX_","ADDSTAX","ADDSTAX_","AGE_REF","AGE_REF_","AGE2","AGE2_","BLS_URBN","CUTENURE","CUTE_URE","DESCRIP","DESCRIP_","DIVX","DIVX_","EARNCOMP","EARN_OMP","EARNX","EARNX_","EDUC_REF","EDUC0REF","EDUCA2","EDUCA2_","EMPLTYP1","EMPL_YP1","EMPLTYP2","EMPL_YP2","FAM_SIZE","FAM__IZE","FAM_TYPE","FAM__YPE","FBSNSX","FBSNSX_","FD_STMPS","FD_S_MPS","FEDREFX","FEDREFX_","FFARMX","FFARMX_","FFEDTXX","FFEDTXX_","FGVX","FGVX_","FINCAFTX","FINC_FTX","FINCBEFX","FINC_EFX","FINLWT21","FIRAX","FIRAX_","FJSSDEDX","FJSS_EDX","FPVTX","FPVTX_","FREEMLX","FREEMLX_","FRRX","FRRX_","FS_AMT1","FS_AMT1_","FS_AMT2","FS_AMT2_","FS_AMT3","FS_AMT3_","FS_AMT4","FS_AMT4_","FS_AMT5","FS_AMT5_","FS_AMT6","FS_AMT6_","FS_AMT7","FS_AMT7_","FS_DATE1","FS_D_TE1","FS_DATE2","FS_D_TE2","FS_DATE3","FS_D_TE3","FS_DATE4","FS_D_TE4","FS_DATE5","FS_D_TE5","FS_DATE6","FS_D_TE6","FS_DATE7","FS_D_TE7","FS_MTHI","FS_MTHI_","FSS_RRX","FSS_RRX_","FSTATXX","FSTATXX_","FSUPPX","FSUPPX_","FWAGEX","FWAGEX_","HRSPRWK1","HRSP_WK1","HRSPRWK2","HRSP_WK2","INC_RNKU","INC__NKU","INSREFX","INSREFX_","INTX","INTX_","JFS_AMT","JFS_AMT_","JGRCFDMV","JGRC_DMV","JGRCFDWK","JGRC_DWK","JGROCYMV","JGRO_YMV","JGROCYWK","JGRO_YWK","LUMPX","LUMPX_","MARITAL1","MARI_AL1","NO_EARNR","NO_E_RNR","NONERNX","NONERNX_","OCCEXPNX","OCCE_PNX","OCCULIS2","OCCU_IS2","ORIGIN1","ORIGIN1_","ORIGIN2","ORIGIN2_","OTHINX","OTHINX_","OTHRECX","OTHRECX_","OTHREFX","OTHREFX_","OTHRNTX","OTHRNTX_","PENSIONX","PENS_ONX","PERSLT18","PERS_T18","PERSOT64","PERS_T64","PERSTAX","PERSTAX_","PICK_UP","OCCULIS1","OCCU_IS1","POPSIZE","PTAXREFX","PTAX_EFX","RACE2","RACE2_","REC_FS","REC_FS_","REF_RACE","REF__ACE","REGION","REGION_","RESPSTAT","RESP_TAT","ROOMX","ROOMX_","SALEX","SALEX_","SEX_REF","SEX_REF_","SEX2","SEX2_","SMSASTAT","SSREFX","SSREFX_","STATREFX","STAT_EFX","STRTDAY","STRTMNTH","STRTYEAR","TAXPROPX","TAXP_OPX","TYPOWND","TYPOWND_","UNEMPX","UNEMPX_","VEHQ","VEHQ_","WEEKI","WEEKI_","WEEKN","WELFRX","WELFRX_","WHYNWRK1","WHYN_RK1","WHYNWRK2","WHYN_RK2","WK_WRKD1","WK_W_KD1","WK_WRKD2","WK_W_KD2","WRKRSX","WRKRSX_","WTREP01","WTREP02","WTREP03","WTREP04","WTREP05","WTREP06","WTREP07","WTREP08","WTREP09","WTREP10","WTREP11","WTREP12","WTREP13","WTREP14","WTREP15","WTREP16","WTREP17","WTREP18","WTREP19","WTREP20","WTREP21","WTREP22","WTREP23","WTREP24","WTREP25","WTREP26","WTREP27","WTREP28","WTREP29","WTREP30","WTREP31","WTREP32","WTREP33","WTREP34","WTREP35","WTREP36","WTREP37","WTREP38","WTREP39","WTREP40","WTREP41","WTREP42","WTREP43","WTREP44","FOODTOT","FOODHOME","CEREAL","BAKEPROD","BEEF","PORK","OTHMEAT","POULTRY","SEAFOOD","EGGS","MILKPROD","OTHDAIRY","FRSHFRUT","FRSHVEG","PROCFRUT","PROCVEG","SWEETS","NONALBEV","OILS","MISCFOOD","FOODAWAY","ALCBEV","SMOKSUPP","PET_FOOD","PERSPROD","PERSSERV","DRUGSUPP","HOUSKEEP","HH_CU_Q","HH_CU_Q_","HHID","HHID_","CHILDAGE","CHIL_AGE","INCLASS","STATE","STATE_","CHDOTHX","CHDOTHX_","ALIOTHX","ALIOTHX_","CHDLMPX","CHDLMPX_","POVERTY","POVERTY_"
149102,.,"A",.,"A",.,"A",36,"D",50,"D","1","4","D","01","D",.,"A","2","D",84000,"D","13","D","13","D","1","D","1","D",5,"D","3","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",84000,"D",84000,"D",39800.251,200,"D",6426,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",84000,"D",40,"D",40,"D",0.9021206,"D",.,"A",.,"C",0,"D",652,"D",150,"D",870,"D",200,"D",.,"A","1","D",2,"D",0,"D",.,"A","07","D","4","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"C",3,"D",0,"D",0,"D","01","08","D","1",.,"A","1","D","2","D","1","D","1","D","1","D",.,"A",.,"A","2","D","1","D","1",.,"A",.,"A","17","09","1998",.,"A",,"A",.,"A",1,"D","2","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",53070.849,59904.902,.,.,81178.149,.,.,91653.488,82250.78,.,102061.201,.,59953.157,70593.283,.,.,.,65213.195,.,.,.,.,.,93001.564,89903.294,55756.627,.,79956.275,.,.,.,93346.001,85089.168,85114.655,81644.257,63209.887,.,75643.692,79648.543,52565.084,.,.,66213.869,.,353.19,134.94,18.15,5.32,0,3.73,12.81,5.86,0,1.38,0.89725,15.58275,4.45,2.32,6.42637,7.06363,4.27,17,0,29.68,218.25,0,0,0,4.14,0,0,0,1,"D",.,"A","2","D","09","36","D",.,"A",.,"A",.,"A","2","D"
149111,.,"A",.,"A",.,"A",23,"D",.,"D","1","4","D","01","D",.,"A","1","D",1000,"D","12","D",,"A","1","D",,"A",2,"D","7","D",0,"D","2","D",2200,"D",0,"D",0,"D",0,"D",8604,"D",6304,"D",49262.871,0,"D",77,"D",0,"D",15,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",10,"D",5304,"D",0,"D",0,"D",1000,"D",25,"D",.,"A",0.0573498,"D",.,"A",.,"A",0,"D",278,"D",64,"D",326,"D",75,"D",50000,"D","2","D",1,"D",5304,"D",.,"A",,"A","1","D",,"A",.,"A",50800,"D",.,"A",.,"A",.,"A",1,"D",0,"D",-2300,"D","01","10","D","4",.,"A",,"A","1","D","1","D","4","D","1","D",.,"A",800,"D","2","D",,"A","1",.,"A",100,"D","13","09","1998",.,"A",,"A",.,"A",1,"D","1","D",2,.,"A",,"A",,"A",10,"D",.,"A",.,"A",.,.,.,108282.669,.,100777.948,.,.,101845.831,99617.55,105524.234,.,88351.233,91599.39,111116.474,96155.084,111129.519,.,.,.,93893.509,.,86768.689,88610.32,105012.252,.,.,.,.,.,97435.675,.,.,.,113308.611,99190.36,.,111038.871,.,91866.833,105571.979,.,106352.32,103691.709,26.10998,26.10998,0,4.27,0,0,2.09,0,0,0,0,0.72,1.03999,0.35,0,0,5.09999,3.14,0,9.4,0,9.44,0,0,69.78,50,0,0,1,"D",.,"A","1","D","02","16","D",.,"A",.,"A",.,"A","1","D"
149112,.,"A",.,"A",.,"A",23,"D",.,"D","1","4","D","01","D",.,"A","1","D",1000,"D","12","D",,"A","1","D",,"A",2,"D","7","D",0,"D","2","D",2200,"D",0,"D",0,"D",0,"D",8604,"D",6304,"D",49262.871,0,"D",77,"D",0,"D",15,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",10,"D",5304,"D",0,"D",0,"D",1000,"D",25,"D",.,"A",0.0579858,"D",.,"A",.,"A",0,"D",278,"D",64,"D",326,"D",75,"D",50000,"D","2","D",1,"D",5304,"D",.,"A",,"A","1","D",,"A",.,"A",50800,"D",.,"A",.,"A",.,"A",1,"D",0,"D",-2300,"D","01","10","D","4",.,"A",,"A","1","D","1","D","4","D","1","D",.,"A",800,"D","2","D",,"A","1",.,"A",100,"D","20","09","1998",.,"A",,"A",.,"A",1,"D","2","D",2,.,"A",,"A",,"A",10,"D",.,"A",.,"A",.,.,.,108282.669,.,100777.948,.,.,101845.831,99617.55,105524.234,.,88351.233,91599.39,111116.474,96155.084,111129.519,.,.,.,93893.509,.,86768.689,88610.32,105012.252,.,.,.,.,.,97435.675,.,.,.,113308.611,99190.36,.,111038.871,.,91866.833,105571.979,.,106352.32,103691.709,160.73997,128.73997,10.44999,17.87999,6.25,17.39,0,10.47,6.76,0.9,2.51,4.68,8.76999,4.84,5.42,6.81,1.68,7.74,0.93,15.26,32,6.81,0,0,0,0,0,0,1,"D",.,"A","1","D","02","16","D",.,"A",.,"A",.,"A","1","D"
149121,.,"A",.,"A",.,"A",31,"D",31,"D","1","1","D","01","D",.,"A","1","D",24000,"D","13","D","12","D","1","D",,"A",7,"D","3","D",0,"D",,"A",500,"D",0,"D",797,"D",0,"D",31725,"D",32240,"D",28791.597,1872,"D",1836,"D",718,"D",10,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",718,"D",0,"D",24000,"D",50,"D",.,"A",0.5308127,"D",.,"A",.,"A",0,"D",304,"D",70,"D",326,"D",75,"D",.,"A","1","D",1,"D",8240,"D",.,"A",,"A","1","D","1","D",1240,"D",0,"D",.,"A",7000,"D",.,"A",5,"D",0,"D",515,"D","01","11","D","4",.,"A","1","D","2","D","1","D","4","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",500,"D","18","09","1998",.,"A","1","D",.,"A",2,"D","1","D",2,.,"A",,"A","2","D",52,"D",0,"D",.,"A",42098.935,34837.51,48614.733,.,81421.178,.,93951.771,39659.385,.,.,.,60042.525,.,.,.,.,.,50094.926,66319.299,46969.366,.,44088.284,.,.,.,46308.57,56636.463,70128.615,46892.782,64074.765,.,82029.959,63935.57,38670.787,.,.,50232.1,.,40915.317,.,.,43402.566,.,.,52.88997,37.89997,0,6.65,3.3,0,0.36,0,0,1.37,0,1.9,0,2.1,1.88,2.21,2.32,0,0.63,15.17997,14.99,0,0,0,3.54,0,0,2.95,1,"D",.,"A","2","D","06","49","D",.,"A",.,"A",.,"A","2","D"
149122,.,"A",.,"A",.,"A",31,"D",31,"D","1","1","D","01","D",.,"A","1","D",24000,"D","13","D","12","D","1","D",,"A",7,"D","3","D",0,"D",,"A",500,"D",0,"D",797,"D",0,"D",31725,"D",32240,"D",28791.597,1872,"D",1836,"D",718,"D",10,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",718,"D",0,"D",24000,"D",50,"D",.,"A",0.5311844,"D",.,"A",.,"A",0,"D",304,"D",70,"D",326,"D",75,"D",.,"A","1","D",1,"D",8240,"D",.,"A",,"A","1","D","1","D",1240,"D",0,"D",.,"A",7000,"D",.,"A",5,"D",0,"D",515,"D","01","11","D","4",.,"A","1","D","2","D","1","D","4","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",500,"D","25","09","1998",.,"A","1","D",.,"A",2,"D","2","D",2,.,"A",,"A","2","D",52,"D",0,"D",.,"A",42098.935,34837.51,48614.733,.,81421.178,.,93951.771,39659.385,.,.,.,60042.525,.,.,.,.,.,50094.926,66319.299,46969.366,.,44088.284,.,.,.,46308.57,56636.463,70128.615,46892.782,64074.765,.,82029.959,63935.57,38670.787,.,.,50232.1,.,40915.317,.,.,43402.566,.,.,75.80997,60.57997,4.77,1.33,4.4,0,0.53,0,0,1.37,5.08,2.54,7.65,3.62999,2.32,0,8.45999,1.05999,2.91,14.53,15.23,0,0,0,0,0,0,18.6,1,"D",.,"A","2","D","06","49","D",.,"A",.,"A",.,"A","2","D"
149132,.,"A",.,"A",.,"A",29,"D",29,"D","1","1","D",,"B",.,"A","2","D",0,"D","12","D","12","D","1","D","3","D",3,"D","2","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",49361.54,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",50,"D",40,"D",.,"A",.,"A",.,"A",0,"D",.,"B",.,"B",435,"D",100,"D",.,"A","1","D",2,"D",0,"D",.,"A","04","D","3","D","3","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",0,"D","01","12","D","2",.,"A","2","D","2","D","2","D","3","D","2","D",.,"A",.,"A","2","D","1","D","1",.,"A",.,"A","11","08","1998",.,"A","1","D",.,"A",2,"D","2","D",1,.,"A",,"A",,"A",52,"D",40,"D",.,"A",126251.359,87972.494,87529.715,63152.783,.,98496.382,.,.,.,80608.542,65442.596,105462.802,125725.823,114355.352,.,132582.581,126864.802,78730.046,.,.,87193.617,.,68795.126,.,.,164002.378,.,.,116721.84,64017.878,.,117009.762,.,93925.039,131047.588,.,.,.,86053.78,.,.,.,.,.,154.50003,104.50003,5.72599,9.75625,9.26339,9.01744,2.15274,4.46671,0,1.25979,3.1809,6.88871,4.74965,3.69874,9.30828,2.11571,3.67706,8.01804,6.11287,15.10776,50,0,0,0,0,0,0,0,1,"D",.,"A","1","D","10","51","D",.,"A",.,"A",.,"A",,"A"
149141,.,"A",.,"A",.,"A",29,"D",31,"D","1","4","D","01","D",.,"A","1","D",25000,"D","14","D","13","D","1","D",,"A",4,"D","3","D",0,"D",,"A",1000,"D",0,"D",2135,"D",0,"D",27098,"D",29800,"D",18559.837,0,"D",1913,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",1667,"D",0,"D",25000,"D",40,"D",.,"A",0.4795818,"D",.,"A",.,"A",0,"D",313,"D",72,"D",348,"D",80,"D",.,"A","1","D",1,"D",4800,"D",.,"A",,"A","2","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",2,"D",0,"D",2702,"D","01","14","D","2",.,"A","1","D","2","D","1","D","4","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",100,"D","21","08","1998",.,"A",,"A",.,"A",1,"D","1","D",2,.,"A",,"A","2","D",52,"D",0,"D",.,"A",34515.263,35736.166,.,34443.805,42122.211,.,.,.,32620.606,.,.,.,.,.,41736.979,36094.919,39820.578,.,37547.16,.,.,.,36850.783,36044.055,39601.245,38241.649,40571.128,.,36258.765,36776.822,37377.275,.,.,36588.122,.,37324.788,.,.,32063.06,.,.,35903.769,31476.882,.,91.99998,71.99998,4.41247,9.58795,9.13187,2.48048,0,4.51538,0,0,3.21555,5.19784,4.13097,2.17102,3.76797,2.7129,3.71712,3.98517,1.23637,11.73692,20,0,0,0,0,0,0,7,1,"D",.,"A","2","D","05","41","D",4800,"D",.,"A",.,"A","2","D"
149142,.,"A",.,"A",.,"A",29,"D",31,"D","1","4","D","01","D",.,"A","1","D",25000,"D","14","D","13","D","1","D",,"A",4,"D","3","D",0,"D",,"A",1000,"D",0,"D",2135,"D",0,"D",27098,"D",29800,"D",18559.837,0,"D",1913,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",1667,"D",0,"D",25000,"D",40,"D",.,"A",0.4798214,"D",.,"A",.,"A",0,"D",313,"D",72,"D",348,"D",80,"D",.,"A","1","D",1,"D",4800,"D",.,"A",,"A","2","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",2,"D",0,"D",2702,"D","01","14","D","2",.,"A","1","D","2","D","1","D","4","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",100,"D","28","08","1998",.,"A",,"A",.,"A",1,"D","2","D",2,.,"A",,"A","2","D",52,"D",0,"D",.,"A",34515.263,35736.166,.,34443.805,42122.211,.,.,.,32620.606,.,.,.,.,.,41736.979,36094.919,39820.578,.,37547.16,.,.,.,36850.783,36044.055,39601.245,38241.649,40571.128,.,36258.765,36776.822,37377.275,.,.,36588.122,.,37324.788,.,.,32063.06,.,.,35903.769,31476.882,.,299.99998,299.99998,11.13513,39.13576,26.54251,12.59328,12.18425,0,37.31424,3.37237,8.51507,13.76427,20.58626,13.81195,16.33766,7.19957,10.35458,22.30977,7.27059,37.57272,0,6,0,0,0,0,5,0,1,"D",.,"A","2","D","05","41","D",4800,"D",.,"A",.,"A","2","D"
149151,.,"A",.,"A",.,"A",26,"D",.,"D","2","1","D","01","D",.,"A","1","D",38900,"D","12","D",,"A","1","D",,"A",1,"D","8","D",0,"D",,"A",4006,"D",900,"D",0,"D",0,"D",44506,"D",39500,"D",50564.158,0,"D",3045,"D",7600,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",38000,"D",55,"D",.,"A",0.6053031,"D",.,"A",600,"D",0,"D",109,"D",25,"D",152,"D",35,"D",.,"A","5","D",1,"D",600,"D",100,"D",,"A","1","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",-5006,"D","01","06","D","5",.,"A",,"A","2","D","1","D","2","D","1","D",.,"A",.,"A","1","D",,"A","2",.,"A",1000,"D","07","08","1998",.,"A","1","D",.,"A",1,"D","1","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",111219.419,.,.,.,99915.897,104906.597,102297.25,106046.681,97580.116,.,94595.46,116818.936,96019.724,.,.,98022.821,.,92462.198,.,.,81124.19,.,.,99759.433,88949.69,.,101424.6,.,112252.535,108697.57,.,.,.,100246.284,.,.,.,.,.,113514.013,81601.539,104503.696,.,99999.016,20.54,2.42,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,18.12,4.53,0,0,0,0,3.82,17.24,1,"D",.,"A","0","D","06",,"T",.,"A",.,"A",.,"A","2","D"
149152,.,"A",.,"A",.,"A",26,"D",.,"D","2","1","D","01","D",.,"A","1","D",38900,"D","12","D",,"A","1","D",,"A",1,"D","8","D",0,"D",,"A",4006,"D",900,"D",0,"D",0,"D",44506,"D",39500,"D",50564.158,0,"D",3045,"D",7600,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",38000,"D",55,"D",.,"A",0.6059559,"D",.,"A",600,"D",0,"D",109,"D",25,"D",152,"D",35,"D",.,"A","5","D",1,"D",600,"D",100,"D",,"A","1","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",-5006,"D","01","06","D","5",.,"A",,"A","2","D","1","D","2","D","1","D",.,"A",.,"A","1","D",,"A","2",.,"A",1000,"D","14","08","1998",.,"A","1","D",.,"A",1,"D","2","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",111219.419,.,.,.,99915.897,104906.597,102297.25,106046.681,97580.116,.,94595.46,116818.936,96019.724,.,.,98022.821,.,92462.198,.,.,81124.19,.,.,99759.433,88949.69,.,101424.6,.,112252.535,108697.57,.,.,.,100246.284,.,.,.,.,.,113514.013,81601.539,104503.696,.,99999.016,26.1,21.96,0,7.31,0.98,0,0,1.33,0,0,4.74,1.69,0,0,0,0,0.95,0.83,0,4.13,4.14,12.63,0,0,2.76,0,7.44,9.95,1,"D",.,"A","0","D","06",,"T",.,"A",.,"A",.,"A","2","D"
149161,.,"C",.,"A",.,"A",23,"D",21,"D","1","2","D","05","D",.,"A","1","D",0,"D","13","D","11","D","1","D",,"A",3,"D","2","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",54148.168,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",40,"D",.,"A",.,"A",.,"A",.,"A",0,"D",174,"D",40,"D",217,"D",50,"D",.,"A","1","D",1,"D",0,"D",.,"A",,"A","2","D","2","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",0,"D","01","07","D","4",.,"A","1","D","2","D","1","D","3","D","2","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","02","10","1998",.,"A","1","D",.,"A",1,"D","1","D",2,.,"A",,"A","2","D",52,"D",0,"D",.,"A",.,149285.809,.,.,.,113596.311,.,92501.54,101957.173,121761.454,.,.,.,.,.,116714.351,.,.,.,96974.9,75539.848,.,100945.569,.,91392.989,112570.773,.,89259.075,136315.508,.,.,147654.749,.,121376.007,.,.,103500.031,130717.075,99158.017,.,96023.869,88229.038,137930.617,110326.931,34.08998,34.08998,9.53999,0,15.94,1.59,0,0,0,2.66,0,1.42,0,0,0,0,1.03999,1.9,0,0,0,0,0,0,0,0,0,0,1,"D",.,"A","1","D","10","48","D",.,"A",.,"A",.,"A",,"A"
149162,.,"C",.,"A",.,"A",23,"D",21,"D","1","2","D","05","D",.,"A","1","D",0,"D","13","D","11","D","1","D",,"A",3,"D","2","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",54148.168,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",40,"D",.,"A",.,"A",.,"A",.,"A",0,"D",174,"D",40,"D",217,"D",50,"D",.,"A","1","D",1,"D",0,"D",.,"A",,"A","2","D","2","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",0,"D","01","07","D","4",.,"A","1","D","2","D","1","D","3","D","2","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","09","10","1998",.,"A","1","D",.,"A",1,"D","2","D",2,.,"A",,"A","2","D",52,"D",0,"D",.,"A",.,149285.809,.,.,.,113596.311,.,92501.54,101957.173,121761.454,.,.,.,.,.,116714.351,.,.,.,96974.9,75539.848,.,100945.569,.,91392.989,112570.773,.,89259.075,136315.508,.,.,147654.749,.,121376.007,.,.,103500.031,130717.075,99158.017,.,96023.869,88229.038,137930.617,110326.931,12.00999,12.00999,0,3.16999,0,0,3.19,0,0,0,0,0,0,1.42,0,0,0,2.13,2.1,0,0,0,0,0,0,0,0,7.45,1,"D",.,"A","1","D","10","48","D",.,"A",.,"A",.,"A",,"A"
149171,.,"A",.,"A",.,"A",82,"D",.,"D","1","2","D","01","D",.,"C","1","D",0,"D","13","D",,"A","5","D",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",21646,"D",21646,"D",27594.303,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",18046,"D",0,"D",0,"D",0,"D",60,"D",.,"A",0.3773331,"D",.,"A",.,"C",0,"D",.,"B",.,"B",435,"D",100,"D",.,"A","2","D",1,"D",21646,"D",.,"A",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",3600,"D",0,"D",1,"D",0,"D","01","03","D","2",.,"A",,"A","2","D","1","D","4","D","1","D",.,"A",.,"A","2","D",,"A","1",.,"A",.,"A","08","08","1998",.,"A","1","D",.,"A",1,"D","1","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",.,.,50543.77,.,.,48707.431,56137.276,50629.714,.,66228.975,61048.075,64051.028,53259.101,65478.855,.,.,.,62086.445,.,57111.286,48901.448,60508.83,.,.,.,.,.,47966.087,.,.,.,59210.394,47497.572,.,53467.402,.,58511.276,51026.891,.,51600.26,55872.886,.,.,58347.335,97.38998,94.99998,2.70648,9.00875,5.79507,0,4.22248,0,6.91424,1.25472,3.85606,8.244,7.47298,3.73444,3.55006,4.31384,4.67703,6.29915,3.08095,19.86973,2.39,0,0,0,0,0,0,50,1,"D",.,"A","0","D","05","41","D",.,"A",.,"A",.,"A","2","D"
149172,.,"A",.,"A",.,"A",82,"D",.,"D","1","2","D","01","D",.,"C","1","D",0,"D","13","D",,"A","5","D",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",21646,"D",21646,"D",27594.303,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",18046,"D",0,"D",0,"D",0,"D",60,"D",.,"A",0.3776893,"D",.,"A",.,"C",0,"D",.,"B",.,"B",435,"D",100,"D",.,"A","2","D",1,"D",21646,"D",.,"A",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",3600,"D",0,"D",1,"D",0,"D","01","03","D","2",.,"A",,"A","2","D","1","D","4","D","1","D",.,"A",.,"A","2","D",,"A","1",.,"A",.,"A","15","08","1998",.,"A","1","D",.,"A",1,"D","2","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",.,.,50543.77,.,.,48707.431,56137.276,50629.714,.,66228.975,61048.075,64051.028,53259.101,65478.855,.,.,.,62086.445,.,57111.286,48901.448,60508.83,.,.,.,.,.,47966.087,.,.,.,59210.394,47497.572,.,53467.402,.,58511.276,51026.891,.,51600.26,55872.886,.,.,58347.335,108.94999,99.99999,4.0234,13.59169,3.39839,14.05406,4.09975,8.43803,5.08531,1.24278,3.13795,5.07237,3.87537,2.54238,4.10641,2.25371,3.81584,4.03124,3.33382,13.89749,8.95,0,0,0,0,0,0,119.62,1,"D",.,"A","0","D","05","41","D",.,"A",.,"A",.,"A","2","D"
149181,.,"A",.,"A",.,"A",31,"D",38,"D","1","1","D","01","D",.,"A","2","D",28500,"D","11","D","13","D","1","D","1","D",6,"D","3","D",0,"D",,"A",600,"D",0,"D",1709,"D",0,"D",28866,"D",32000,"D",35011.575,0,"D",2181,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",2025,"D",0,"D",28500,"D",70,"D",40,"D",0.520031,"D",.,"A",.,"A",0,"D",217,"D",50,"D",283,"D",65,"D",.,"A","1","D",2,"D",3500,"D",.,"A","13","D","4","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",4,"D",0,"D",3134,"D","01","10","D","1",.,"A","1","D","2","D","1","D","1","D","1","D",.,"A",.,"A","2","D","1","D","1",.,"A",.,"A","19","07","1998",.,"A","1","D",3500,"D",1,"D","1","D",2,.,"A",,"A",,"A",38,"D",26,"D",.,"A",.,.,82479.645,.,82331.528,96012.707,.,75744.294,64712.516,.,.,93322.851,.,75520.175,.,.,86215.91,57428.965,70124.663,.,83537.439,80131.422,73545.99,89528.308,72000.488,.,.,.,54701.145,.,78057.398,83914.412,70491.913,.,.,.,.,.,61920.317,.,.,.,60839.5,69049.557,165.74001,127.83999,8.38,2.78,14.88,17.99,2.99,10.98,0,2.99,2.79,12.73,13.74999,6.08,5.99,6.75,5.78,3.2,4.78,5,37.90002,0,0,0,0,0,0,0,1,"D",.,"A","4","D","06","42","D",.,"A",.,"A",.,"A","2","D"
