"NEWID","ADDFEDX","ADDFEDX_","ADDOTHX","ADDOTHX_","ADDSTAX","ADDSTAX_","AGE_REF","AGE_REF_","AGE2","AGE2_","BLS_URBN","CUTENURE","CUTE_URE","DESCRIP","DESCRIP_","DIVX","DIVX_","EARNCOMP","EARN_OMP","EARNX","EARNX_","EDUC_REF","EDUC0REF","EDUCA2","EDUCA2_","EMPLTYP1","EMPL_YP1","EMPLTYP2","EMPL_YP2","FAM_SIZE","FAM__IZE","FAM_TYPE","FAM__YPE","FBSNSX","FBSNSX_","FD_STMPS","FD_S_MPS","FEDREFX","FEDREFX_","FFARMX","FFARMX_","FFEDTXX","FFEDTXX_","FGVX","FGVX_","FINCAFTX","FINC_FTX","FINCBEFX","FINC_EFX","FINLWT21","FIRAX","FIRAX_","FJSSDEDX","FJSS_EDX","FPVTX","FPVTX_","FREEMLX","FREEMLX_","FRRX","FRRX_","FS_AMT1","FS_AMT1_","FS_AMT2","FS_AMT2_","FS_AMT3","FS_AMT3_","FS_AMT4","FS_AMT4_","FS_AMT5","FS_AMT5_","FS_AMT6","FS_AMT6_","FS_AMT7","FS_AMT7_","FS_DATE1","FS_D_TE1","FS_DATE2","FS_D_TE2","FS_DATE3","FS_D_TE3","FS_DATE4","FS_D_TE4","FS_DATE5","FS_D_TE5","FS_DATE6","FS_D_TE6","FS_DATE7","FS_D_TE7","FS_MTHI","FS_MTHI_","FSS_RRX","FSS_RRX_","FSTATXX","FSTATXX_","FSUPPX","FSUPPX_","FWAGEX","FWAGEX_","HRSPRWK1","HRSP_WK1","HRSPRWK2","HRSP_WK2","INC_RNKU","INC__NKU","INSREFX","INSREFX_","INTX","INTX_","JFS_AMT","JFS_AMT_","JGRCFDMV","JGRC_DMV","JGRCFDWK","JGRC_DWK","JGROCYMV","JGRO_YMV","JGROCYWK","JGRO_YWK","LUMPX","LUMPX_","MARITAL1","MARI_AL1","NO_EARNR","NO_E_RNR","NONERNX","NONERNX_","OCCEXPNX","OCCE_PNX","OCCULIS2","OCCU_IS2","ORIGIN1","ORIGIN1_","ORIGIN2","ORIGIN2_","OTHINX","OTHINX_","OTHRECX","OTHRECX_","OTHREFX","OTHREFX_","OTHRNTX","OTHRNTX_","PENSIONX","PENS_ONX","PERSLT18","PERS_T18","PERSOT64","PERS_T64","PERSTAX","PERSTAX_","PICK_UP","OCCULIS1","OCCU_IS1","POPSIZE","PTAXREFX","PTAX_EFX","RACE2","RACE2_","REC_FS","REC_FS_","REF_RACE","REF__ACE","REGION","REGION_","RESPSTAT","RESP_TAT","ROOMX","ROOMX_","SALEX","SALEX_","SEX_REF","SEX_REF_","SEX2","SEX2_","SMSASTAT","SSREFX","SSREFX_","STATREFX","STAT_EFX","STRTDAY","STRTMNTH","STRTYEAR","TAXPROPX","TAXP_OPX","TYPOWND","TYPOWND_","UNEMPX","UNEMPX_","VEHQ","VEHQ_","WEEKI","WEEKI_","WEEKN","WELFRX","WELFRX_","WHYNWRK1","WHYN_RK1","WHYNWRK2","WHYN_RK2","WK_WRKD1","WK_W_KD1","WK_WRKD2","WK_W_KD2","WRKRSX","WRKRSX_","WTREP01","WTREP02","WTREP03","WTREP04","WTREP05","WTREP06","WTREP07","WTREP08","WTREP09","WTREP10","WTREP11","WTREP12","WTREP13","WTREP14","WTREP15","WTREP16","WTREP17","WTREP18","WTREP19","WTREP20","WTREP21","WTREP22","WTREP23","WTREP24","WTREP25","WTREP26","WTREP27","WTREP28","WTREP29","WTREP30","WTREP31","WTREP32","WTREP33","WTREP34","WTREP35","WTREP36","WTREP37","WTREP38","WTREP39","WTREP40","WTREP41","WTREP42","WTREP43","WTREP44","FOODTOT","FOODHOME","CEREAL","BAKEPROD","BEEF","PORK","OTHMEAT","POULTRY","SEAFOOD","EGGS","MILKPROD","OTHDAIRY","FRSHFRUT","FRSHVEG","PROCFRUT","PROCVEG","SWEETS","NONALBEV","OILS","MISCFOOD","FOODAWAY","ALCBEV","SMOKSUPP","PET_FOOD","PERSPROD","PERSSERV","DRUGSUPP","HOUSKEEP","HH_CU_Q","HH_CU_Q_","HHID","HHID_","CHILDAGE","CHIL_AGE","INCLASS","STATE","STATE_","CHDOTHX","CHDOTHX_","ALIOTHX","ALIOTHX_","CHDLMPX","CHDLMPX_","POVERTY","POVERTY_"
154032,200,"D",.,"A",300,"D",72,"D",68,"D","1","2","D","01","D",.,"A","8","D",0,"D","12","D","14","D",,"A",,"A",2,"D","1","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",13952,"D",17952,"D",13707.162,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",15452,"D",0,"D",0,"D",0,"D",.,"A",.,"A",0.3022562,"D",.,"A",2500,"D",0,"D",174,"D",40,"D",174,"D",40,"D",.,"A","1","D",0,"D",17952,"D",.,"A",,"A","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",2,"D",4000,"D","01",,"A","2",.,"A","1","D","2","D","1","D","2","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","25","08","1998",3500,"D","1","D",.,"A",2,"D","2","D",2,.,"A","1","D","1","D",0,"D",0,"D",.,"A",25622.269,25132.851,26053.436,.,27479.853,28960.492,24619.519,.,.,27779.557,.,31699.881,.,.,26092.798,.,.,23846.764,26155.494,.,34537.968,.,24748.691,30427.201,.,.,.,26061.139,.,.,.,.,.,36427.717,26323.382,29853.508,.,24557.401,.,.,.,25181.741,25091.088,20437.909,87.83,65.83,1.69,15.31,3.25,11.14,0,0,2.01,1.06,4.96,3.29,2.22,0.75,2.64,1.67,1.15,1.51,2.79,10.39,22,0,21.81999,0,0,0,0,0,1,"D",.,"A","0","D","04","55","D",.,"A",.,"A",.,"A","2","D"
154041,.,"A",.,"A",.,"A",27,"D",27,"D","2","1","D","05","D",.,"A","2","D",37000,"D","15","D","15","D","1","D","1","D",3,"D","2","D",0,"D",,"A",500,"D",0,"D",1506,"D",0,"D",35727,"D",37000,"D",39403.926,0,"D",2831,"D",1722,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",387,"D",0,"D",37000,"D",43,"D",30,"D",0.5762102,"D",.,"A",.,"A",0,"D",239,"D",55,"D",283,"D",65,"D",.,"A","1","D",2,"D",0,"D",.,"A","03","D","4","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",1273,"D","01","04","D","5",.,"A","1","D","2","D","1","D","1","D","1","D",.,"A",.,"A","2","D","1","D","2",.,"A",120,"D","08","09","1998",.,"A","1","D",.,"A",2,"D","1","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",.,.,65174.467,49862.724,.,78944.112,.,67564.526,57389.278,.,62606.253,76165.125,.,.,62393.023,.,66416.256,.,.,59318.269,57972.316,57317.303,.,73754.665,58748.723,71990.335,72100.777,74114.136,.,.,.,67621.246,.,60489.802,73219.242,64416.752,.,.,.,.,.,63815.599,.,.,36.29998,24.73,0,2.23,0,3.13,2.34,0,0,0.84,2.34,4.89,0,0,0,0,0,0,0,8.96,11.56998,29.67,0,4.45999,12.23,24.95,0,11.77,1,"D",.,"A","1","D","06","36","R",.,"A",.,"A",.,"A","2","D"
154042,.,"A",.,"A",.,"A",27,"D",27,"D","2","1","D","05","D",.,"A","2","D",37000,"D","15","D","15","D","1","D","1","D",3,"D","2","D",0,"D",,"A",500,"D",0,"D",1506,"D",0,"D",35727,"D",37000,"D",39403.926,0,"D",2831,"D",1722,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",387,"D",0,"D",37000,"D",43,"D",30,"D",0.5767189,"D",.,"A",.,"A",0,"D",239,"D",55,"D",283,"D",65,"D",.,"A","1","D",2,"D",0,"D",.,"A","03","D","4","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",1273,"D","01","04","D","5",.,"A","1","D","2","D","1","D","1","D","1","D",.,"A",.,"A","2","D","1","D","2",.,"A",120,"D","15","09","1998",.,"A","1","D",.,"A",2,"D","2","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",.,.,65174.467,49862.724,.,78944.112,.,67564.526,57389.278,.,62606.253,76165.125,.,.,62393.023,.,66416.256,.,.,59318.269,57972.316,57317.303,.,73754.665,58748.723,71990.335,72100.777,74114.136,.,.,.,67621.246,.,60489.802,73219.242,64416.752,.,.,.,.,.,63815.599,.,.,125.06999,123.06999,3.29,4.22,0,3.38,2,3.3,2.12,0,5,34.46,0,0,2.21593,2.51407,4.27,9.36,0,46.93999,2,0,0,0,0,0,0,12.81,1,"D",.,"A","1","D","06","36","R",.,"A",.,"A",.,"A","2","D"
154051,450,"D",.,"A",300,"D",75,"D",75,"D","1","2","D","01","D",.,"A","1","D",0,"D","13","D","12","D","1","D",,"A",2,"D","1","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",13844,"D",17194,"D",14617.45,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",17194,"D",0,"D",0,"D",0,"D",30,"D",.,"A",0.2843626,"D",.,"A",.,"B",0,"D",187,"D",43,"D",196,"D",45,"D",.,"A","1","D",1,"D",17194,"D",.,"A",,"A","1","D","1","D",.,"A",0,"D",.,"A",.,"B",.,"A",0,"D",2,"D",3350,"D","01","01","D","2",.,"B","1","D","2","D","1","D","2","D","1","D",.,"B",.,"A","1","D","2","D","1",.,"A",.,"A","11","09","1998",2600,"D","1","D",.,"A",1,"D","1","D",2,.,"A",,"A","4","D",51,"D",0,"D",.,"A",.,.,.,30223.111,.,.,.,30159.021,23397.014,.,33009.379,.,27473.184,27523.791,.,27838.61,39146.468,.,.,38610.601,.,28697.46,.,.,33186.904,29175.896,22344.745,.,27570.082,33117.336,22086.786,31395.838,28375.267,.,.,.,25368.746,.,28959.228,22605.028,30279.233,.,.,.,49.68999,34.18999,0,1.53173,0,9.5512,0,0,0,0,1.9678,1.74856,0,1.11737,2.14814,0,0,8.26971,2.73601,5.11947,15.5,0,0,0,0,0,0,0,1,"D",.,"A","0","D","04","55","D",.,"A",.,"A",.,"A","2","D"
154052,450,"D",.,"A",300,"D",75,"D",75,"D","1","2","D","01","D",.,"A","1","D",0,"D","13","D","12","D","1","D",,"A",2,"D","1","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",13844,"D",17194,"D",14617.45,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",17194,"D",0,"D",0,"D",0,"D",30,"D",.,"A",0.2845513,"D",.,"A",.,"B",0,"D",187,"D",43,"D",196,"D",45,"D",.,"A","1","D",1,"D",17194,"D",.,"A",,"A","1","D","1","D",.,"A",0,"D",.,"A",.,"B",.,"A",0,"D",2,"D",3350,"D","01","01","D","2",.,"B","1","D","2","D","1","D","2","D","1","D",.,"B",.,"A","1","D","2","D","1",.,"A",.,"A","18","09","1998",2600,"D","1","D",.,"A",1,"D","2","D",2,.,"A",,"A","4","D",51,"D",0,"D",.,"A",.,.,.,30223.111,.,.,.,30159.021,23397.014,.,33009.379,.,27473.184,27523.791,.,27838.61,39146.468,.,.,38610.601,.,28697.46,.,.,33186.904,29175.896,22344.745,.,27570.082,33117.336,22086.786,31395.838,28375.267,.,.,.,25368.746,.,28959.228,22605.028,30279.233,.,.,.,81.96999,71.15999,0,3.69,0,26.7,7.39,4.12,0,0,1.59,1.49,2.60999,0,1.76,2.5,3.93,3.15,2.93,9.3,10.81,1.99999,0,0,3.51,13.5,0,60.75,1,"D",.,"A","0","D","04","55","D",.,"A",.,"A",.,"A","2","D"
154061,.,"A",.,"A",.,"A",54,"D",53,"D","1","3","D","01","D",.,"A","1","D",0,"D","15","D","13","D","2","D",,"A",2,"D","1","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",28730.331,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",60,"D",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",.,"A","1","D",1,"D",0,"D",.,"A",,"A","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D","03","16","D","2",.,"A","1","D","2","D","1","D","4","D","2","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","27","07","1998",.,"A",,"A",.,"A",.,"A","1","D",2,.,"A",,"A","2","D",52,"D",0,"D",.,"A",49737.033,.,44176.206,47220.222,.,.,.,55305.212,.,.,.,.,.,82310.082,85799.267,95934.044,.,54640.903,.,.,.,63265.712,54936.997,90454.501,69483.768,63627.913,.,42132.692,55272.649,53301.407,.,.,47892.772,.,46244.16,.,.,49424.021,.,.,62772.532,70717.186,.,69401.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"D",.,"A","0","D","10","04","D",.,"A",.,"A",.,"A",,"A"
154062,.,"A",.,"A",.,"A",54,"D",53,"D","1","4","D","01","D",.,"A","1","D",0,"D","15","D","13","D","2","D",,"A",2,"D","1","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",24688.025,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",60,"D",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",.,"A","1","D",1,"D",0,"D",.,"A",,"A","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D","03","16","D","2",.,"A","1","D","2","D","1","D","4","D","2","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","03","08","1998",.,"A",,"A",.,"A",.,"A","2","D",2,.,"A",,"A","2","D",52,"D",0,"D",.,"A",37849.323,.,34846.246,37810.581,.,.,.,46973.334,.,.,.,.,.,67257.254,77663.644,89347.37,.,47005.707,.,.,.,49925.565,50066.25,79744.171,65490.327,53723.724,.,29919.502,45574.44,38775.272,.,.,39914.044,.,37414.01,.,.,43136.846,.,.,62207.049,63116.26,.,62549.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"D",.,"A","0","D","10","04","D",.,"A",.,"A",.,"A",,"A"
154071,.,"A",.,"A",.,"A",73,"D",.,"D","2","2","D","01","D",.,"A","8","D",0,"D","15","D",,"A",,"A",,"A",1,"D","8","D",0,"D",,"A",100,"D",0,"D",0,"D",0,"D",9364,"D",9264,"D",56793.466,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",9118,"D",0,"D",0,"D",0,"D",.,"A",.,"A",0.1386634,"D",.,"A",.,"A",0,"D",113,"D",26,"D",130,"D",30,"D",.,"A","5","D",0,"D",9264,"D",.,"A",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",146,"D",0,"D",1,"D",-100,"D","01",,"A","5",.,"A",,"A","2","D","1","D","3","D","1","D",.,"A",.,"A","2","D",,"A","2",.,"A",.,"A","03","09","1998",.,"A","1","D",.,"A",1,"D","1","D",2,.,"A","1","D",,"A",0,"D",.,"A",.,"A",108820.296,119106.513,.,.,.,.,.,126259.41,116224.143,121565.996,.,140939.764,.,.,.,118244.609,109793.604,100039.115,110974.24,116230.659,.,112201.049,101742.662,114198.681,.,.,138822.253,.,133588.17,.,.,119757.898,.,.,122344.38,116528.678,.,110386.481,.,123009.153,94670.657,.,.,.,40.79997,40.79997,0,2.45999,0,7.87,0,0,0,1.61,4,2.15,5.09,0,3.31999,0,4.85,6.86999,0,2.58,0,0,0,0,0,0,0,3.21998,1,"D",.,"A","0","D","02",,"T",.,"A",.,"A",.,"A","2","D"
154072,.,"A",.,"A",.,"A",73,"D",.,"D","2","2","D","01","D",.,"A","8","D",0,"D","15","D",,"A",,"A",,"A",1,"D","8","D",0,"D",,"A",100,"D",0,"D",0,"D",0,"D",9364,"D",9264,"D",56793.466,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",9118,"D",0,"D",0,"D",0,"D",.,"A",.,"A",0.1393965,"D",.,"A",.,"A",0,"D",113,"D",26,"D",130,"D",30,"D",.,"A","5","D",0,"D",9264,"D",.,"A",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",146,"D",0,"D",1,"D",-100,"D","01",,"A","5",.,"A",,"A","2","D","1","D","3","D","1","D",.,"A",.,"A","2","D",,"A","2",.,"A",.,"A","10","09","1998",.,"A","1","D",.,"A",1,"D","2","D",2,.,"A","1","D",,"A",0,"D",.,"A",.,"A",108820.296,119106.513,.,.,.,.,.,126259.41,116224.143,121565.996,.,140939.764,.,.,.,118244.609,109793.604,100039.115,110974.24,116230.659,.,112201.049,101742.662,114198.681,.,.,138822.253,.,133588.17,.,.,119757.898,.,.,122344.38,116528.678,.,110386.481,.,123009.153,94670.657,.,.,.,62.31999,49.02,0,1.39,0,0,0,0,3.23,0,4,3.45,2.08,0,1.49,0.64,5.04,0,0,27.7,13.29999,0,0,1.04999,3.21,0,10.88999,12,1,"D",.,"A","0","D","02",,"T",.,"A",.,"A",.,"A","2","D"
154081,.,"A",.,"A",.,"A",34,"D",41,"D","1","2","D","01","D",.,"A","2","D",67900,"D","15","D","14","D","4","D","4","D",5,"D","3","D",0,"D",,"A",390,"D",0,"D",7243,"D",902,"D",58227,"D",68080,"D",37535.635,75,"D",5194,"D",771,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",2498,"D",0,"D",67900,"D",45,"D",41,"D",0.8463845,"D",360,"D",180,"D",0,"D",261,"D",60,"D",348,"D",80,"D",.,"A","1","D",2,"D",180,"D",1428,"D","07","D","4","D","4","D",.,"A",360,"D",.,"A",.,"A",.,"A",3,"D",0,"D",9853,"D","01","02","D","3",.,"A","1","D","2","D","1","D","2","D","1","D",.,"A",.,"A","2","D","1","D","1",.,"A",98,"D","01","10","1998",600,"D","1","D",.,"A",2,"D","1","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",77056.771,70206.854,82110.171,89147.217,86869.647,97984.987,.,63662.426,79600.614,75237.109,.,.,75834.959,.,78993.643,.,.,81366.987,.,.,74915.843,89019.023,.,75386.052,.,64351.978,92508.05,.,.,.,83670.458,.,.,.,.,.,71654.789,69574.84,84004.896,.,80103.206,.,.,.,149.74,91.34,0.89,7.67,12.56,10.86,4.75,0,0,1.86,1.99,2.96,7.29,6.72,8.35,0,10.53,6.98,1.29,6.64,58.4,0,0,0,2.6,0,0,1.13,1,"D",.,"A","4","D","08","26","D",.,"A",.,"A",.,"A","2","D"
154082,.,"A",.,"A",.,"A",34,"D",41,"D","1","2","D","01","D",.,"A","2","D",67900,"D","15","D","14","D","4","D","4","D",5,"D","3","D",0,"D",,"A",390,"D",0,"D",7243,"D",902,"D",58227,"D",68080,"D",37535.635,75,"D",5194,"D",771,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",2498,"D",0,"D",67900,"D",45,"D",41,"D",0.8468691,"D",360,"D",180,"D",0,"D",261,"D",60,"D",348,"D",80,"D",.,"A","1","D",2,"D",180,"D",1428,"D","07","D","4","D","4","D",.,"A",360,"D",.,"A",.,"A",.,"A",3,"D",0,"D",9853,"D","01","02","D","3",.,"A","1","D","2","D","1","D","2","D","1","D",.,"A",.,"A","2","D","1","D","1",.,"A",98,"D","08","10","1998",600,"D","1","D",.,"A",2,"D","2","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",77056.771,70206.854,82110.171,89147.217,86869.647,97984.987,.,63662.426,79600.614,75237.109,.,.,75834.959,.,78993.643,.,.,81366.987,.,.,74915.843,89019.023,.,75386.052,.,64351.978,92508.05,.,.,.,83670.458,.,.,.,.,.,71654.789,69574.84,84004.896,.,80103.206,.,.,.,153.41,114.77,9.06,29.9,0,2.88,6.44,9.11,2.89,2.73,0,15.24,2.12,4.48,4.94,3.78,1.88,8.96,0,10.36,38.64,0,0,0,11.31,0,0,15.81,1,"D",.,"A","4","D","08","26","D",.,"A",.,"A",.,"A","2","D"
154091,700,"D",.,"A",300,"D",36,"D",35,"D","1","1","D","01","D",.,"A","2","D",60000,"D","15","D","15","D","1","D","1","D",2,"D","1","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",60000,"D",61000,"D",62394.645,1000,"D",4590,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",60000,"D",40,"D",17,"D",0.803901,"D",.,"A",1000,"D",0,"D",174,"D",40,"D",304,"D",70,"D",.,"A","1","D",2,"D",1000,"D",.,"A","06","D","2","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",1000,"D","01","05","D","4",.,"B","1","D","2","D","1","D","4","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","27","08","1998",.,"A","1","D",.,"A",2,"D","1","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",.,.,.,109294.661,.,117207.622,.,.,145645.97,152504.742,116834.143,.,111164.152,119376.037,112278.434,120074.958,112761.153,.,.,.,128404.972,.,120859.349,107308.708,127692.916,.,.,.,.,.,121710.759,.,.,.,118666.537,115298.869,.,122170.241,.,127167.678,155265.035,.,117741.428,136499.158,110.42999,43.43999,0,10.02,0,0,0,0,0,0,0,2.3,2.83,0,3.34,0.83,2.39999,12.54,0,9.18,66.99,0,0,0,6.3,0,5.24,10.3,1,"D",.,"A","0","D","08","16","D",.,"A",.,"A",.,"A","2","D"
154092,700,"D",.,"A",300,"D",36,"D",35,"D","1","1","D","01","D",.,"A","2","D",60000,"D","15","D","15","D","1","D","1","D",2,"D","1","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",60000,"D",61000,"D",62394.645,1000,"D",4590,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",60000,"D",40,"D",17,"D",0.8047065,"D",.,"A",1000,"D",0,"D",174,"D",40,"D",304,"D",70,"D",.,"A","1","D",2,"D",1000,"D",.,"A","06","D","2","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",1000,"D","01","05","D","4",.,"B","1","D","2","D","1","D","4","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","03","09","1998",.,"A","1","D",.,"A",2,"D","2","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",.,.,.,109294.661,.,117207.622,.,.,145645.97,152504.742,116834.143,.,111164.152,119376.037,112278.434,120074.958,112761.153,.,.,.,128404.972,.,120859.349,107308.708,127692.916,.,.,.,.,.,121710.759,.,.,.,118666.537,115298.869,.,122170.241,.,127167.678,155265.035,.,117741.428,136499.158,137.03998,96.37998,3.24,23.82998,0,0,3.56,0.98,0,0,1.25,0.97,11.24,1.36,0,0,11.53,27.13,0,11.29,40.66,0,0,4.88,0,0,0,6.68,1,"D",.,"A","0","D","08","16","D",.,"A",.,"A",.,"A","2","D"
154101,.,"A",.,"A",.,"A",21,"D",.,"D","1","4","D","01","D",.,"A","4","D",24000,"D","10","D",,"A","1","D",,"A",4,"D","9","D",0,"D",,"A",.,"A",0,"D",2400,"D",0,"D",19800,"D",24000,"D",46185.533,0,"D",1836,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",1800,"D",0,"D",24000,"D",40,"D",.,"A",0.4027059,"D",.,"A",.,"A",0,"D",0,"D",0,"D",43,"D",10,"D",.,"A","5","D",3,"D",0,"D",.,"C",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",4200,"D","01","11","D","1",.,"A",,"A","2","D","4","D","4","D","1","D",.,"A",.,"A","1","D",,"A","1",.,"A",.,"A","23","09","1998",.,"A",,"A",.,"A",.,"A","1","D",2,.,"A",,"A",,"A",50,"D",.,"A",.,"A",71879.21,92551.554,.,.,.,85618.7,.,.,.,.,.,69663.097,96375.565,67876.136,.,97563.072,.,.,.,96840.291,113984.642,72905.559,99013.284,74751.613,.,75386.507,85098.332,75837.326,.,.,78617.837,.,99511.861,.,.,91322.018,.,.,95802.468,62918.779,.,75195.956,.,103870.74,63.30001,19.1,0,2,0,3.65,0,0,8.3,0,0,0,0,5.15,0,0,0,0,0,0,44.20001,0,0,0,0,0,0,0,1,"D",.,"A","0","D","05","06","D",.,"A",.,"A",.,"A","2","D"
154102,.,"A",.,"A",.,"A",21,"D",.,"D","1","4","D","01","D",.,"A","4","D",24000,"D","10","D",,"A","1","D",,"A",4,"D","9","D",0,"D",,"A",.,"A",0,"D",2400,"D",0,"D",19800,"D",24000,"D",46185.533,0,"D",1836,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",1800,"D",0,"D",24000,"D",40,"D",.,"A",0.4033022,"D",.,"A",.,"A",0,"D",0,"D",0,"D",43,"D",10,"D",.,"A","5","D",3,"D",0,"D",.,"C",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",4200,"D","01","11","D","1",.,"A",,"A","2","D","4","D","4","D","1","D",.,"A",.,"A","1","D",,"A","1",.,"A",.,"A","30","09","1998",.,"A",,"A",.,"A",.,"A","2","D",2,.,"A",,"A",,"A",50,"D",.,"A",.,"A",71879.21,92551.554,.,.,.,85618.7,.,.,.,.,.,69663.097,96375.565,67876.136,.,97563.072,.,.,.,96840.291,113984.642,72905.559,99013.284,74751.613,.,75386.507,85098.332,75837.326,.,.,78617.837,.,99511.861,.,.,91322.018,.,.,95802.468,62918.779,.,75195.956,.,103870.74,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,"D",.,"A","0","D","05","06","D",.,"A",.,"A",.,"A","2","D"
