"NEWID","ADDFEDX","ADDFEDX_","ADDOTHX","ADDOTHX_","ADDSTAX","ADDSTAX_","AGE_REF","AGE_REF_","AGE2","AGE2_","BLS_URBN","CUTENURE","CUTE_URE","DESCRIP","DESCRIP_","DIVX","DIVX_","EARNCOMP","EARN_OMP","EARNX","EARNX_","EDUC_REF","EDUC0REF","EDUCA2","EDUCA2_","EMPLTYP1","EMPL_YP1","EMPLTYP2","EMPL_YP2","FAM_SIZE","FAM__IZE","FAM_TYPE","FAM__YPE","FBSNSX","FBSNSX_","FD_STMPS","FD_S_MPS","FEDREFX","FEDREFX_","FFARMX","FFARMX_","FFEDTXX","FFEDTXX_","FGVX","FGVX_","FINCAFTX","FINC_FTX","FINCBEFX","FINC_EFX","FINLWT21","FIRAX","FIRAX_","FJSSDEDX","FJSS_EDX","FPVTX","FPVTX_","FREEMLX","FREEMLX_","FRRX","FRRX_","FS_AMT1","FS_AMT1_","FS_AMT2","FS_AMT2_","FS_AMT3","FS_AMT3_","FS_AMT4","FS_AMT4_","FS_AMT5","FS_AMT5_","FS_AMT6","FS_AMT6_","FS_AMT7","FS_AMT7_","FS_AMT8","FS_AMT8_","FS_DATE1","FS_D_TE1","FS_DATE2","FS_D_TE2","FS_DATE3","FS_D_TE3","FS_DATE4","FS_D_TE4","FS_DATE5","FS_D_TE5","FS_DATE6","FS_D_TE6","FS_DATE7","FS_D_TE7","FS_DATE8","FS_D_TE8","FS_MTHI","FS_MTHI_","FSS_RRX","FSS_RRX_","FSTATXX","FSTATXX_","FSUPPX","FSUPPX_","FWAGEX","FWAGEX_","HRSPRWK1","HRSP_WK1","HRSPRWK2","HRSP_WK2","INC_RNKU","INC__NKU","INSREFX","INSREFX_","INTX","INTX_","JFS_AMT","JFS_AMT_","JGRCFDMV","JGRC_DMV","JGRCFDWK","JGRC_DWK","JGROCYMV","JGRO_YMV","JGROCYWK","JGRO_YWK","LUMPX","LUMPX_","MARITAL1","MARI_AL1","NO_EARNR","NO_E_RNR","NONERNX","NONERNX_","OCCEXPNX","OCCE_PNX","OCCULIS2","OCCU_IS2","ORIGIN1","ORIGIN1_","ORIGIN2","ORIGIN2_","OTHINX","OTHINX_","OTHRECX","OTHRECX_","OTHREFX","OTHREFX_","OTHRNTX","OTHRNTX_","PENSIONX","PENS_ONX","PERSLT18","PERS_T18","PERSOT64","PERS_T64","PERSTAX","PERSTAX_","PICK_UP","OCCULIS1","OCCU_IS1","POPSIZE","PTAXREFX","PTAX_EFX","RACE2","RACE2_","REC_FS","REC_FS_","REF_RACE","REF__ACE","REGION","REGION_","RESPSTAT","RESP_TAT","ROOMX","ROOMX_","SALEX","SALEX_","SEX_REF","SEX_REF_","SEX2","SEX2_","SMSASTAT","SSREFX","SSREFX_","STATREFX","STAT_EFX","STRTDAY","STRTMNTH","STRTYEAR","TAXPROPX","TAXP_OPX","TYPOWND","TYPOWND_","UNEMPX","UNEMPX_","VEHQ","VEHQ_","WEEKI","WEEKI_","WEEKN","WELFRX","WELFRX_","WHYNWRK1","WHYN_RK1","WHYNWRK2","WHYN_RK2","WK_WRKD1","WK_W_KD1","WK_WRKD2","WK_W_KD2","WRKRSX","WRKRSX_","WTREP01","WTREP02","WTREP03","WTREP04","WTREP05","WTREP06","WTREP07","WTREP08","WTREP09","WTREP10","WTREP11","WTREP12","WTREP13","WTREP14","WTREP15","WTREP16","WTREP17","WTREP18","WTREP19","WTREP20","WTREP21","WTREP22","WTREP23","WTREP24","WTREP25","WTREP26","WTREP27","WTREP28","WTREP29","WTREP30","WTREP31","WTREP32","WTREP33","WTREP34","WTREP35","WTREP36","WTREP37","WTREP38","WTREP39","WTREP40","WTREP41","WTREP42","WTREP43","WTREP44","FOODTOT","FOODHOME","CEREAL","BAKEPROD","BEEF","PORK","OTHMEAT","POULTRY","SEAFOOD","EGGS","MILKPROD","OTHDAIRY","FRSHFRUT","FRSHVEG","PROCFRUT","PROCVEG","SWEETS","NONALBEV","OILS","MISCFOOD","FOODAWAY","ALCBEV","SMOKSUPP","PET_FOOD","PERSPROD","PERSSERV","DRUGSUPP","HOUSKEEP","HH_CU_Q","HH_CU_Q_","HHID","HHID_","CHILDAGE","CHIL_AGE","INCLASS","STATE","STATE_","CHDOTHX","CHDOTHX_","ALIOTHX","ALIOTHX_","CHDLMPX","CHDLMPX_","POVERTY","POVERTY_"
61832,.,"A",.,"A",.,"A",55,"D",.,"D","1","1","D","01","D",.,"A","4","D",64396,"D","13","D",,"A","1","D",,"A",2,"D","9","D",0,"D",,"A",700,"D",0,"D",2446,"D",0,"D",57780,"D",59696,"D",40592.248,0,"D",4926,"D",1561,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",520,"D",0,"D",64396,"D",40,"D",.,"A",0.7983598,"D",.,"A",300,"D",0,"D",174,"D",40,"D",217,"D",50,"D",2000,"D","3","D",2,"D",-4700,"D",540,"D",,"A","1","D",,"A",.,"A",2000,"D",.,"A",.,"A",.,"A",0,"D",0,"D",1916,"D","01","04","D","3",.,"A",,"A","2","D","1","D","1","D","1","D",-5000,"D",.,"A","2","D",,"A","1",.,"A",350,"D","29","03","1997",.,"A","1","D",.,"A",2,"D","2","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",.,76221.933,90378.01,.,88109.467,.,84196.685,88365.565,.,80949.81,85947.585,.,.,91235.007,.,86761.746,.,.,78311.782,76392.132,87453.98,.,71643.039,69165.693,79658.9,76020.851,91118.172,.,.,.,87155.89,.,71857.183,82316.867,87743.066,.,.,.,.,.,96966.628,.,.,.,135.00991,49.97991,1.03999,1.82999,0,0,16.01,0,0,0,1.98,4.68,3.96999,2.80998,2.60999,0,0,8.56,1.03999,5.44998,85.03,23,0,0,38.92562,23,4.22,13.47913,1,"D",.,"A","0","D","08","09","D",.,"A",.,"A",.,"A","2","D"
61841,300,"D",.,"A",.,"A",23,"D",.,"D","1","4","D","01","D",.,"A","1","D",18000,"D","15","D",,"A","1","D",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",1850,"D",0,"D",17408,"D",20250,"D",36547.518,0,"D",1377,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",692,"D",0,"D",18000,"D",55,"D",.,"A",0.3535956,"D",.,"A",.,"A",0,"D",130,"D",30,"D",165,"D",38,"D",.,"A","5","D",1,"D",2250,"D",.,"A",,"A","4","D",,"A",2250,"D",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",2842,"D","01","03","D","1",.,"A",,"A","2","D","1","D","1","D","1","D",.,"A",.,"A","1","D",,"A","1",.,"A",.,"A","25","01","1997",.,"A",,"A",.,"A",1,"D","1","D",2,.,"A",,"A",,"A",39,"D",.,"A",.,"A",.,.,74651.902,.,69449.573,78965.496,.,79931.705,75082.159,.,.,66012.349,.,69432.744,.,.,77696.906,60034.644,81683.14,.,63881.198,75927.66,67045.576,61223.632,69705.574,.,.,.,71236.644,.,72433.129,93258.6,70603.541,.,.,.,.,.,65050.608,.,.,.,82899.661,64804.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"D",30,"D","0","D","05","42","D",.,"A",.,"A",.,"A","2","D"
61842,300,"D",.,"A",.,"A",23,"D",.,"D","1","4","D","01","D",.,"A","1","D",18000,"D","15","D",,"A","1","D",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",1850,"D",0,"D",17408,"D",20250,"D",28194.204,0,"D",1377,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",692,"D",0,"D",18000,"D",55,"D",.,"A",0.3531527,"D",.,"A",.,"A",0,"D",130,"D",30,"D",165,"D",38,"D",.,"A","5","D",1,"D",2250,"D",.,"A",,"A","4","D",,"A",2250,"D",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",2842,"D","01","03","D","1",.,"A",,"A","2","D","1","D","1","D","1","D",.,"A",.,"A","1","D",,"A","1",.,"A",.,"A","01","02","1997",.,"A",,"A",.,"A",1,"D","2","D",2,.,"A",,"A",,"A",39,"D",.,"A",.,"A",.,.,57589.436,.,53576.153,60917.113,.,61662.485,57921.353,.,.,50924.542,.,53563.171,.,.,59938.473,46313.104,63013.612,.,49280.488,58573.606,51721.615,47230.336,53773.643,.,.,.,54954.771,.,55877.786,71943.38,54466.37,.,.,.,.,.,50182.617,.,.,.,63952.084,49992.598,52.96994,7.68,0,0,0,0,0,7.68,0,0,0,0,0,0,0,0,0,0,0,0,45.28994,12.36,21.76,0,0,0,0,0,2,"D",30,"D","0","D","05","42","D",.,"A",.,"A",.,"A","2","D"
61851,.,"A",.,"A",.,"A",46,"D",35,"D","1","1","D","01","D",.,"A","2","D",15080,"D","12","D","11","D","1","D","1","D",3,"D","3","D",0,"D",,"A",1000,"D",0,"D",0,"D",0,"D",15980,"D",15080,"D",15448.604,0,"D",1154,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",15080,"D",40,"D",45,"D",.,"A",.,"A",.,"B",0,"D",348,"D",80,"D",522,"D",120,"D",.,"A","1","D",2,"D",0,"D",.,"A","13","D","4","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",-900,"D","01","01","D","2",.,"A","1","D","2","D","1","D","2","D","2","D",.,"A",.,"A","1","D","2","D","1",.,"A",100,"D","05","01","1997",200,"D","1","D",.,"A",2,"D","1","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",31847.595,32123.891,.,30798.377,29884.001,32543.67,.,.,34972.971,.,31214.43,.,.,28459.418,.,.,29336.359,34723.896,.,28025.741,.,30466.526,33427.212,.,.,.,37025.168,.,.,.,.,.,29211.668,30558.087,31715.104,.,32488.796,.,.,.,31264.005,28786.687,31661.832,29793.622,96.00735,88.58995,6.15441,10.67144,6.339,5.1098,2.03812,8.27471,4.82341,1.17817,1.87689,8.16643,2.73212,3.82923,3.31844,1.54524,3.52768,5.62033,2.60127,10.78326,7.4174,2.58261,10.49,0,0,0,0,0,1,"D",.,"A","5","D","10","29","D",.,"A",.,"A",.,"A",,"A"
61852,.,"A",.,"A",.,"A",46,"D",35,"D","1","1","D","01","D",.,"A","2","D",15080,"D","12","D","11","D","1","D","1","D",3,"D","3","D",0,"D",,"A",1000,"D",0,"D",0,"D",0,"D",15980,"D",15080,"D",15448.604,0,"D",1154,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",15080,"D",40,"D",45,"D",.,"A",.,"A",.,"B",0,"D",348,"D",80,"D",522,"D",120,"D",.,"A","1","D",2,"D",0,"D",.,"A","13","D","4","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",-900,"D","01","01","D","2",.,"A","1","D","2","D","1","D","2","D","2","D",.,"A",.,"A","1","D","2","D","1",.,"A",100,"D","12","01","1997",200,"D","1","D",.,"A",2,"D","2","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",31847.595,32123.891,.,30798.377,29884.001,32543.67,.,.,34972.971,.,31214.43,.,.,28459.418,.,.,29336.359,34723.896,.,28025.741,.,30466.526,33427.212,.,.,.,37025.168,.,.,.,.,.,29211.668,30558.087,31715.104,.,32488.796,.,.,.,31264.005,28786.687,31661.832,29793.622,118.07999,74.07999,8.93,8.70999,15.7,7.62,7.07,6.19,0,0,0,0,0,0,1.82,2.49,2.05,0,0,13.5,44,0,0,0,0,0,0,4.04,1,"D",.,"A","5","D","10","29","D",.,"A",.,"A",.,"A",,"A"
61861,.,"A",.,"A",.,"A",49,"D",44,"D","1","1","D","01","D",.,"A","2","D",0,"D","11","D","10","D","1","D","1","D",2,"D","1","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",45907.307,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",40,"D",40,"D",.,"A",.,"A",.,"A",0,"D",261,"D",60,"D",304,"D",70,"D",.,"A","1","D",2,"D",0,"D",.,"A","05","D","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"B",0,"D",0,"D",0,"D","01","12","D","3",.,"A","1","D","2","D","1","D","3","D","2","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","16","03","1997",.,"A","1","D",.,"A",2,"D","1","D",2,.,"A",,"A",,"A",16,"D",52,"D",.,"A",100571.346,.,.,.,.,.,93309.606,106313.829,101439.68,.,92298.807,.,.,.,86607.729,94457.81,81567.426,98127.144,96132.43,.,89862.3,93556.441,86402.555,.,.,92908.239,.,86313.674,.,.,86268.908,.,.,87182.192,90351.185,.,86870.142,.,86620.98,95585.931,.,.,.,94216.472,98.19987,74.19995,4.19214,10.1582,3.56398,4.22907,1.88586,4.27651,4.93774,0,3.03587,3.94614,4.54607,2.42664,2.11281,0.91516,4.45933,3.94383,3.35131,12.21929,23.99992,0,0,0,0,0,0,0,1,"D",.,"A","0","D","10","22","D",.,"A",.,"A",.,"A",,"A"
61862,.,"A",.,"A",.,"A",49,"D",44,"D","1","1","D","01","D",.,"A","2","D",0,"D","11","D","10","D","1","D","1","D",2,"D","1","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",45907.307,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",40,"D",40,"D",.,"A",.,"A",.,"A",0,"D",261,"D",60,"D",304,"D",70,"D",.,"A","1","D",2,"D",0,"D",.,"A","05","D","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"B",0,"D",0,"D",0,"D","01","12","D","3",.,"A","1","D","2","D","1","D","3","D","2","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","23","03","1997",.,"A","1","D",.,"A",2,"D","2","D",2,.,"A",,"A",,"A",16,"D",52,"D",.,"A",100571.346,.,.,.,.,.,93309.606,106313.829,101439.68,.,92298.807,.,.,.,86607.729,94457.81,81567.426,98127.144,96132.43,.,89862.3,93556.441,86402.555,.,.,92908.239,.,86313.674,.,.,86268.908,.,.,87182.192,90351.185,.,86870.142,.,86620.98,95585.931,.,.,.,94216.472,98.1999,74.19998,3.94509,11.89193,0,0,4.61828,8.37634,6.57017,0,1.10207,2.24756,2.76569,2.39956,1.40092,3.93017,3.45584,3.91259,1.89298,15.69079,23.99992,0,0,0,0,0,0,0,1,"D",.,"A","0","D","10","22","D",.,"A",.,"A",.,"A",,"A"
61871,100,"D",.,"A",20,"D",60,"D",.,"D","1","4","D","01","D",.,"A","1","D",25000,"D","13","D",,"A","1","D",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",3713,"D",0,"D",19311,"D",25000,"D",21084.046,0,"D",1913,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",1856,"D",0,"D",25000,"D",60,"D",.,"A",0.4294282,"D",.,"A",.,"A",0,"D",109,"D",25,"D",130,"D",30,"D",.,"A","5","D",1,"D",0,"D",108,"D",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",5689,"D","01","10","D","2",.,"A",,"A","2","D","1","D","4","D","1","D",.,"A",.,"A","1","D",,"A","1",.,"A",.,"A","11","02","1997",.,"A",,"A",.,"A",.,"A","1","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",.,.,41913.749,.,.,43584.427,43522.064,40173.766,.,39642.925,38846.645,41971.162,41859.167,41240.697,.,.,.,41762.167,.,45053.538,34804.226,41727.763,.,.,.,.,.,42234.39,.,.,.,45354.357,38783.384,.,44860.329,.,42341.975,49661.781,.,41517.576,39345.34,.,.,40414.649,92.21,39.93,1.65,8.02,0,0,3.99,0,0,0,0.83,8.17,1.78,1.07,2.18,1.89,0,2.18,0,8.17,52.28,53.47,0,0,9.47,0,0,5.79,1,"D",.,"A","0","D","05","41","D",.,"A",.,"A",.,"A","2","D"
61872,100,"D",.,"A",20,"D",60,"D",.,"D","1","4","D","01","D",.,"A","1","D",25000,"D","13","D",,"A","1","D",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",3713,"D",0,"D",19311,"D",25000,"D",21084.046,0,"D",1913,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",1856,"D",0,"D",25000,"D",60,"D",.,"A",0.4296837,"D",.,"A",.,"A",0,"D",109,"D",25,"D",130,"D",30,"D",.,"A","5","D",1,"D",0,"D",108,"D",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",5689,"D","01","10","D","2",.,"A",,"A","2","D","1","D","4","D","1","D",.,"A",.,"A","1","D",,"A","1",.,"A",.,"A","18","02","1997",.,"A",,"A",.,"A",.,"A","2","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",.,.,41913.749,.,.,43584.427,43522.064,40173.766,.,39642.925,38846.645,41971.162,41859.167,41240.697,.,.,.,41762.167,.,45053.538,34804.226,41727.763,.,.,.,.,.,42234.39,.,.,.,45354.357,38783.384,.,44860.329,.,42341.975,49661.781,.,41517.576,39345.34,.,.,40414.649,58.59,25.62,4.07,4.11,0,0.91,0.99,0,1.91,0,1.45,0,3.35,0.18,2.97,0,5.68,0,0,0,32.97,34.73,0,0,0,0,0,0,1,"D",.,"A","0","D","05","41","D",.,"A",.,"A",.,"A","2","D"
61881,3000,"D",.,"A",.,"A",31,"D",.,"D","1","1","D","01","D",.,"A","1","D",24024,"D","14","D",,"A","1","D",,"A",3,"D","9","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",63861,"D",67166,"D",24245.294,2000,"D",1838,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",20724,"D",0,"D",0,"D",24024,"D",42,"D",.,"A",0.8357421,"D",.,"A",781,"D",0,"D",565,"D",130,"D",565,"D",130,"D",.,"A","5","D",1,"D",43142,"D",35,"D",,"A","1","D",,"A",.,"A",0,"D",.,"A",.,"A",21637,"D",0,"D",1,"D",3305,"D","01","13","D","2",.,"A",,"A","2","D","1","D","3","D","1","D",.,"A",.,"A","1","D",,"A","1",.,"A",1089,"D","27","01","1997",1394,"D","1","D",.,"A",3,"D","1","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",52545.425,57551.349,47758.129,38596.963,.,46858.284,48906.407,43650.533,.,.,53786.265,.,51669.036,.,.,46785.307,.,.,40571.111,57294.64,.,52319.916,.,52325.849,49439.917,.,.,.,39684.642,.,.,.,.,.,45964.103,43090.801,56279.505,.,51990.606,.,.,.,37434.698,51197.531,181.14,110.47,0,3.38,4.4,4.59,5.86,0,0,1.98,2.79,27.35,4.04,3.69,1.61,0,6.45,23.43,1.39,19.51,70.67,0,3.68,0,0,0,3.37,10.45,1,"D",.,"A","0","D","08","21","D",.,"A",.,"A",.,"A","2","D"
61882,3000,"D",.,"A",.,"A",31,"D",.,"D","1","1","D","01","D",.,"A","1","D",24024,"D","14","D",,"A","1","D",,"A",3,"D","9","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",63861,"D",67166,"D",28585.697,2000,"D",1838,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",20724,"D",0,"D",0,"D",24024,"D",42,"D",.,"A",0.8354483,"D",.,"A",781,"D",0,"D",565,"D",130,"D",565,"D",130,"D",.,"A","5","D",1,"D",43142,"D",35,"D",,"A","1","D",,"A",.,"A",0,"D",.,"A",.,"A",21637,"D",0,"D",1,"D",3305,"D","01","13","D","2",.,"A",,"A","2","D","1","D","3","D","1","D",.,"A",.,"A","1","D",,"A","1",.,"A",1089,"D","03","02","1997",1394,"D","1","D",.,"A",3,"D","2","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",61952.13,67854.217,56307.811,45506.608,.,55246.875,57661.653,51464.87,.,.,63415.106,.,60918.85,.,.,55160.833,.,.,47834.169,67551.551,.,61686.251,.,61693.246,58290.672,.,.,.,46789.004,.,.,.,.,.,54192.617,50804.935,66354.687,.,61297.987,.,.,.,44136.275,60362.936,229.72999,146.62999,22.16,13.49,6.29,0,1.8,0,27.51,0,3.7,6.88,9.23775,4.5203,2.97882,10.84313,0,15.76999,0,21.45,83.1,6.35999,0,0,0,8,0,103.74,1,"D",.,"A","0","D","08","21","D",.,"A",.,"A",.,"A","2","D"
61891,.,"B",.,"A",.,"B",49,"D",49,"D","1","2","D","01","D",.,"A","1","D",50000,"D","16","D","14","D","1","D",,"A",3,"D","3","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",50000,"D",50000,"D",38856.887,0,"D",3825,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",50000,"D",40,"D",.,"A",0.7217059,"D",.,"A",.,"A",0,"D",522,"D",120,"D",652,"D",150,"D",.,"A","1","D",1,"D",0,"D",300,"D",,"A","1","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",0,"D","01","03","D","2",.,"A","1","D","2","D","1","D","2","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","14","03","1997",.,"A","1","D",.,"A",5,"D","1","D",2,.,"A",,"A","2","D",52,"D",0,"D",.,"A",.,.,.,.,.,82823.249,.,.,.,85899.344,77683.051,.,82258.483,.,80291.168,76422.549,.,87267.4,72162.189,.,.,83268.951,.,76754.331,.,.,85781.131,74627.15,94104.337,.,76127.826,71261.935,70977.566,78149.103,80263.154,.,.,.,75241.004,.,80109.065,74615.596,80699.731,.,113.76999,19.36999,3.16,4.59999,0,0,0,0,0,1.15,0,3.44,0,3.45,2.85,0,0,0,0.72,0,94.4,16.9,0,0,25.31,39.99,0,89.6,1,"D",.,"A","5","D","08","39","D",.,"A",.,"A",.,"A","2","D"
61892,.,"B",.,"A",.,"B",49,"D",49,"D","1","2","D","01","D",.,"A","1","D",50000,"D","16","D","14","D","1","D",,"A",3,"D","3","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",50000,"D",50000,"D",38856.887,0,"D",3825,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",50000,"D",40,"D",.,"A",0.7221768,"D",.,"A",.,"A",0,"D",522,"D",120,"D",652,"D",150,"D",.,"A","1","D",1,"D",0,"D",300,"D",,"A","1","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",0,"D","01","03","D","2",.,"A","1","D","2","D","1","D","2","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","21","03","1997",.,"A","1","D",.,"A",5,"D","2","D",2,.,"A",,"A","2","D",52,"D",0,"D",.,"A",.,.,.,.,.,82823.249,.,.,.,85899.344,77683.051,.,82258.483,.,80291.168,76422.549,.,87267.4,72162.189,.,.,83268.951,.,76754.331,.,.,85781.131,74627.15,94104.337,.,76127.826,71261.935,70977.566,78149.103,80263.154,.,.,.,75241.004,.,80109.065,74615.596,80699.731,.,190.57999,53.51999,0,12.97,5.56,0,0,0,0,0,0,5.18,1.15,3.53966,4.42,0,9.84999,6.66326,0,4.18708,137.06,0,0,0,26.29,0,0,33.83,1,"D",.,"A","5","D","08","39","D",.,"A",.,"A",.,"A","2","D"
61901,.,"A",.,"A",.,"A",55,"D",58,"D","1","4","D","01","D",.,"A","7","D",62000,"D","11","D","11","D",,"A",,"A",4,"D","4","D",0,"D","2","D",.,"A",0,"D",6223,"D",0,"D",79533,"D",87000,"D",22604.094,0,"D",4744,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",1244,"D",0,"D",62000,"D",.,"A",.,"A",0.9111085,"D",.,"A",.,"A",0,"D",413,"D",95,"D",544,"D",125,"D",.,"A","1","D",2,"D",25000,"D",.,"A",,"A","4","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",7467,"D","01",,"A","2",.,"A","1","D","2","D","1","D","4","D","1","D",.,"A",.,"A","2","D","1","D","1",.,"A",.,"A","25","03","1997",.,"A",,"A",.,"A",2,"D","1","D",1,.,"A","1","D","1","D",0,"D",0,"D",25000,"D",53677.308,.,41959.352,.,48920.445,43395.546,.,.,.,39219.283,.,.,.,.,.,44498.877,41145.152,50193.726,.,44559.528,.,.,.,47037.493,52463.263,53744.643,46901.494,44018.42,.,54408.313,59260.667,29075.382,.,.,45825.413,.,41085.335,.,.,48147.39,.,.,38847.887,49355.415,23.97,21.97,0,2.1,0,0,0,8.1,0,0,0,0,3.98,0,0,0,0,7.79,0,0,2,0,8.58,0,0,52,0,3.21,1,"D",.,"A","7","D","09","06","D",.,"A",.,"A",.,"A","2","D"
61911,.,"A",.,"A",.,"A",21,"D",.,"D","1","4","D","01","D",.,"A","1","D",0,"D","12","D",,"A","1","D",,"A",2,"D","7","D",0,"D",,"A",.,"B",0,"D",0,"D",0,"D",0,"D",0,"D",48253.594,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",40,"D",.,"A",.,"A",.,"A",.,"A",0,"D",174,"D",40,"D",174,"D",40,"D",.,"A","3","D",1,"D",0,"D",.,"A",,"A","3","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",0,"D","01","10","D","1",.,"A",,"A","2","D","2","D","1","D","2","D",.,"A",.,"A","2","D",,"A","1",.,"A",.,"B","28","02","1997",.,"A",,"A",.,"A",1,"D","1","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",.,.,149041.014,.,84574.854,105307.294,.,74136.545,95840.475,.,.,89873.199,.,82509.771,.,.,80352.007,90210.942,80144.794,.,184816.276,77723.386,77732.457,142738.445,83383.786,.,.,.,90115.172,.,100116.173,100503.16,127425.56,.,.,.,.,.,190101.873,.,.,.,78430.444,86315.589,9.67,9.67,0,1.38,0,2.12,0,3.62,0,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"D",.,"A","1","D","10","34","D",.,"A",.,"A",.,"A",,"A"
