INC_RNKM,INC_RNK5,INC_RNK4,INC_RNK3,INC_RNK2,INC_RNK1,INC_RANK,NEWID,AGE_REF,AGE_REF_,AGE2,AGE2_,BLS_URBN,CUTENURE,CUTE_URE,DESCRIP,DESCRIP_,EARNCOMP,EARN_OMP,EDUC_REF,EDUC0REF,EDUCA2,EDUCA2_,EMPLTYP1,EMPL_YP1,EMPLTYP2,EMPL_YP2,FAM_SIZE,FAM__IZE,FAM_TYPE,FAM__YPE,FGVX,FGVX_,FINCBEFX,FINC_EFX,FINLWT21,FIRAX,FIRAX_,FJSSDEDX,FJSS_EDX,FPVTX,FPVTX_,FREEMLX,FREEMLX_,FRRX,FRRX_,FS_MTHI,FS_MTHI_,FSS_RRX,FSS_RRX_,FSUPPX,FSUPPX_,FWAGEX,FWAGEX_,HRSPRWK1,HRSP_WK1,HRSPRWK2,HRSP_WK2,JFS_AMT,JFS_AMT_,JGRCFDMV,JGRC_DMV,JGRCFDWK,JGRC_DWK,JGROCYMV,JGRO_YMV,JGROCYWK,JGRO_YWK,LUMPX,LUMPX_,MARITAL1,MARI_AL1,NO_EARNR,NO_E_RNR,OCCEXPNX,OCCE_PNX,OCCULIS2,OCCU_IS2,OTHINX,OTHINX_,OTHRECX,OTHRECX_,PERSLT18,PERS_T18,PERSOT64,PERS_T64,OCCULIS1,OCCU_IS1,POPSIZE,RACE2,RACE2_,REC_FS,REC_FS_,REF_RACE,REF__ACE,REGION,SEX_REF,SEX_REF_,SEX2,SEX2_,SMSASTAT,STRTMNTH,STRTYEAR,TYPOWND,TYPOWND_,VEHQ,VEHQ_,WEEKI,WEEKI_,WEEKN,WELFRX,WELFRX_,WHYNWRK1,WHYN_RK1,WHYNWRK2,WHYN_RK2,WK_WRKD1,WK_W_KD1,WK_WRKD2,WK_W_KD2,WTREP01,WTREP02,WTREP03,WTREP04,WTREP05,WTREP06,WTREP07,WTREP08,WTREP09,WTREP10,WTREP11,WTREP12,WTREP13,WTREP14,WTREP15,WTREP16,WTREP17,WTREP18,WTREP19,WTREP20,WTREP21,WTREP22,WTREP23,WTREP24,WTREP25,WTREP26,WTREP27,WTREP28,WTREP29,WTREP30,WTREP31,WTREP32,WTREP33,WTREP34,WTREP35,WTREP36,WTREP37,WTREP38,WTREP39,WTREP40,WTREP41,WTREP42,WTREP43,WTREP44,FOODTOT,FOODHOME,CEREAL,BAKEPROD,BEEF,PORK,OTHMEAT,POULTRY,SEAFOOD,EGGS,MILKPROD,OTHDAIRY,FRSHFRUT,FRSHVEG,PROCFRUT,PROCVEG,SWEETS,NONALBEV,OILS,MISCFOOD,FOODAWAY,ALCBEV,SMOKSUPP,PET_FOOD,PERSPROD,PERSSERV,DRUGSUPP,HOUSKEEP,HH_CU_Q,HH_CU_Q_,HHID,HHID_,CHILDAGE,CHIL_AGE,INCLASS,STATE,INC__ANK,CUID,HORREF1,HORREF1_,HORREF2,HORREF2_,FGVXM,FGVXM_,FINCBEFM,FINC_EFM,FINCBEF1,FINCBEF2,FINCBEF3,FINCBEF4,FINCBEF5,FINCBEFI,FJSSDEDM,FJSS_EDM,FJSSDED1,FJSSDED2,FJSSDED3,FJSSDED4,FJSSDED5,FPVTXM,FPVTXM_,FRRXM,FRRXM_,FS_AMTXM,FS_A_TXM,FS_AMTX1,FS_AMTX2,FS_AMTX3,FS_AMTX4,FS_AMTX5,FS_AMTXI,FSS_RRXM,FSS__RXM,FSS_RRX1,FSS_RRX2,FSS_RRX3,FSS_RRX4,FSS_RRX5,FSS_RRXI,FSUPPXM,FSUPPXM_,FSUPPX1,FSUPPX2,FSUPPX3,FSUPPX4,FSUPPX5,FSUPPXI,FWAGEXM,FWAGEXM_,FWAGEX1,FWAGEX2,FWAGEX3,FWAGEX4,FWAGEX5,FWAGEXI,INC__NKM,JFS_AMTM,JFS__MTM,JFS_AMT1,JFS_AMT2,JFS_AMT3,JFS_AMT4,JFS_AMT5,OTHINXM,OTHINXM_,OTHINX1,OTHINX2,OTHINX3,OTHINX4,OTHINX5,OTHINXI,WELFRXM,WELFRXM_,WELFRX1,WELFRX2,WELFRX3,WELFRX4,WELFRX5,WELFRXI,PICKCODE,LUMPB,LUMPB_,LUMPBX,LUMPBX_,OTHINB,OTHINB_,OTHINBX,OTHINBX_,WELFRB,WELFRB_,WELFRBX,WELFRBX_,PSU,HIGH_EDU,FSMPFRMX,FSMP_RMX,FSMPFRX1,FSMPFRX2,FSMPFRX3,FSMPFRX4,FSMPFRX5,FSMPFRXI,FSMPFRXM,INTRDVB,INTRDVB_,INTRDVBX,INTR_VBX,INTRDVX,INTRDVX_,INTRDVX1,INTRDVX2,INTRDVX3,INTRDVX4,INTRDVX5,INTRDVXI,INTRDVXM,NETRENTB,NETR_NTB,NETRENTX,NETR_NTX,NETRNTBX,NETR_TBX,NETRENT1,NETRENT2,NETRENT3,NETRENT4,NETRENT5,NETRENTI,NETRENTM,OTHREGB,OTHREGB_,OTHREGBX,OTHR_GBX,OTHREGX,OTHREGX_,OTHREGX1,OTHREGX2,OTHREGX3,OTHREGX4,OTHREGX5,OTHREGXI,OTHREGXM,RETSRVBX,RETS_VBX,RETSURVB,RETS_RVB,RETSURVX,RETS_RVX,RETSURV1,RETSURV2,RETSURV3,RETSURV4,RETSURV5,RETSURVI,RETSURVM,ROYESTB,ROYESTB_,ROYESTBX,ROYE_TBX,ROYESTX,ROYESTX_,ROYESTX1,ROYESTX2,ROYESTX3,ROYESTX4,ROYESTX5,ROYESTXI,ROYESTXM,FSMP_RXM,INTR_VXM,NETR_NTM,OTHR_GXM,RETS_RVM,ROYE_TXM,DIVISION,REFGEN,HISP_REF,HISP2
0.6957064,0.6883997,0.6906969,0.6995294,0.6835349,0.6947371,0.7499656,03732041,56,D,55,D,1,1,D,01,D,2,D,15,D,14,D,1,D,3,D,2,D,1,D,0,D,86000,D,53240.860,0,D,6656,D,8375,D,,A,0,D,,A,0,D,0,D,87000,D,45,D,39,D,0,D,500,D,115,D,652,D,150,D,,A,1,,2,D,,A,01,D,,A,0,D,0,D,0,D,03,D,3,1,,2,D,1,D,3,1,D,2,,1,07,2017,1,D,4,D,1,D,2,,A,,A,,A,52,D,52,D,,85899.401,,106688.158,,,,86920.265,98470.514,86431.981,115633.308,115510.861,,134580.380,107567.691,121523.618,,,87556.766,,125930.562,,,101115.802,98750.358,,116446.457,101365.027,,93591.768,,108420.766,90292.987,,,,92109.612,,,,,,87968.664,96300.735,143.53762,105.40000,0.00000,17.80689,0.00000,11.15257,4.33412,0.00000,0.00000,0.00000,0.00000,4.44238,0.00000,8.14361,0.00000,8.04971,2.88220,11.97470,8.70212,27.91170,38.13762,10.23238,0.00000,0.00000,0.00000,0.00000,12.90000,0.00000,1,D,,A,0,D,09,45,D,373204,,A,,A,0,D,86000.0,D,86000,86000,86000,86000,86000,100,0.0,D,0,0,0,0,0,8375,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,87000.0,D,87000,87000,87000,87000,87000,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,15,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,-1000,D,,A,-1000,-1000,-1000,-1000,-1000,100,-1000,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,D,A,A,A,5,3,2,2
0.6952967,0.6879899,0.6902871,0.6991196,0.6831252,0.6943273,0.7492825,03732042,56,D,55,D,1,1,D,01,D,2,D,15,D,14,D,1,D,3,D,2,D,1,D,0,D,86000,D,53240.860,0,D,6656,D,8375,D,,A,0,D,,A,0,D,0,D,87000,D,45,D,39,D,0,D,500,D,115,D,652,D,150,D,,A,1,,2,D,,A,01,D,,A,0,D,0,D,0,D,03,D,3,1,,2,D,1,D,3,1,D,2,,1,07,2017,1,D,4,D,2,D,2,,A,,A,,A,52,D,52,D,,85899.401,,106688.158,,,,86920.265,98470.514,86431.981,115633.308,115510.861,,134580.380,107567.691,121523.618,,,87556.766,,125930.562,,,101115.802,98750.358,,116446.457,101365.027,,93591.768,,108420.766,90292.987,,,,92109.612,,,,,,87968.664,96300.735,62.37000,26.28000,0.00000,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.65890,5.28000,3.16000,0.00000,0.00000,3.00000,2.44945,2.68000,0.81165,4.24000,36.09000,12.31000,0.00000,0.00000,9.62000,0.00000,1.00000,25.91000,1,D,,A,0,D,09,45,D,373204,,A,,A,0,D,86000.0,D,86000,86000,86000,86000,86000,100,0.0,D,0,0,0,0,0,8375,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,87000.0,D,87000,87000,87000,87000,87000,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,15,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,-1000,D,,A,-1000,-1000,-1000,-1000,-1000,100,-1000,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,D,A,A,A,5,3,2,2
0.6122456,0.7639982,0.6939610,0.5694448,0.5181437,0.3607499,0.0455188,03732051,55,D,,A,1,1,D,05,D,1,D,14,D,,A,1,D,,A,1,D,8,D,0,D,0,D,37249.100,0,D,0,D,0,D,,A,0,D,,A,0,D,0,D,0,D,8,D,,A,0,D,196,D,45,D,217,D,50,D,,A,2,,1,D,,A,,A,,A,0,D,0,D,0,D,10,D,3,,A,2,D,1,D,3,1,D,,A,1,07,2017,1,D,2,D,1,D,2,,A,,A,,A,52,D,,A,79065.998,,72391.819,,74048.170,79952.924,61101.859,,,,,,88793.102,,,,81250.008,85927.017,,78962.209,,69590.748,73798.677,,,74406.908,,,86372.620,,86177.996,,,68761.856,65258.845,70914.280,,79800.042,75164.733,75108.210,68495.063,63054.233,,,51.40000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,51.40000,12.08000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,D,,A,0,D,09,37,A,373205,,A,,A,0,D,70002.8,D,38297,56790,62186,87741,105000,201,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,70002.8,D,38297,56790,62186,87741,105000,201,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,14,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,5,3,2,
0.6183053,0.5266837,0.6399700,0.7636877,0.1212344,0.7620785,0.0698306,03732052,55,D,,A,1,1,D,05,D,1,D,14,D,,A,1,D,,A,1,D,8,D,0,D,0,D,37249.100,0,D,0,D,0,D,,A,0,D,,A,0,D,0,D,0,D,8,D,,A,0,D,196,D,45,D,217,D,50,D,,A,2,,1,D,,A,,A,,A,0,D,0,D,0,D,10,D,3,,A,2,D,1,D,3,1,D,,A,1,07,2017,1,D,2,D,2,D,2,,A,,A,,A,52,D,,A,79065.998,,72391.819,,74048.170,79952.924,61101.859,,,,,,88793.102,,,,81250.008,85927.017,,78962.209,,69590.748,73798.677,,,74406.908,,,86372.620,,86177.996,,,68761.856,65258.845,70914.280,,79800.042,75164.733,75108.210,68495.063,63054.233,,,48.45000,8.15000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.08000,0.00000,4.07000,40.30000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,D,,A,0,D,09,37,A,373205,,A,,A,0,D,71426.8,D,103102,15740,103485,76824,57983,201,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,71426.8,D,103102,15740,103485,76824,57983,201,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,14,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,5,3,2,
0.3815267,0.3839562,0.3863546,0.3959939,0.3845545,0.3943925,0.4851107,03732061,47,D,,A,1,4,D,01,D,1,D,12,D,,A,1,D,,A,2,D,7,D,0,D,41120,D,67834.929,0,D,2907,D,1140,D,,A,0,D,,A,0,D,0,D,38000,D,40,D,,A,0,D,522,D,120,D,522,D,120,D,,A,5,,1,D,105,D,,A,,A,0,D,1,D,0,D,03,D,2,,A,2,D,2,D,3,2,D,,A,1,07,2017,,A,1,D,1,D,2,,A,,A,,A,52,D,,A,,,155312.926,159835.353,152576.686,161376.772,108287.686,,134232.536,151632.494,102236.308,,,117377.924,,176118.932,,,183950.514,121662.482,,159362.274,125967.489,,123391.141,,132884.020,143018.784,,,,125431.053,,,,,,161262.515,196431.520,128102.566,,130738.012,,,75.54000,9.58000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.25000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.33000,0.00000,0.00000,65.96000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.26000,1,D,,A,5,D,07,12,D,373206,,A,,A,0,D,41120.0,D,41120,41120,41120,41120,41120,100,0.0,D,0,0,0,0,0,1140,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,38000.0,D,38000,38000,38000,38000,38000,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S35D,12,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,3120,D,3120,3120,3120,3120,3120,100,3120,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,D,A,A,5,4,2,
0.3820488,0.3844783,0.3868767,0.3965160,0.3850766,0.3949146,0.4856328,03732062,47,D,,A,1,4,D,01,D,1,D,12,D,,A,1,D,,A,2,D,7,D,0,D,41120,D,67834.929,0,D,2907,D,1140,D,,A,0,D,,A,0,D,0,D,38000,D,40,D,,A,0,D,522,D,120,D,522,D,120,D,,A,5,,1,D,105,D,,A,,A,0,D,1,D,0,D,03,D,2,,A,2,D,2,D,3,2,D,,A,1,07,2017,,A,1,D,2,D,2,,A,,A,,A,52,D,,A,,,155312.926,159835.353,152576.686,161376.772,108287.686,,134232.536,151632.494,102236.308,,,117377.924,,176118.932,,,183950.514,121662.482,,159362.274,125967.489,,123391.141,,132884.020,143018.784,,,,125431.053,,,,,,161262.515,196431.520,128102.566,,130738.012,,,225.48999,101.42999,6.50000,3.89000,13.74999,7.99000,0.00000,0.00000,0.00000,0.00000,0.00000,18.76000,8.00000,0.00000,1.98000,1.69000,4.98000,14.96000,0.00000,18.93000,124.06000,0.00000,0.00000,0.00000,11.43000,21.40000,17.43000,11.73000,1,D,,A,5,D,07,12,D,373206,,A,,A,0,D,41120.0,D,41120,41120,41120,41120,41120,100,0.0,D,0,0,0,0,0,1140,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,38000.0,D,38000,38000,38000,38000,38000,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S35D,12,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,3120,D,3120,3120,3120,3120,3120,100,3120,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,D,A,A,5,4,2,
0.6306698,0.6249111,0.6235179,0.6355685,0.6186027,0.6323396,0.6891470,03732091,64,D,69,D,1,2,D,01,D,1,D,12,D,12,D,1,D,,A,2,D,1,D,0,D,73936,D,43217.909,5000,D,405,D,0,D,,A,0,D,,A,36240,D,0,D,5300,D,15,D,,A,0,D,283,D,65,D,326,D,75,D,,A,1,,1,D,,A,,A,,A,0,D,0,D,1,D,04,D,2,1,,2,D,1,D,2,2,D,1,,1,07,2017,1,D,4,D,1,D,2,,A,,A,1,D,6,D,0,D,63239.868,,,,117655.458,105476.806,,70524.783,,62119.641,97895.840,,,129894.817,,,122243.330,,69879.869,,,119195.288,95139.104,62480.126,,66814.931,93692.068,68485.419,63820.211,60320.105,,,,122287.709,,70364.155,94154.239,57979.789,,,,,,121377.365,173.03000,115.17000,18.06000,9.91000,0.00000,4.48000,2.39000,0.00000,0.00000,0.00000,3.48000,17.92000,7.29000,8.42000,0.00000,1.38000,0.00000,10.73000,21.04000,10.07000,57.86000,19.29000,0.00000,0.00000,0.00000,0.00000,1.99000,16.89000,1,D,,A,0,D,09,39,D,373209,,A,,A,0,D,73979.2,D,74050,73954,74006,73913,73973,301,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,36240.0,D,36240,36240,36240,36240,36240,100,0.0,D,0,0,0,0,0,100,5300.0,D,5300,5300,5300,5300,5300,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,12,0,D,0,0,0,0,0,100,0,05,D,4132,D,,C,4246,4150,4202,4109,4169,301,4175,,A,,A,,A,,,,,,100,,,A,,A,16924,D,16924,16924,16924,16924,16924,100,16924,,A,,A,11340,D,11340,11340,11340,11340,11340,100,11340,,A,,A,,A,,,,,,100,,D,D,A,D,D,A,3,3,2,2
0.6319802,0.6243442,0.6290001,0.6342402,0.6227412,0.6312903,0.6894796,03732092,64,D,69,D,1,2,D,01,D,1,D,12,D,12,D,1,D,,A,2,D,1,D,0,D,73936,D,43217.909,5000,D,405,D,0,D,,A,0,D,,A,36240,D,0,D,5300,D,15,D,,A,0,D,283,D,65,D,326,D,75,D,,A,1,,1,D,,A,,A,,A,0,D,0,D,1,D,04,D,2,1,,2,D,1,D,2,2,D,1,,1,07,2017,1,D,4,D,2,D,2,,A,,A,1,D,6,D,0,D,63239.868,,,,117655.458,105476.806,,70524.783,,62119.641,97895.840,,,129894.817,,,122243.330,,69879.869,,,119195.288,95139.104,62480.126,,66814.931,93692.068,68485.419,63820.211,60320.105,,,,122287.709,,70364.155,94154.239,57979.789,,,,,,121377.365,53.59000,27.81000,0.00000,1.09000,0.00000,7.98000,0.00000,0.00000,0.00000,0.59000,0.00000,0.00000,1.67000,4.34000,0.00000,2.00000,0.00000,5.36000,0.00000,4.78000,25.78000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,D,,A,0,D,09,39,D,373209,,A,,A,0,D,74219.8,D,73876,74570,73949,74778,73926,301,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,36240.0,D,36240,36240,36240,36240,36240,100,0.0,D,0,0,0,0,0,100,5300.0,D,5300,5300,5300,5300,5300,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,12,0,D,0,0,0,0,0,100,0,05,D,4132,D,,C,4072,4766,4145,4974,4122,301,4416,,A,,A,,A,,,,,,100,,,A,,A,16924,D,16924,16924,16924,16924,16924,100,16924,,A,,A,11340,D,11340,11340,11340,11340,11340,100,11340,,A,,A,,A,,,,,,100,,D,D,A,D,D,A,3,3,2,2
0.6372774,0.6191588,0.6633500,0.6303850,0.6432137,0.6171711,0.7107275,03732111,46,D,44,D,1,1,D,01,D,3,D,15,D,16,D,1,D,1,D,5,D,4,D,0,D,77056,D,47307.791,1800,D,5891,D,0,D,100,D,0,D,,A,0,D,0,D,77000,D,40,D,52,D,0,D,478,D,110,D,652,D,150,D,,A,1,,4,D,,A,04,D,,A,0,D,2,D,0,D,10,D,3,1,,2,D,1,D,4,1,D,2,,1,07,2017,1,D,4,D,1,D,2,,A,,A,,A,52,D,1,D,88457.919,74724.350,82234.182,122806.627,,67018.002,110267.959,102500.782,106612.750,134539.276,,,,100538.698,,104178.123,105894.160,96248.230,,,,,,111097.868,,,,96175.535,110816.630,,97151.759,,102883.653,123279.612,,,91465.097,,,88808.668,,85640.619,,,147.40000,98.27000,2.86000,2.46000,11.00000,5.75000,0.00000,0.00000,0.00000,0.00000,14.77000,0.00000,13.12000,7.54000,0.00000,0.00000,0.00000,40.77000,0.00000,0.00000,49.13000,0.00000,0.00000,0.00000,5.91000,15.90000,0.00000,32.27000,1,D,,A,6,D,09,49,D,373211,,A,,A,0,D,75296.4,D,70711,78783,73074,81089,72825,304,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,75240.4,D,70655,78727,73018,81033,72769,304,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,16,0,D,0,0,0,0,0,100,0,,A,,A,56,D,56,56,56,56,56,100,56,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,D,A,A,A,A,8,4,2,2
0.6469469,0.6187947,0.6663912,0.6359326,0.6566653,0.6395260,0.7103634,03732112,46,D,44,D,1,1,D,01,D,3,D,15,D,16,D,1,D,1,D,5,D,4,D,0,D,77056,D,47307.791,1800,D,5891,D,0,D,100,D,0,D,,A,0,D,0,D,77000,D,40,D,52,D,0,D,478,D,110,D,652,D,150,D,,A,1,,4,D,,A,04,D,,A,0,D,2,D,0,D,10,D,3,1,,2,D,1,D,4,1,D,2,,1,07,2017,1,D,4,D,2,D,2,,A,,A,,A,52,D,1,D,88457.919,74724.350,82234.182,122806.627,,67018.002,110267.959,102500.782,106612.750,134539.276,,,,100538.698,,104178.123,105894.160,96248.230,,,,,,111097.868,,,,96175.535,110816.630,,97151.759,,102883.653,123279.612,,,91465.097,,,88808.668,,85640.619,,,174.39000,107.44000,16.64000,18.50000,11.70000,0.00000,0.00000,14.04000,0.00000,1.81000,8.20000,0.00000,4.85000,0.00000,0.00000,1.32000,8.93000,0.00000,0.00000,21.45000,66.95000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,39.65000,1,D,,A,6,D,09,49,D,373211,,A,,A,0,D,77089.8,D,75821,81066,74121,81668,72773,304,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,77033.8,D,75765,81010,74065,81612,72717,304,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,16,0,D,0,0,0,0,0,100,0,,A,,A,56,D,56,56,56,56,56,100,56,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,D,A,A,A,A,8,4,2,2
0.0445471,0.0526431,0.0468966,0.0541125,0.0509478,0.0548201,0.1783995,03732121,28,D,,A,1,4,D,01,D,1,D,13,D,,A,1,D,,A,2,D,7,D,0,D,8820,D,44182.625,0,D,551,D,0,D,,A,0,D,6,D,0,D,0,D,7200,D,52,D,,A,1620,D,317,D,73,D,326,D,75,D,,A,1,,1,D,,A,,A,,A,0,D,1,D,0,D,09,D,2,,A,1,D,1,D,1,2,D,,A,1,07,2017,,A,1,D,1,D,2,,A,,A,,A,26,D,,A,105668.892,,104966.710,,79093.625,99812.528,,,88318.023,,,88497.858,,88760.324,,,93054.228,101196.672,80775.767,,82536.895,95764.721,88074.775,85496.839,102574.155,,,,97282.824,,88363.105,92049.601,102999.038,,,,,,91091.709,,,,90483.707,86328.863,157.53000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,157.53000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.08000,1,D,,A,3,D,02,36,D,373212,,A,,A,0,D,8820.0,D,8820,8820,8820,8820,8820,100,0.0,D,0,0,0,0,0,0,D,0,D,270.0,D,270,270,270,270,270,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,7200.0,D,7200,7200,7200,7200,7200,100,D,1620.0,D,1620,1620,1620,1620,1620,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,13,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,2,5,2,
0.0448872,0.0529832,0.0472367,0.0544526,0.0512878,0.0551602,0.1787396,03732122,28,D,,A,1,4,D,01,D,1,D,13,D,,A,1,D,,A,2,D,7,D,0,D,8820,D,44182.625,0,D,551,D,0,D,,A,0,D,6,D,0,D,0,D,7200,D,52,D,,A,1620,D,317,D,73,D,326,D,75,D,,A,1,,1,D,,A,,A,,A,0,D,1,D,0,D,09,D,2,,A,1,D,1,D,1,2,D,,A,1,07,2017,,A,1,D,2,D,2,,A,,A,,A,26,D,,A,105668.892,,104966.710,,79093.625,99812.528,,,88318.023,,,88497.858,,88760.324,,,93054.228,101196.672,80775.767,,82536.895,95764.721,88074.775,85496.839,102574.155,,,,97282.824,,88363.105,92049.601,102999.038,,,,,,91091.709,,,,90483.707,86328.863,174.20001,121.15001,0.00000,8.94000,0.00000,0.00000,0.00000,0.00000,15.00000,2.55791,1.99768,4.99000,2.23463,5.16848,6.01688,4.91131,0.00000,23.14000,3.61312,42.58000,53.05000,10.77000,23.28000,0.00000,48.60000,0.00000,0.00000,6.78000,1,D,,A,3,D,02,36,D,373212,,A,,A,0,D,8820.0,D,8820,8820,8820,8820,8820,100,0.0,D,0,0,0,0,0,0,D,0,D,270.0,D,270,270,270,270,270,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,7200.0,D,7200,7200,7200,7200,7200,100,D,1620.0,D,1620,1620,1620,1620,1620,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,13,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,2,5,2,
