"NEWID","ADDFEDX","ADDFEDX_","ADDOTHX","ADDOTHX_","ADDSTAX","ADDSTAX_","AGE_REF","AGE_REF_","AGE2","AGE2_","BLS_URBN","CUTENURE","CUTE_URE","DESCRIP","DESCRIP_","DIVX","DIVX_","EARNCOMP","EARN_OMP","EARNX","EARNX_","EDUC_REF","EDUC0REF","EDUCA2","EDUCA2_","EMPLTYP1","EMPL_YP1","EMPLTYP2","EMPL_YP2","FAM_SIZE","FAM__IZE","FAM_TYPE","FAM__YPE","FBSNSX","FBSNSX_","FD_STMPS","FD_S_MPS","FEDREFX","FEDREFX_","FFARMX","FFARMX_","FFEDTXX","FFEDTXX_","FGVX","FGVX_","FINCAFTX","FINC_FTX","FINCBEFX","FINC_EFX","FINLWT21","FIRAX","FIRAX_","FJSSDEDX","FJSS_EDX","FPVTX","FPVTX_","FREEMLX","FREEMLX_","FRRX","FRRX_","FS_AMT1","FS_AMT1_","FS_AMT2","FS_AMT2_","FS_AMT3","FS_AMT3_","FS_AMT4","FS_AMT4_","FS_AMT5","FS_AMT5_","FS_AMT6","FS_AMT6_","FS_AMT7","FS_AMT7_","FS_DATE1","FS_D_TE1","FS_DATE2","FS_D_TE2","FS_DATE3","FS_D_TE3","FS_DATE4","FS_D_TE4","FS_DATE5","FS_D_TE5","FS_DATE6","FS_D_TE6","FS_DATE7","FS_D_TE7","FS_MTHI","FS_MTHI_","FSS_RRX","FSS_RRX_","FSTATXX","FSTATXX_","FSUPPX","FSUPPX_","FWAGEX","FWAGEX_","HRSPRWK1","HRSP_WK1","HRSPRWK2","HRSP_WK2","INC_RNKU","INC__NKU","INSREFX","INSREFX_","INTX","INTX_","JFS_AMT","JFS_AMT_","JGRCFDMV","JGRC_DMV","JGRCFDWK","JGRC_DWK","JGROCYMV","JGRO_YMV","JGROCYWK","JGRO_YWK","LUMPX","LUMPX_","MARITAL1","MARI_AL1","NO_EARNR","NO_E_RNR","NONERNX","NONERNX_","OCCEXPNX","OCCE_PNX","OCCULIS2","OCCU_IS2","ORIGIN1","ORIGIN1_","ORIGIN2","ORIGIN2_","OTHINX","OTHINX_","OTHRECX","OTHRECX_","OTHREFX","OTHREFX_","OTHRNTX","OTHRNTX_","PENSIONX","PENS_ONX","PERSLT18","PERS_T18","PERSOT64","PERS_T64","PERSTAX","PERSTAX_","PICK_UP","OCCULIS1","OCCU_IS1","POPSIZE","PTAXREFX","PTAX_EFX","RACE2","RACE2_","REC_FS","REC_FS_","REF_RACE","REF__ACE","REGION","REGION_","RESPSTAT","RESP_TAT","ROOMX","ROOMX_","SALEX","SALEX_","SEX_REF","SEX_REF_","SEX2","SEX2_","SMSASTAT","SSREFX","SSREFX_","STATREFX","STAT_EFX","STRTDAY","STRTMNTH","STRTYEAR","TAXPROPX","TAXP_OPX","TYPOWND","TYPOWND_","UNEMPX","UNEMPX_","VEHQ","VEHQ_","WEEKI","WEEKI_","WEEKN","WELFRX","WELFRX_","WHYNWRK1","WHYN_RK1","WHYNWRK2","WHYN_RK2","WK_WRKD1","WK_W_KD1","WK_WRKD2","WK_W_KD2","WRKRSX","WRKRSX_","WTREP01","WTREP02","WTREP03","WTREP04","WTREP05","WTREP06","WTREP07","WTREP08","WTREP09","WTREP10","WTREP11","WTREP12","WTREP13","WTREP14","WTREP15","WTREP16","WTREP17","WTREP18","WTREP19","WTREP20","WTREP21","WTREP22","WTREP23","WTREP24","WTREP25","WTREP26","WTREP27","WTREP28","WTREP29","WTREP30","WTREP31","WTREP32","WTREP33","WTREP34","WTREP35","WTREP36","WTREP37","WTREP38","WTREP39","WTREP40","WTREP41","WTREP42","WTREP43","WTREP44","FOODTOT","FOODHOME","CEREAL","BAKEPROD","BEEF","PORK","OTHMEAT","POULTRY","SEAFOOD","EGGS","MILKPROD","OTHDAIRY","FRSHFRUT","FRSHVEG","PROCFRUT","PROCVEG","SWEETS","NONALBEV","OILS","MISCFOOD","FOODAWAY","ALCBEV","SMOKSUPP","PET_FOOD","PERSPROD","PERSSERV","DRUGSUPP","HOUSKEEP","HH_CU_Q","HH_CU_Q_","HHID","HHID_","CHILDAGE","CHIL_AGE","INCLASS","STATE","STATE_","CHDOTHX","CHDOTHX_","ALIOTHX","ALIOTHX_","CHDLMPX","CHDLMPX_","POVERTY","POVERTY_"
126022,.,"A",.,"A",.,"A",49,"D",44,"D","1","1","D","01","D",.,"A","3","D",49000,"D","13","D","12","D","5","D","1","D",3,"D","4","D",0,"D",,"A",2000,"D",0,"D",1330,"D",0,"D",49200,"D",49100,"D",24748.942,2000,"D",3749,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",570,"D",0,"D",49000,"D",60,"D",35,"D",0.6764324,"D",.,"A",100,"D",0,"D",370,"D",85,"D",544,"D",125,"D",.,"A","1","D",3,"D",100,"D",48,"D","05","D","1","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",-100,"D","01","06","D","2",.,"A","1","D","2","D","1","D","4","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","19","01","1998",.,"A","1","D",.,"A",4,"D","2","D",2,.,"A",,"A",,"A",52,"D",45,"D",.,"A",.,47886.524,.,.,43780.423,53932.138,48032.395,.,47862.123,50834.623,60416.643,54966.407,52177.97,.,.,.,51188.814,.,46007.857,52756.978,64894.109,.,.,.,.,.,52991.592,.,.,.,50933.807,45569.951,.,45640.121,.,57746.525,50248.126,.,52166.231,53317.91,.,.,49053.585,.,259.06996,225.21997,3.66,14.69,22.61,22.93,15.68,15.15,26.72,0.51,1.62,25.17999,5.33,7.2,16.22,4.09,2.18,2.74,1.52,37.18998,33.84999,37.01,16.29999,0,3.02,0,4.77,3.22,1,"D",.,"A","7","D","07","08","D",.,"A",.,"A",.,"A","2","D"
126031,.,"A",.,"A",.,"A",35,"D",34,"D","1","1","D","01","D",.,"A","2","D",102000,"D","15","D","15","D","1","D","1","D",4,"D","3","D",0,"D",,"A",1100,"D",0,"D",31892,"T",0,"D",71358,"T",102150,"D",39634.704,0,"D",7803,"D",17183,"T",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",102000,"D",40,"D",40,"D",0.9350007,"D",.,"A",150,"D",0,"D",313,"D",72,"D",348,"D",80,"D",.,"A","1","D",2,"D",150,"D",80,"D","03","D","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",2,"D",0,"D",30792,"T","01","06","D","2",.,"A","1","D","2","D","1","D","3","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","09","02","1998",.,"A","1","D",.,"A",2,"D","1","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",74900.293,.,.,.,.,75536.546,86570.134,81238.983,.,71481.774,.,.,.,79532.33,97132.176,77495.61,69635.738,70396.424,.,75173.549,72642.057,80187.251,.,.,83521.417,.,75729.418,.,.,66268.513,.,.,90508.31,73733.805,.,83394.437,.,77070.888,79776.631,.,.,.,72212.013,.,169.69008,54.73998,0.69,7.16,0,0,2.86,0,3.12,0,4.65,1.59,0,0.48,0,0,9.11,9.57,2.22,13.28998,114.9501,58.88989,0,0,3.12997,25.95,0,14.30999,1,"D",.,"A","2","D","09","48","D",.,"A",.,"A",.,"A","2","D"
126032,.,"A",.,"A",.,"A",35,"D",34,"D","1","1","D","01","D",.,"A","2","D",102000,"D","15","D","15","D","1","D","1","D",4,"D","3","D",0,"D",,"A",1100,"D",0,"D",31892,"T",0,"D",71358,"T",102150,"D",39634.704,0,"D",7803,"D",17183,"T",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",102000,"D",40,"D",40,"D",0.935502,"D",.,"A",150,"D",0,"D",313,"D",72,"D",348,"D",80,"D",.,"A","1","D",2,"D",150,"D",80,"D","03","D","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",2,"D",0,"D",30792,"T","01","06","D","2",.,"A","1","D","2","D","1","D","3","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","16","02","1998",.,"A","1","D",.,"A",2,"D","2","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",74900.293,.,.,.,.,75536.546,86570.134,81238.983,.,71481.774,.,.,.,79532.33,97132.176,77495.61,69635.738,70396.424,.,75173.549,72642.057,80187.251,.,.,83521.417,.,75729.418,.,.,66268.513,.,.,90508.31,73733.805,.,83394.437,.,77070.888,79776.631,.,.,.,72212.013,.,148.42997,83.16995,6.52,12.34,15.6,2.66,1.04999,0,0,1.04999,4.65,2.96,0.83,0,0,2.89,3.3,0,3.39,25.92997,65.26002,8.06,0,0,0,0,6.34,22.85,1,"D",.,"A","2","D","09","48","D",.,"A",.,"A",.,"A","2","D"
126041,350,"D",.,"A",75,"D",35,"D",.,"D","1","4","D","01","D",.,"A","1","D",25000,"D","15","D",,"A","3","D",,"A",3,"D","7","D",0,"D",,"A",.,"A",0,"D",2125,"D",0,"D",26250,"D",29800,"D",52111.048,100,"D",1913,"D",1250,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",1000,"D",0,"D",25000,"D",40,"D",.,"A",0.4843138,"D",.,"A",.,"A",0,"D",304,"D",70,"D",435,"D",100,"D",.,"A","3","D",1,"D",4800,"D",354,"D",,"A","1","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",2,"D",0,"D",3550,"D","01","02","D","3",.,"A",,"A","2","D","1","D","3","D","1","D",.,"A",.,"A","2","D",,"A","1",.,"A",.,"A","05","02","1998",.,"A",,"A",.,"A",1,"D","1","D",2,.,"A",,"A",,"A",35,"D",.,"A",.,"A",.,108263.047,91160.233,115333.187,.,.,.,124035.402,.,89425.219,80010.481,96933.765,.,.,.,.,.,83009.17,.,.,.,100049.981,91739.809,.,98521.74,.,107223.958,103460.746,.,96644.027,129149.828,.,.,101196.16,.,110190.767,.,.,80846.129,128937.769,95373.428,.,134957.586,124887.44,144.49997,104.49997,2.7334,11.09348,9.31789,7.72796,4.72884,8.48536,0,1.2672,1.97749,7.26331,5.92894,2.59233,1.36654,6.80914,5.52499,4.28329,6.84188,16.55793,40,0,0,0,0,0,0,0,1,"D",.,"A","5","D","05","40","D",4800,"D",.,"A",.,"A","2","D"
126042,350,"D",.,"A",75,"D",35,"D",.,"D","1","4","D","01","D",.,"A","1","D",25000,"D","15","D",,"A","3","D",,"A",3,"D","7","D",0,"D",,"A",.,"A",0,"D",2125,"D",0,"D",26250,"D",29800,"D",52111.048,100,"D",1913,"D",1250,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",1000,"D",0,"D",25000,"D",40,"D",.,"A",0.4849729,"D",.,"A",.,"A",0,"D",304,"D",70,"D",435,"D",100,"D",.,"A","3","D",1,"D",4800,"D",354,"D",,"A","1","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",2,"D",0,"D",3550,"D","01","02","D","3",.,"A",,"A","2","D","1","D","3","D","1","D",.,"A",.,"A","2","D",,"A","1",.,"A",.,"A","12","02","1998",.,"A",,"A",.,"A",1,"D","2","D",2,.,"A",,"A",,"A",35,"D",.,"A",.,"A",.,108263.047,91160.233,115333.187,.,.,.,124035.402,.,89425.219,80010.481,96933.765,.,.,.,.,.,83009.17,.,.,.,100049.981,91739.809,.,98521.74,.,107223.958,103460.746,.,96644.027,129149.828,.,.,101196.16,.,110190.767,.,.,80846.129,128937.769,95373.428,.,134957.586,124887.44,180.62001,130.62001,6.70338,12.39262,7.06491,11.85461,2.6139,5.42356,10.666,1.52966,2.38707,2.81676,9.33762,6.26489,5.1269,7.33103,2.49212,9.73565,3.82782,23.05151,50,0,0,0,0,0,0,0,1,"D",.,"A","5","D","05","40","D",4800,"D",.,"A",.,"A","2","D"
126051,3000,"D",.,"A",.,"A",39,"D",39,"D","1","1","D","01","D",.,"A","2","D",78000,"D","13","D","16","D","1","D","5","D",3,"D","3","D",0,"D",,"A",.,"A",0,"D",3325,"D",0,"D",70320,"D",78000,"D",35041.504,0,"D",5967,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",1435,"D",0,"D",78000,"D",40,"D",55,"D",0.8669789,"D",.,"A",.,"A",0,"D",326,"D",75,"D",435,"D",100,"D",.,"A","1","D",2,"D",0,"D",.,"A","03","D","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",7680,"D","01","03","D","2",.,"A","1","D","2","D","1","D","2","D","1","D",.,"A",.,"A","2","D","1","D","1",.,"A",80,"D","20","02","1998",.,"A","1","D",.,"A",2,"D","1","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",.,.,.,.,.,65353.892,.,.,.,68140.094,72085.982,.,67812.887,.,66200.998,74641.876,.,67868.081,92546.562,.,.,86317.409,.,71065.079,.,.,70638.534,66450.682,64707.465,.,72700.577,77345.593,74044.178,67807.616,69645.22,.,.,.,71533.847,.,59297.093,74752.509,68963.267,.,173.03007,22.54999,2.8,3.17,0,0,0,0,0,1.06999,2.63,7.26,0.41,0,0,1.11,1.16,0,0,2.94,150.48008,83.2999,0,0,0,0,12.69,4.23,1,"D",.,"A","5","D","09","39","D",.,"A",.,"A",.,"A","2","D"
126052,3000,"D",.,"A",.,"A",39,"D",39,"D","1","1","D","01","D",.,"A","2","D",78000,"D","13","D","16","D","1","D","5","D",3,"D","3","D",0,"D",,"A",.,"A",0,"D",3325,"D",0,"D",70320,"D",78000,"D",35041.504,0,"D",5967,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",1435,"D",0,"D",78000,"D",40,"D",55,"D",0.8674221,"D",.,"A",.,"A",0,"D",326,"D",75,"D",435,"D",100,"D",.,"A","1","D",2,"D",0,"D",.,"A","03","D","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",7680,"D","01","03","D","2",.,"A","1","D","2","D","1","D","2","D","1","D",.,"A",.,"A","2","D","1","D","1",.,"A",80,"D","27","02","1998",.,"A","1","D",.,"A",2,"D","2","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",.,.,.,.,.,65353.892,.,.,.,68140.094,72085.982,.,67812.887,.,66200.998,74641.876,.,67868.081,92546.562,.,.,86317.409,.,71065.079,.,.,70638.534,66450.682,64707.465,.,72700.577,77345.593,74044.178,67807.616,69645.22,.,.,.,71533.847,.,59297.093,74752.509,68963.267,.,254.42747,176.68997,7.93,9.66999,8.98,6.33,12.68,16.86,0,2.12,0,17.80999,3.7,0,0,0,1.9,15.11,2.06,71.53999,77.7375,76.87249,0,3.47,0,0,0,0,1,"D",.,"A","5","D","09","39","D",.,"A",.,"A",.,"A","2","D"
126061,.,"A",.,"A",.,"A",25,"D",.,"D","1","4","D","01","D",.,"A","1","D",0,"D","15","D",,"A","1","D",,"A",2,"D","7","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",46065.911,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",40,"D",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",.,"A","5","D",1,"D",0,"D",.,"A",,"A","3","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",0,"D","03","03","D","2",.,"A",,"A","2","D","2","D","3","D","2","D",.,"A",.,"A","2","D",,"A","1",.,"A",.,"A","20","03","1998",.,"A",,"A",.,"A",.,"A","1","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",.,.,.,99533.136,.,77242.793,116993.895,96967.079,.,.,.,.,.,101617.168,.,.,.,85104.971,75179.484,.,83011.795,.,104918.837,85862.168,.,95189.19,81347.232,.,.,104336.15,.,93203.018,.,.,81228.516,70544.461,87719.487,.,84048.025,81863.486,69965.767,129419.229,113956.615,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"D",.,"A","1","D","10","12","D",.,"A",.,"A",.,"A",,"A"
126062,.,"A",.,"A",.,"A",25,"D",.,"D","1","3","D","01","D",.,"A","1","D",0,"D","15","D",,"A","1","D",,"A",2,"D","7","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",41020.366,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",40,"D",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",.,"A","5","D",1,"D",0,"D",.,"A",,"A","3","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",0,"D","03","03","D","2",.,"A",,"A","2","D","2","D","3","D","2","D",.,"A",.,"A","2","D",,"A","1",.,"A",.,"A","27","03","1998",.,"A","1","D",.,"A",.,"A","2","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",.,.,.,90826.934,.,66085.641,107078.937,80623.677,.,.,.,.,.,81365.693,.,.,.,76558.768,69105.131,.,72007.607,.,95126.07,75178.814,.,85287.972,69829.523,.,.,91740.33,.,78900.139,.,.,74677.021,67900.763,74625.739,.,80831.051,73590.476,72662.032,118278.202,96717.633,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"D",.,"A","1","D","10","12","D",.,"A",.,"A",.,"A",,"A"
126071,.,"A",.,"A",.,"A",29,"D",.,"D","1","4","D","01","D",.,"A","4","D",82400,"D","12","D",,"A","5","D",,"A",4,"D","9","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",82400,"D",82400,"D",29942.498,0,"D",6303,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",82400,"D",50,"D",.,"A",0.8780051,"D",.,"A",.,"A",0,"D",652,"D",150,"D",870,"D",200,"D",.,"A","5","D",4,"D",0,"D",.,"A",,"A","2","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D","01","01","D","2",.,"A",,"A","2","D","1","D","3","D","1","D",.,"A",.,"A","1","D",,"A","1",.,"A",.,"A","15","03","1998",.,"A",,"A",.,"A",.,"A","1","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",60765.308,.,61651.134,.,.,.,54806.683,64809.244,62322.851,52695.576,39776.397,.,52577.467,78302.842,58110.12,.,.,48558.827,.,58190.556,.,.,50256.07,.,.,65114.422,64391.231,.,51109.076,.,66250.449,72723.93,.,.,.,70331.084,.,.,.,.,.,58362.832,65719.287,72754.87,150.69997,65.69997,0,1.87,8.67,0,1.78,4.24,0,3.03,2.09,0,2.11998,13.66999,5.83,4.62,0,6.67,4.42,6.69,85,53.13,29.75,0,2.11,0,0,4.62999,1,"D",.,"A","0","D","09","48","D",.,"A",.,"A",.,"A","2","D"
126072,.,"A",.,"A",.,"A",29,"D",.,"D","1","4","D","01","D",.,"A","4","D",82400,"D","12","D",,"A","5","D",,"A",4,"D","9","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",82400,"D",82400,"D",29942.498,0,"D",6303,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",82400,"D",50,"D",.,"A",0.8783838,"D",.,"A",.,"A",0,"D",652,"D",150,"D",870,"D",200,"D",.,"A","5","D",4,"D",0,"D",.,"A",,"A","2","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D","01","01","D","2",.,"A",,"A","2","D","1","D","3","D","1","D",.,"A",.,"A","1","D",,"A","1",.,"A",.,"A","22","03","1998",.,"A",,"A",.,"A",.,"A","2","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",60765.308,.,61651.134,.,.,.,54806.683,64809.244,62322.851,52695.576,39776.397,.,52577.467,78302.842,58110.12,.,.,48558.827,.,58190.556,.,.,50256.07,.,.,65114.422,64391.231,.,51109.076,.,66250.449,72723.93,.,.,.,70331.084,.,.,.,.,.,58362.832,65719.287,72754.87,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,53.13,29.75,0,0,0,0,0,1,"D",.,"A","0","D","09","48","D",.,"A",.,"A",.,"A","2","D"
126081,.,"A",.,"A",.,"A",40,"D",.,"D","1","4","D","01","D",.,"A","1","D",35000,"D","13","D",,"A","1","D",,"A",1,"D","8","D",0,"D",,"A",750,"D",0,"D",3591,"D",0,"D",34981,"D",38300,"D",37207.26,0,"D",2678,"D",3530,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",548,"D",0,"D",35000,"D",40,"D",.,"A",0.5837841,"D",.,"A",.,"A",0,"D",152,"D",35,"D",174,"D",40,"D",.,"A","4","D",1,"D",3300,"D",500,"D",,"A","2","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",3319,"D","01","05","D","1",.,"A",,"A","2","D","1","D","4","D","1","D",.,"A",.,"A","2","D",,"A","1",.,"A",70,"D","07","02","1998",.,"A",,"A",.,"A",1,"D","1","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",.,76999.367,.,71761.492,.,.,79119.843,86295.189,82578.785,.,77154.079,70180.369,71103.011,78117.635,68655.113,.,.,.,72748.979,.,84114.719,77541.561,74318.348,.,.,.,.,.,71680.815,.,.,.,75714.563,74718.596,.,54740.916,.,84518.102,67304.255,.,59539.892,70918.62,.,.,56.72,46.28,0,11.18,0,0,5.92,0,0,1.49,2.67,3.3,1.98,0,14.09,0,3.99,0,0,1.66,10.44,0,0,0,22.46559,0,0,8.83441,1,"D",.,"A","0","D","06","06","D",3300,"D",.,"A",.,"A","2","D"
126082,.,"A",.,"A",.,"A",40,"D",.,"D","1","4","D","01","D",.,"A","1","D",35000,"D","13","D",,"A","1","D",,"A",1,"D","8","D",0,"D",,"A",750,"D",0,"D",3591,"D",0,"D",34981,"D",38300,"D",37207.26,0,"D",2678,"D",3530,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",548,"D",0,"D",35000,"D",40,"D",.,"A",0.5842547,"D",.,"A",.,"A",0,"D",152,"D",35,"D",174,"D",40,"D",.,"A","4","D",1,"D",3300,"D",500,"D",,"A","2","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",3319,"D","01","05","D","1",.,"A",,"A","2","D","1","D","4","D","1","D",.,"A",.,"A","2","D",,"A","1",.,"A",70,"D","14","02","1998",.,"A",,"A",.,"A",1,"D","2","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",.,76999.367,.,71761.492,.,.,79119.843,86295.189,82578.785,.,77154.079,70180.369,71103.011,78117.635,68655.113,.,.,.,72748.979,.,84114.719,77541.561,74318.348,.,.,.,.,.,71680.815,.,.,.,75714.563,74718.596,.,54740.916,.,84518.102,67304.255,.,59539.892,70918.62,.,.,87.78,45.63,9.58,8.41,0,0,0,0,0,0,3.43,4.15,4.96,7.09,0,0.72,2.59,0,0,4.7,42.15,0,0,0,0,28.99999,0,0,1,"D",.,"A","0","D","06","06","D",3300,"D",.,"A",.,"A","2","D"
126091,900,"D",.,"A",.,"A",42,"D",36,"D","1","1","D","01","D",.,"A","2","D",67000,"D","14","D","12","D","4","D","3","D",4,"D","4","D",0,"D",,"A",.,"A",0,"D",6892,"D",1748,"D",56337,"D",67000,"D",33252.61,0,"D",5126,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",3271,"D",0,"D",67000,"D",43,"D",40,"D",0.8185391,"D",.,"A",.,"A",0,"D",435,"D",100,"D",565,"D",130,"D",.,"A","1","D",2,"D",0,"D",.,"A","04","D","4","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",10663,"D","01","08","D","2",.,"A","1","D","2","D","1","D","3","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",400,"D","26","02","1998",.,"A","1","D",.,"A",2,"D","1","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",.,.,103421.343,.,42684.606,49809.476,45404.223,.,.,.,.,.,73656.312,.,.,.,77617.415,90035.187,.,81351.22,.,62515.44,114362.636,.,93091.844,55021.657,.,.,55971.226,.,66904.679,.,.,55793.253,47082.322,94895.772,.,54210.841,104073.848,69928.298,103011.533,92566.874,.,.,259.95995,153.50995,13.16,22.79999,24.23,0,6.1,8.16,0,0,1.86,1.64,0,0,9.15999,1.3,12.87999,16.26998,0,35.95,106.45,18.28,2.08,0,33.89,42,0,18.96,1,"D",.,"A","6","D","08","13","D",.,"A",.,"A",.,"A","2","D"
126092,900,"D",.,"A",.,"A",42,"D",36,"D","1","1","D","01","D",.,"A","2","D",67000,"D","14","D","12","D","4","D","3","D",4,"D","4","D",0,"D",,"A",.,"A",0,"D",6892,"D",1748,"D",56337,"D",67000,"D",33252.61,0,"D",5126,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",3271,"D",0,"D",67000,"D",43,"D",40,"D",0.8189597,"D",.,"A",.,"A",0,"D",435,"D",100,"D",565,"D",130,"D",.,"A","1","D",2,"D",0,"D",.,"A","04","D","4","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",10663,"D","01","08","D","2",.,"A","1","D","2","D","1","D","3","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",400,"D","05","03","1998",.,"A","1","D",.,"A",2,"D","2","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",.,.,103421.343,.,42684.606,49809.476,45404.223,.,.,.,.,.,73656.312,.,.,.,77617.415,90035.187,.,81351.22,.,62515.44,114362.636,.,93091.844,55021.657,.,.,55971.226,.,66904.679,.,.,55793.253,47082.322,94895.772,.,54210.841,104073.848,69928.298,103011.533,92566.874,.,.,207.28996,97.36996,6.73,16.85998,10.34,0,2.49,4.72,0,0,4.87,8.5,2.67,0,2.9,0,1.86,11.36,4.95999,19.10999,109.92,17.46,0,0,1.21379,11,0,9.1162,1,"D",.,"A","6","D","08","13","D",.,"A",.,"A",.,"A","2","D"
