"NEWID","ADDFEDX","ADDFEDX_","ADDOTHX","ADDOTHX_","ADDSTAX","ADDSTAX_","AGE_REF","AGE_REF_","AGE2","AGE2_","BLS_URBN","CUTENURE","CUTE_URE","DESCRIP","DESCRIP_","DIVX","DIVX_","EARNCOMP","EARN_OMP","EARNX","EARNX_","EDUC_REF","EDUC0REF","EDUCA2","EDUCA2_","EMPLTYP1","EMPL_YP1","EMPLTYP2","EMPL_YP2","FAM_SIZE","FAM__IZE","FAM_TYPE","FAM__YPE","FBSNSX","FBSNSX_","FD_STMPS","FD_S_MPS","FEDREFX","FEDREFX_","FFARMX","FFARMX_","FFEDTXX","FFEDTXX_","FGVX","FGVX_","FINCAFTX","FINC_FTX","FINCBEFX","FINC_EFX","FINLWT21","FIRAX","FIRAX_","FJSSDEDX","FJSS_EDX","FPVTX","FPVTX_","FREEMLX","FREEMLX_","FRRX","FRRX_","FS_AMT1","FS_AMT1_","FS_AMT2","FS_AMT2_","FS_AMT3","FS_AMT3_","FS_AMT4","FS_AMT4_","FS_AMT5","FS_AMT5_","FS_AMT6","FS_AMT6_","FS_AMT7","FS_AMT7_","FS_DATE1","FS_D_TE1","FS_DATE2","FS_D_TE2","FS_DATE3","FS_D_TE3","FS_DATE4","FS_D_TE4","FS_DATE5","FS_D_TE5","FS_DATE6","FS_D_TE6","FS_DATE7","FS_D_TE7","FS_MTHI","FS_MTHI_","FSS_RRX","FSS_RRX_","FSTATXX","FSTATXX_","FSUPPX","FSUPPX_","FWAGEX","FWAGEX_","HRSPRWK1","HRSP_WK1","HRSPRWK2","HRSP_WK2","INC_RNKU","INC__NKU","INSREFX","INSREFX_","INTX","INTX_","JFS_AMT","JFS_AMT_","JGRCFDMV","JGRC_DMV","JGRCFDWK","JGRC_DWK","JGROCYMV","JGRO_YMV","JGROCYWK","JGRO_YWK","LUMPX","LUMPX_","MARITAL1","MARI_AL1","NO_EARNR","NO_E_RNR","NONERNX","NONERNX_","OCCEXPNX","OCCE_PNX","OCCULIS2","OCCU_IS2","ORIGIN1","ORIGIN1_","ORIGIN2","ORIGIN2_","OTHINX","OTHINX_","OTHRECX","OTHRECX_","OTHREFX","OTHREFX_","OTHRNTX","OTHRNTX_","PENSIONX","PENS_ONX","PERSLT18","PERS_T18","PERSOT64","PERS_T64","PERSTAX","PERSTAX_","PICK_UP","OCCULIS1","OCCU_IS1","POPSIZE","PTAXREFX","PTAX_EFX","RACE2","RACE2_","REC_FS","REC_FS_","REF_RACE","REF__ACE","REGION","REGION_","RESPSTAT","RESP_TAT","ROOMX","ROOMX_","SALEX","SALEX_","SEX_REF","SEX_REF_","SEX2","SEX2_","SMSASTAT","SSREFX","SSREFX_","STATREFX","STAT_EFX","STRTDAY","STRTMNTH","STRTYEAR","TAXPROPX","TAXP_OPX","TYPOWND","TYPOWND_","UNEMPX","UNEMPX_","VEHQ","VEHQ_","WEEKI","WEEKI_","WEEKN","WELFRX","WELFRX_","WHYNWRK1","WHYN_RK1","WHYNWRK2","WHYN_RK2","WK_WRKD1","WK_W_KD1","WK_WRKD2","WK_W_KD2","WRKRSX","WRKRSX_","WTREP01","WTREP02","WTREP03","WTREP04","WTREP05","WTREP06","WTREP07","WTREP08","WTREP09","WTREP10","WTREP11","WTREP12","WTREP13","WTREP14","WTREP15","WTREP16","WTREP17","WTREP18","WTREP19","WTREP20","WTREP21","WTREP22","WTREP23","WTREP24","WTREP25","WTREP26","WTREP27","WTREP28","WTREP29","WTREP30","WTREP31","WTREP32","WTREP33","WTREP34","WTREP35","WTREP36","WTREP37","WTREP38","WTREP39","WTREP40","WTREP41","WTREP42","WTREP43","WTREP44","FOODTOT","FOODHOME","CEREAL","BAKEPROD","BEEF","PORK","OTHMEAT","POULTRY","SEAFOOD","EGGS","MILKPROD","OTHDAIRY","FRSHFRUT","FRSHVEG","PROCFRUT","PROCVEG","SWEETS","NONALBEV","OILS","MISCFOOD","FOODAWAY","ALCBEV","SMOKSUPP","PET_FOOD","PERSPROD","PERSSERV","DRUGSUPP","HOUSKEEP","HH_CU_Q","HH_CU_Q_","HHID","HHID_","CHILDAGE","CHIL_AGE","INCLASS","STATE","STATE_","CHDOTHX","CHDOTHX_","ALIOTHX","ALIOTHX_","CHDLMPX","CHDLMPX_","POVERTY","POVERTY_"
123251,16600,"D",.,"A",3800,"D",49,"D",34,"D","1","4","D","01","D",.,"A","2","D",110000,"D","14","D","14","D","5","D","5","D",2,"D","1","D",95000,"D",,"A",.,"A",0,"D",0,"D",0,"D",91700,"D",114100,"D",42893.228,41192,"T",11989,"T",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",15000,"D",55,"D",30,"D",0.9489169,"D",.,"A",4100,"D",0,"D",348,"D",80,"D",435,"D",100,"D",.,"A","1","D",2,"D",4100,"D",.,"A","06","D","1","D","4","D",.,"A",350,"D",.,"A",.,"A",.,"A",0,"D",0,"D",22400,"D","01","06","D","1",.,"A","1","D","2","D","1","D","4","D","1","D",.,"A",350,"D","1","D","2","D","1",.,"A",.,"A","28","02","1998",2000,"D",,"A",.,"A",4,"D","1","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",.,.,91404.3,75299.062,86243.979,.,81139.823,87189.418,91536.282,83752.109,82267.636,.,.,.,73504.504,.,78575.369,85064.063,80052.357,.,.,.,.,.,79734.297,.,.,.,76864.057,91587.363,.,93573.128,.,82570.853,94853.41,.,91919.404,89683.946,.,.,68979.078,.,83509.879,.,31.31,31.31,3.29,0,0,0,0,0,0,0,0,3.56,1.03,3.98,0,0,2.48,6.21,8.07,2.69,0,0,0,0,0,0,450.45,55.78,1,"D",.,"A","0","D","09","06","D",.,"A",.,"A",.,"A","2","D"
123252,16600,"D",.,"A",3800,"D",49,"D",34,"D","1","4","D","01","D",.,"A","2","D",110000,"D","14","D","14","D","5","D","5","D",2,"D","1","D",95000,"D",,"A",.,"A",0,"D",0,"D",0,"D",91700,"D",114100,"D",42893.228,41192,"T",11989,"T",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",15000,"D",55,"D",30,"D",0.9494594,"D",.,"A",4100,"D",0,"D",348,"D",80,"D",435,"D",100,"D",.,"A","1","D",2,"D",4100,"D",.,"A","06","D","1","D","4","D",.,"A",350,"D",.,"A",.,"A",.,"A",0,"D",0,"D",22400,"D","01","06","D","1",.,"A","1","D","2","D","1","D","4","D","1","D",.,"A",350,"D","1","D","2","D","1",.,"A",.,"A","07","03","1998",2000,"D",,"A",.,"A",4,"D","2","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",.,.,91404.3,75299.062,86243.979,.,81139.823,87189.418,91536.282,83752.109,82267.636,.,.,.,73504.504,.,78575.369,85064.063,80052.357,.,.,.,.,.,79734.297,.,.,.,76864.057,91587.363,.,93573.128,.,82570.853,94853.41,.,91919.404,89683.946,.,.,68979.078,.,83509.879,.,90.27,57.29,0,6.87,0,0,0,0,0,0,0,6.85,4.08,5.82,0,0,6.75,4.99,7.17,14.76,32.98,8.57,2.24,1.49,45.98998,40,46.64,16.00482,1,"D",.,"A","0","D","09","06","D",.,"A",.,"A",.,"A","2","D"
123261,.,"A",200,"D",.,"A",66,"D",49,"D","1","1","D","01","D",.,"A","5","D",10000,"D","11","D","13","D",,"A","1","D",2,"D","1","D",-5000,"D",,"A",600,"D",0,"D",1213,"D",0,"D",19136,"D",20882,"D",53128.979,0,"D",1148,"D",511,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",10882,"D",383,"D",0,"D",15000,"D",.,"A",60,"D",0.3402804,"D",.,"A",.,"C",0,"D",196,"D",45,"D",196,"D",45,"D",.,"A","1","D",1,"D",10882,"D",.,"A","11","D","1","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",1,"D",1746,"D","01",,"A","5",.,"A","1","D","2","D","1","D","2","D","1","D",.,"A",.,"A","1","D","2","D","2",.,"A",50,"D","01","03","1998",600,"D","1","D",.,"A",2,"D","1","D",2,.,"A","1","D",,"A",0,"D",52,"D",.,"A",.,97746.98,113126.298,108562.248,.,.,.,.,.,100805.086,.,.,.,109959.591,105676.817,.,114301.551,.,117386.398,97281.363,.,106618.055,102609.065,.,.,103696.683,.,115257.868,.,.,112727.394,117394.034,99844.818,.,114159.91,128359.171,97332.985,106715.296,108567.843,.,.,.,98141.579,.,37.66,26.08,0,6.26,0,2.78,0,0,0,0,5.58,0,2.06,0,0,0.96,4.12,0,0,4.32,11.58,0,17.63999,0,17.74,0,0,0,1,"D",.,"A","0","D","05",,"T",.,"A",.,"A",.,"A","2","D"
123262,.,"A",200,"D",.,"A",66,"D",49,"D","1","1","D","01","D",.,"A","5","D",10000,"D","11","D","13","D",,"A","1","D",2,"D","1","D",-5000,"D",,"A",600,"D",0,"D",1213,"D",0,"D",19136,"D",20882,"D",53128.979,0,"D",1148,"D",511,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",10882,"D",383,"D",0,"D",15000,"D",.,"A",60,"D",0.3409524,"D",.,"A",.,"C",0,"D",196,"D",45,"D",196,"D",45,"D",.,"A","1","D",1,"D",10882,"D",.,"A","11","D","1","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",1,"D",1746,"D","01",,"A","5",.,"A","1","D","2","D","1","D","2","D","1","D",.,"A",.,"A","1","D","2","D","2",.,"A",50,"D","08","03","1998",600,"D","1","D",.,"A",2,"D","2","D",2,.,"A","1","D",,"A",0,"D",52,"D",.,"A",.,97746.98,113126.298,108562.248,.,.,.,.,.,100805.086,.,.,.,109959.591,105676.817,.,114301.551,.,117386.398,97281.363,.,106618.055,102609.065,.,.,103696.683,.,115257.868,.,.,112727.394,117394.034,99844.818,.,114159.91,128359.171,97332.985,106715.296,108567.843,.,.,.,98141.579,.,42.63,29.35,4.64,7.27,0,0,0,0,1.84,0,0,0,0,0,0,4.23,3.89,0,2.06,5.42,13.28,0,13.58,0,0,0,0,6.67,1,"D",.,"A","0","D","05",,"T",.,"A",.,"A",.,"A","2","D"
123271,.,"A",.,"A",.,"A",64,"D",.,"D","1","3","D","01","D",.,"A","1","D",0,"D","11","D",,"A","1","D",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",45233.685,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",60,"D",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",.,"A","5","D",1,"D",0,"D",.,"A",,"A","1","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D","03","10","D","1",.,"A",,"A","2","D","1","D","3","D","2","D",.,"A",.,"A","1","D",,"A","1",.,"A",.,"A","09","02","1998",.,"A","1","D",.,"A",.,"A","1","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",.,.,83503.793,95226.557,97398.931,.,.,.,.,.,90460.204,.,.,.,100724.552,87224.478,.,85256.25,.,84800.438,82779.29,.,84312.07,76663.829,.,.,89624.148,.,98818.567,.,.,97377.359,90309.719,101198.039,.,74476.754,90214.255,99216.977,82209.679,83686.728,.,.,.,82224.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"D",.,"A","0","D","10","24","D",.,"A",.,"A",.,"A",,"A"
123272,.,"A",.,"A",.,"A",64,"D",.,"D","1","5","D","01","D",.,"A","1","D",0,"D","11","D",,"A","1","D",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",32804.732,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",60,"D",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",.,"A","5","D",1,"D",0,"D",.,"A",,"A","1","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D","03","10","D","1",.,"A",,"A","2","D","1","D","3","D","2","D",.,"A",.,"A","1","D",,"A","1",.,"A",.,"A","16","02","1998",.,"A",,"A",.,"A",.,"A","2","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",.,.,56925.662,67085.454,74126.443,.,.,.,.,.,52024.228,.,.,.,64331.632,71114.046,.,61021.396,.,62723.718,61793.882,.,60341.677,57143.209,.,.,67051.949,.,71229.133,.,.,74253.889,64893.227,75753.412,.,48963.058,68558.289,74829.892,53950.351,59891.086,.,.,.,63604.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"D",.,"A","0","D","10","24","D",.,"A",.,"A",.,"A",,"A"
123281,.,"A",.,"A",.,"A",53,"D",.,"D","1","4","D","05","D",.,"A","1","D",0,"D","13","D",,"A","1","D",,"A",2,"D","7","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",38866.573,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",35,"D",.,"A",.,"A",.,"A",.,"A",0,"D",361,"D",83,"D",361,"D",83,"D",.,"A","2","D",1,"D",0,"D",.,"A",,"A","1","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",0,"D","01","10","D","4",.,"A",,"A","2","D","1","D","3","D","2","D",.,"A",.,"A","2","D",,"A","2",.,"A",.,"A","25","03","1998",.,"A",,"A",.,"A",.,"A","1","D",1,.,"A",,"A",,"A",52,"D",.,"A",.,"A",.,.,71733.482,83735.933,94303.762,74391.621,83381.703,.,.,.,67511.424,.,82092.118,77778.913,82620.949,.,.,.,.,.,87335.869,.,.,.,69258.201,79384.922,.,90475.472,.,74144.617,88392.713,.,85316.546,76678.951,.,.,93453.307,.,70260.861,.,.,81157.923,86851.432,79636.609,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,"D",.,"A","3","D","10","21","D",.,"A",.,"A",.,"A",,"A"
123291,.,"A",.,"A",.,"A",75,"D",.,"D","1","2","D","01","D",.,"A","8","D",0,"D","13","D",,"A",,"A",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",56122.434,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",0,"D",204,"D",47,"D",217,"D",50,"D",.,"A","2","D",0,"D",0,"D",.,"A",,"A","1","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",1,"D",0,"D","01",,"A","3",.,"A",,"A","2","D","1","D","3","D","2","D",.,"A",.,"A","2","D",,"A","1",.,"A",.,"A","30","01","1998",.,"A","1","D",.,"A",1,"D","1","D",1,.,"A","4","D",,"A",0,"D",.,"A",.,"A",.,107874.087,113716.206,126851.618,.,.,.,135483.822,.,97236.655,124369.504,108262.245,.,.,.,.,.,100761.961,.,.,.,112380.523,103243.175,.,106842.844,.,121921.872,106427.279,.,119103.202,112834.557,.,.,112759.478,.,81566.424,.,.,101557.55,105250.227,110361.529,.,115582.574,109789.108,46.49999,46.49999,0,0,10.84,0,0,0,0,0,0,1.8,4.08999,0,4.45,0,12.5,5.19,3.82,3.81,0,0,0,0,0,0,0,0,1,"D",.,"A","0","D","10","12","D",.,"A",.,"A",.,"A",,"A"
123301,.,"A",.,"A",.,"A",44,"D",41,"D","1","1","D","01","D",.,"A","3","D",119760,"D","13","D","13","D","1","D","1","D",5,"D","4","D",0,"D",,"A",.,"C",0,"D",0,"D",0,"D",119760,"D",119760,"D",48917.978,0,"D",7203,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",119760,"D",21,"D",50,"D",0.9583302,"D",.,"A",.,"A",0,"D",544,"D",125,"D",652,"D",150,"D",.,"A","1","D",3,"D",0,"D",.,"A","01","D","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",2,"D",0,"D",0,"D","01","06","D","1",.,"A","1","D","2","D","1","D","1","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"C","24","03","1998",.,"A","1","D",.,"A",1,"D","1","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",.,79500.547,.,70716.076,93820.845,.,71067.634,88092.351,.,.,92229.666,.,72965.774,.,.,75604.579,94972.602,83823.878,.,80101.925,96115.005,81435.177,76200.312,84861.013,.,.,.,80826.545,.,67481.373,99942.531,67116.398,.,.,.,.,.,85221.257,.,.,.,76196.573,107193.981,.,203.75886,106.30996,0,10.62999,17.02,0,0,0,38.22,0,1.48,0,11.51,11.75999,0,2.54,0,6.87998,2.02,4.25,97.4489,25.66109,0,0,66.19,196,20.33207,0,1,"D",.,"A","6","D","09","36","D",.,"A",.,"A",.,"A","2","D"
123302,.,"A",.,"A",.,"A",44,"D",41,"D","1","1","D","01","D",.,"A","3","D",119760,"D","13","D","13","D","1","D","1","D",5,"D","4","D",0,"D",,"A",.,"C",0,"D",0,"D",0,"D",119760,"D",119760,"D",48917.978,0,"D",7203,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",119760,"D",21,"D",50,"D",0.9589489,"D",.,"A",.,"A",0,"D",544,"D",125,"D",652,"D",150,"D",.,"A","1","D",3,"D",0,"D",.,"A","01","D","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",2,"D",0,"D",0,"D","01","06","D","1",.,"A","1","D","2","D","1","D","1","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"C","31","03","1998",.,"A","1","D",.,"A",1,"D","2","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",.,79500.547,.,70716.076,93820.845,.,71067.634,88092.351,.,.,92229.666,.,72965.774,.,.,75604.579,94972.602,83823.878,.,80101.925,96115.005,81435.177,76200.312,84861.013,.,.,.,80826.545,.,67481.373,99942.531,67116.398,.,.,.,.,.,85221.257,.,.,.,76196.573,107193.981,.,373.41995,207.00996,6.25,48.92,14.39,4.79,0,8.13,0,1.04999,0,22.99,14.7,5.55999,8.52,6.37999,4.3,23.94,4.25999,32.83,166.40999,11.91001,0,4.16,45,0,21.49,23.45,1,"D",.,"A","6","D","09","36","D",.,"A",.,"A",.,"A","2","D"
123311,.,"A",.,"A",.,"A",53,"D",51,"D","1","1","D","01","D",.,"A","3","D",75798,"D","14","D","12","D","1","D","1","D",3,"D","4","D",0,"D",,"A",1781,"D",0,"D",9725,"D",0,"D",73527,"D",83880,"D",36040.59,0,"D",5798,"D",5193,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",2431,"D",0,"D",75798,"D",48,"D",40,"D",0.8832357,"D",.,"A",.,"A",0,"D",435,"D",100,"D",652,"D",150,"D",.,"A","1","D",3,"D",8082,"D",671,"D","05","D","1","D","4","D",.,"A",0,"D",.,"A",.,"A",8000,"D",0,"D",0,"D",10353,"D","01","15","D","5",.,"A","1","D","2","D","1","D","1","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",22,"D","06","01","1998",.,"A","1","D",.,"A",3,"D","1","D",2,.,"A",,"A",,"A",52,"D",52,"D",82,"D",.,.,89118.62,61034.915,.,80295.645,.,57752.097,66574.824,.,61819.816,61071.861,.,.,67478.645,.,54870.5,.,.,71206.408,87178.916,68141.974,.,83786.908,67277.203,76841.967,82571.475,69261.349,.,.,.,60199.15,.,70796.018,80611.522,65411.046,.,.,.,.,.,63906.156,.,.,360.36999,293.20999,12.16,24.57,23.98,0,5.88,3.31,0,1.04,4.1,28.19,2.92,5.98,45.25,4.96,2.77,30.26999,13.66,84.17,67.16,0,0,20.23,30.07,0,0,43.81,1,"D",.,"A","7","D","09","42","D",.,"A",.,"A",.,"A","2","D"
123312,.,"A",.,"A",.,"A",53,"D",51,"D","1","1","D","01","D",.,"A","3","D",75798,"D","14","D","12","D","1","D","1","D",3,"D","4","D",0,"D",,"A",1781,"D",0,"D",9725,"D",0,"D",73527,"D",83880,"D",36040.59,0,"D",5798,"D",5193,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",2431,"D",0,"D",75798,"D",48,"D",40,"D",0.8836916,"D",.,"A",.,"A",0,"D",435,"D",100,"D",652,"D",150,"D",.,"A","1","D",3,"D",8082,"D",671,"D","05","D","1","D","4","D",.,"A",0,"D",.,"A",.,"A",8000,"D",0,"D",0,"D",10353,"D","01","15","D","5",.,"A","1","D","2","D","1","D","1","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",22,"D","13","01","1998",.,"A","1","D",.,"A",3,"D","2","D",2,.,"A",,"A",,"A",52,"D",52,"D",82,"D",.,.,89118.62,61034.915,.,80295.645,.,57752.097,66574.824,.,61819.816,61071.861,.,.,67478.645,.,54870.5,.,.,71206.408,87178.916,68141.974,.,83786.908,67277.203,76841.967,82571.475,69261.349,.,.,.,60199.15,.,70796.018,80611.522,65411.046,.,.,.,.,.,63906.156,.,.,20.61,4.3,0,1.16,0,0,0,0,0,0,0.72,0,0,0,0,0,2.42,0,0,0,16.31,0,0,5.4,14.95,0,0,19.94,1,"D",.,"A","7","D","09","42","D",.,"A",.,"A",.,"A","2","D"
123321,.,"A",.,"A",.,"A",30,"D",.,"D","1","1","D","01","D",.,"A","7","D",41000,"D","12","D",,"A",,"A",,"A",6,"D","9","D",0,"D","1","D",.,"A",0,"D",4335,"D",0,"D",35781,"D",41600,"D",82079.309,0,"D",3137,"D",0,"D",.,"A",0,"D",150,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","11011997","D",,"A",,"A",,"A",,"A",,"A",,"A",4,"D",0,"D",1484,"D",0,"D",41000,"D",.,"A",.,"A",0.6021001,"D",.,"A",.,"A",600,"D",370,"D",85,"D",435,"D",100,"D",.,"A","3","D",2,"D",600,"D",.,"A",,"A","3","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",3,"D",0,"D",5819,"D","01",,"A","4",.,"A",,"A","1","D","2","D","2","D","1","D",.,"A",.,"A","2","D",,"A","1",.,"A",.,"A","21","01","1998",.,"A","1","D",.,"A",2,"D","1","D",2,.,"A","2","D",,"A",0,"D",.,"A",.,"A",223554.522,185232.163,138737.781,150481.806,76592.425,152008.278,.,221935.487,165350.849,231870.13,.,.,113941.081,.,114567.769,.,.,135246.998,.,.,130547.656,148510.939,.,122391.454,.,111925.645,172065.641,.,.,.,126779.548,.,.,.,.,.,116938.992,218771.732,163524.877,.,182310.73,.,.,.,138.00994,116.52997,13.26999,25.44999,3.13,0,0.82,0,0,0,3.14,3.14,0,1.67,6.07937,0.49062,10.08,9.95,5.09,34.22,21.47997,0,0,0,0,0,0,2.09998,1,"D",.,"A","1","D","07","18","D",.,"A",.,"A",.,"A","2","D"
123322,.,"A",.,"A",.,"A",30,"D",.,"D","1","1","D","01","D",.,"A","7","D",41000,"D","12","D",,"A",,"A",,"A",6,"D","9","D",0,"D","1","D",.,"A",0,"D",4335,"D",0,"D",35781,"D",41600,"D",82079.309,0,"D",3137,"D",0,"D",.,"A",0,"D",150,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","11011997","D",,"A",,"A",,"A",,"A",,"A",,"A",4,"D",0,"D",1484,"D",0,"D",41000,"D",.,"A",.,"A",0.6031383,"D",.,"A",.,"A",600,"D",370,"D",85,"D",435,"D",100,"D",.,"A","3","D",2,"D",600,"D",.,"A",,"A","3","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",3,"D",0,"D",5819,"D","01",,"A","4",.,"A",,"A","1","D","2","D","2","D","1","D",.,"A",.,"A","2","D",,"A","1",.,"A",.,"A","28","01","1998",.,"A","1","D",.,"A",2,"D","2","D",2,.,"A","2","D",,"A",0,"D",.,"A",.,"A",223554.522,185232.163,138737.781,150481.806,76592.425,152008.278,.,221935.487,165350.849,231870.13,.,.,113941.081,.,114567.769,.,.,135246.998,.,.,130547.656,148510.939,.,122391.454,.,111925.645,172065.641,.,.,.,126779.548,.,.,.,.,.,116938.992,218771.732,163524.877,.,182310.73,.,.,.,74.44991,50.54991,10.23,4.05998,0,0,1.03999,0,0,0,2.09,1.52,0,0,0,0,5.24,4.76,1.73,19.87994,23.9,0,0,0,0,18,0,0,1,"D",.,"A","1","D","07","18","D",.,"A",.,"A",.,"A","2","D"
123331,.,"A",.,"A",.,"A",43,"D",43,"D","1","1","D","01","D",400,"D","2","D",125000,"D","15","D","15","D","1","D","5","D",4,"D","2","D",8000,"D",,"A",12084,"T",0,"D",13104,"D",0,"D",126079,"T",127400,"D",43042.722,0,"D",7161,"D",15143,"T",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",3276,"D",0,"D",117000,"D",45,"D",10,"D",0.9672184,"D",.,"A",2000,"D",0,"D",391,"D",90,"D",435,"D",100,"D",.,"A","1","D",2,"D",2400,"D",.,"A","04","D","4","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",2,"D",0,"D",1321,"T","01","06","D","4",.,"A","4","D","2","D","1","D","1","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",2975,"T","03","02","1998",.,"A","1","D",.,"A",2,"D","1","D",2,.,"A",,"A",,"A",52,"D",40,"D",.,"A",.,.,83473.191,75101.725,.,63909.313,.,75688.145,93670.792,.,91809.284,72337.007,.,.,87629.304,.,66446.626,.,.,93357.433,75213.667,75570.684,.,93273.484,91219.964,76605.227,76992.427,62227.864,.,.,.,68547.716,.,90891.33,83534.33,60771.78,.,.,.,.,.,61703.576,.,.,186.1901,74.2,6.58,5.34,3.15,7.58,0,3.33,6.35,1.49,0.79,8.35,0.93,5.1,4.25,0,20.17,0.79,0,0,111.9901,18.3999,0,0,0,0,0,2.09,1,"D",.,"A","1","D","09","50","D",.,"A",.,"A",.,"A","2","D"
