"NEWID","ADDFEDX","ADDFEDX_","ADDOTHX","ADDOTHX_","ADDSTAX","ADDSTAX_","AGE_REF","AGE_REF_","AGE2","AGE2_","BLS_URBN","CUTENURE","CUTE_URE","DESCRIP","DESCRIP_","DIVX","DIVX_","EARNCOMP","EARN_OMP","EARNX","EARNX_","EDUC_REF","EDUC0REF","EDUCA2","EDUCA2_","EMPLTYP1","EMPL_YP1","EMPLTYP2","EMPL_YP2","FAM_SIZE","FAM__IZE","FAM_TYPE","FAM__YPE","FBSNSX","FBSNSX_","FD_STMPS","FD_S_MPS","FEDREFX","FEDREFX_","FFARMX","FFARMX_","FFEDTXX","FFEDTXX_","FGVX","FGVX_","FINCAFTX","FINC_FTX","FINCBEFX","FINC_EFX","FINLWT21","FIRAX","FIRAX_","FJSSDEDX","FJSS_EDX","FPVTX","FPVTX_","FREEMLX","FREEMLX_","FRRX","FRRX_","FS_AMT1","FS_AMT1_","FS_AMT2","FS_AMT2_","FS_AMT3","FS_AMT3_","FS_AMT4","FS_AMT4_","FS_AMT5","FS_AMT5_","FS_AMT6","FS_AMT6_","FS_AMT7","FS_AMT7_","FS_AMT8","FS_AMT8_","FS_DATE1","FS_D_TE1","FS_DATE2","FS_D_TE2","FS_DATE3","FS_D_TE3","FS_DATE4","FS_D_TE4","FS_DATE5","FS_D_TE5","FS_DATE6","FS_D_TE6","FS_DATE7","FS_D_TE7","FS_DATE8","FS_D_TE8","FS_MTHI","FS_MTHI_","FSS_RRX","FSS_RRX_","FSTATXX","FSTATXX_","FSUPPX","FSUPPX_","FWAGEX","FWAGEX_","HRSPRWK1","HRSP_WK1","HRSPRWK2","HRSP_WK2","INC_RNKU","INC__NKU","INSREFX","INSREFX_","INTX","INTX_","JFS_AMT","JFS_AMT_","JGRCFDMV","JGRC_DMV","JGRCFDWK","JGRC_DWK","JGROCYMV","JGRO_YMV","JGROCYWK","JGRO_YWK","LUMPX","LUMPX_","MARITAL1","MARI_AL1","NO_EARNR","NO_E_RNR","NONERNX","NONERNX_","OCCEXPNX","OCCE_PNX","OCCULIS2","OCCU_IS2","ORIGIN1","ORIGIN1_","ORIGIN2","ORIGIN2_","OTHINX","OTHINX_","OTHRECX","OTHRECX_","OTHREFX","OTHREFX_","OTHRNTX","OTHRNTX_","PENSIONX","PENS_ONX","PERSLT18","PERS_T18","PERSOT64","PERS_T64","PERSTAX","PERSTAX_","PICK_UP","OCCULIS1","OCCU_IS1","POPSIZE","PTAXREFX","PTAX_EFX","RACE2","RACE2_","REC_FS","REC_FS_","REF_RACE","REF__ACE","REGION","REGION_","RESPSTAT","RESP_TAT","ROOMX","ROOMX_","SALEX","SALEX_","SEX_REF","SEX_REF_","SEX2","SEX2_","SMSASTAT","SSREFX","SSREFX_","STATREFX","STAT_EFX","STRTDAY","STRTMNTH","STRTYEAR","TAXPROPX","TAXP_OPX","TYPOWND","TYPOWND_","UNEMPX","UNEMPX_","VEHQ","VEHQ_","WEEKI","WEEKI_","WEEKN","WELFRX","WELFRX_","WHYNWRK1","WHYN_RK1","WHYNWRK2","WHYN_RK2","WK_WRKD1","WK_W_KD1","WK_WRKD2","WK_W_KD2","WRKRSX","WRKRSX_","WTREP01","WTREP02","WTREP03","WTREP04","WTREP05","WTREP06","WTREP07","WTREP08","WTREP09","WTREP10","WTREP11","WTREP12","WTREP13","WTREP14","WTREP15","WTREP16","WTREP17","WTREP18","WTREP19","WTREP20","WTREP21","WTREP22","WTREP23","WTREP24","WTREP25","WTREP26","WTREP27","WTREP28","WTREP29","WTREP30","WTREP31","WTREP32","WTREP33","WTREP34","WTREP35","WTREP36","WTREP37","WTREP38","WTREP39","WTREP40","WTREP41","WTREP42","WTREP43","WTREP44","FOODTOT","FOODHOME","CEREAL","BAKEPROD","BEEF","PORK","OTHMEAT","POULTRY","SEAFOOD","EGGS","MILKPROD","OTHDAIRY","FRSHFRUT","FRSHVEG","PROCFRUT","PROCVEG","SWEETS","NONALBEV","OILS","MISCFOOD","FOODAWAY","ALCBEV","SMOKSUPP","PET_FOOD","PERSPROD","PERSSERV","DRUGSUPP","HOUSKEEP","HH_CU_Q","HH_CU_Q_","HHID","HHID_","CHILDAGE","CHIL_AGE","INCLASS","STATE","STATE_","CHDOTHX","CHDOTHX_","ALIOTHX","ALIOTHX_","CHDLMPX","CHDLMPX_","POVERTY","POVERTY_"
76211,882,"D",.,"A",.,"A",44,"D",49,"D","1","3","D","01","D",.,"A","3","D",63000,"D","12","D","15","D","5","D","3","D",4,"D","5","D",27000,"D",,"A",.,"A",0,"D",8418,"D",1059,"D",54010,"D",63400,"D",36044.434,4000,"D",6885,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",36000,"D",6,"D",40,"D",0.8163903,"D",.,"A",.,"A",0,"D",435,"D",100,"D",544,"D",125,"D",54000,"D","1","D",3,"D",400,"D",185,"D","08","D","1","D","1","D",400,"D",54000,"D",.,"A",.,"A",.,"A",1,"D",0,"D",9390,"D","01","14","D","4",.,"A","1","D","2","D","1","D","3","D","1","D",.,"A",.,"A","2","D","1","D","1",.,"A",.,"A","28","04","1997",90,"D","1","D",.,"A",3,"D","1","D",2,.,"A",,"A",,"A",2,"D",52,"D",.,"A",77417.514,.,69932.01,63560.631,72432.872,.,68250.026,.,.,.,65260.569,78926.56,81777.353,80227.316,80194.638,.,78452.442,74468.966,80531.304,.,.,73776.928,.,70877.384,.,.,59771.18,.,.,71116.097,86055.641,.,65545.998,.,81517.999,65133.513,.,.,.,60750.881,.,.,.,.,159.21997,112.21996,1.25999,7.27,35.51,4.43,8.32999,3.11,0,1.47,2.22,0,2.53999,5.12999,6.87,0.93,3.18,14.89,0,15.08,47.00001,12.4,21.31,11.67,26.04999,0,0,8.44999,1,"D",.,"A","7","D","08","48","D",.,"A",.,"A",.,"A","2","D"
76212,882,"D",.,"A",.,"A",44,"D",49,"D","1","3","D","01","D",.,"A","3","D",63000,"D","12","D","15","D","5","D","3","D",4,"D","5","D",27000,"D",,"A",.,"A",0,"D",8418,"D",1059,"D",54010,"D",63400,"D",35423.476,4000,"D",6885,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",36000,"D",6,"D",40,"D",0.81595,"D",.,"A",.,"A",0,"D",435,"D",100,"D",544,"D",125,"D",54000,"D","1","D",3,"D",400,"D",185,"D","08","D","1","D","1","D",400,"D",54000,"D",.,"A",.,"A",.,"A",1,"D",0,"D",9390,"D","01","14","D","4",.,"A","1","D","2","D","1","D","3","D","1","D",.,"A",.,"A","2","D","1","D","1",.,"A",.,"A","05","05","1997",90,"D","1","D",.,"A",3,"D","2","D",2,.,"A",,"A",,"A",2,"D",52,"D",.,"A",76083.799,.,68727.252,62465.636,71185.03,.,67074.245,.,.,.,64136.288,77566.847,80368.528,78845.195,78813.08,.,77100.897,73186.047,79143.945,.,.,72505.931,.,69656.339,.,.,58741.468,.,.,69890.94,84573.111,.,64416.8,.,80113.642,64011.422,.,.,.,59704.291,.,.,.,.,214.45995,179.66995,6.64999,19.90999,17.27,36.45,3.47999,4.53,5.91,2,2.96,0,9.08999,9.13406,6.25159,6.09026,11.08,10.41,11.85,16.60408,34.79,5.3,16.27,0,4.02,0,0,7.6,1,"D",.,"A","7","D","08","48","D",.,"A",.,"A",.,"A","2","D"
76221,.,"A",.,"A",.,"A",82,"D",.,"D","1","2","D","01","D",.,"A","8","D",0,"D","12","D",,"A",,"A",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",526,"D",526,"D",37515.656,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",526,"D",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"B",0,"D",148,"D",34,"D",174,"D",40,"D",.,"A","2","D",0,"D",526,"D",.,"A",,"A","1","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",1,"D",0,"D","01",,"A","1",.,"A",,"A","2","D","1","D","1","D","2","D",.,"A",.,"A","2","D",,"A","1",.,"A",.,"A","13","04","1997",.,"A","1","D",.,"A",.,"A","1","D",2,.,"A","1","D",,"A",0,"D",.,"A",.,"A",.,89209.326,.,73427.65,.,75637.045,71856.1,.,71239.602,70827.23,.,.,70610.839,.,71575.133,.,.,79101.89,66432.769,80106.943,.,84792.998,73976.122,70501.272,69772.224,72025.501,.,.,.,71341.497,.,81609.709,72476.54,74687.696,.,.,.,.,.,77786.897,.,.,.,67473.41,12.58,12.58,0,1.98,3.49,0,0,2.49,0,0,1.29,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,10,0,191.05998,1,"D",.,"A","0","D","10","25","D",.,"A",.,"A",.,"A",,"A"
76222,.,"A",.,"A",.,"A",82,"D",.,"D","1","2","D","01","D",.,"A","8","D",0,"D","12","D",,"A",,"A",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",526,"D",526,"D",37515.656,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",526,"D",0,"D",0,"D",0,"D",.,"A",.,"A",.,"A",.,"A",.,"B",0,"D",148,"D",34,"D",174,"D",40,"D",.,"A","2","D",0,"D",526,"D",.,"A",,"A","1","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",1,"D",0,"D","01",,"A","1",.,"A",,"A","2","D","1","D","1","D","2","D",.,"A",.,"A","2","D",,"A","1",.,"A",.,"A","20","04","1997",.,"A","1","D",.,"A",.,"A","2","D",2,.,"A","1","D",,"A",0,"D",.,"A",.,"A",.,89209.326,.,73427.65,.,75637.045,71856.1,.,71239.602,70827.23,.,.,70610.839,.,71575.133,.,.,79101.89,66432.769,80106.943,.,84792.998,73976.122,70501.272,69772.224,72025.501,.,.,.,71341.497,.,81609.709,72476.54,74687.696,.,.,.,.,.,77786.897,.,.,.,67473.41,12.6,12.6,0,0.98,2.29,0,0,3.29,0,0,1.09,0,0,0,1.98,2.97,0,0,0,0,0,0,0,0,0,0,0,4.97,1,"D",.,"A","0","D","10","25","D",.,"A",.,"A",.,"A",,"A"
76231,.,"A",.,"A",.,"A",54,"D",.,"D","1","1","D","01","D",.,"A","1","D",0,"D","12","D",,"A","1","D",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",33383.891,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",40,"D",.,"A",.,"A",.,"A",.,"A",0,"D",174,"D",40,"D",217,"D",50,"D",.,"A","2","D",1,"D",0,"D",.,"A",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D","01","01","D","2",.,"A",,"A","2","D","1","D","4","D","2","D",.,"A",.,"A","2","D",,"A","1",.,"A",.,"A","08","06","1997",.,"A","1","D",.,"A",1,"D","1","D",1,.,"A",,"A",,"A",28,"D",.,"A",.,"A",61311.548,.,78830.795,71222.403,.,.,.,68519.374,.,.,.,.,.,75064.761,62670.604,67158.354,.,74278.741,.,.,.,63194.039,66840.508,61908.861,65612.59,66334.424,.,64748.566,62820.378,62114.982,.,.,60235.737,.,71389.074,.,.,71100.501,.,.,59254.645,68741.405,.,61371.244,79.11998,65.76998,0.99,7.87,0,0,3.39,0,3.59,0,3,20.46,2.95,3.66,1.6,0,0.59,2.90998,1.6,13.16,13.35,14.59,0,0,0,27,0,1,1,"D",.,"A","0","D","10","04","D",.,"A",.,"A",.,"A",,"A"
76241,.,"A",.,"A",.,"A",42,"D",42,"D","1","4","D","01","D",.,"A","6","D",25979,"D","10","D","10","D",,"A","4","D",4,"D","4","D",0,"D",,"A",.,"A",0,"D",5032,"D",0,"D",20947,"D",25979,"D",31417.216,0,"D",1988,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",25979,"D",.,"A",40,"D",.,"A",.,"A",.,"A",0,"D",391,"D",90,"D",391,"D",90,"D",.,"A","1","D",2,"D",0,"D",.,"A","08","D","2","D","2","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",5032,"D","01",,"A","2",.,"A","1","D","2","D","1","D","3","D","2","D",.,"A",.,"A","2","D","1","D","1",.,"A",.,"A","29","06","1997",.,"A",,"A",.,"A",2,"D","1","D",1,.,"A","4","D",,"A",0,"D",52,"D",.,"A",.,71046.146,.,54236.082,66493.75,58989.835,.,.,.,.,.,71624.738,.,.,.,65463.85,66527.664,.,76349.274,.,53928.703,65957.08,.,60413.6,72554.216,.,.,70273.985,.,59853.581,.,.,63297.92,67492.191,73032.146,.,66491.51,56345.471,54698.227,57981.718,70401.664,.,.,.,143.16992,120.04993,0,2.30998,17.31,1.9,41.72,0,4.28999,1.42,0,0.6,1.05999,0,0,2.48,12.07,11.24,0,23.64997,23.11999,0,0,3.17,0,0,0,6.86999,1,"D",.,"A","7","D","10","48","D",.,"A",.,"A",.,"A",,"A"
76251,.,"A",.,"A",.,"A",24,"D",.,"D","1","4","D","01","D",.,"A","4","D",0,"D","12","D",,"A","1","D",,"A",2,"D","9","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",49110.102,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",50,"D",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",.,"A","5","D",2,"D",0,"D",.,"A",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D","03","17","D","1",.,"A",,"A",,"B","4","D","2","D","2","D",.,"A",.,"A","1","D",,"A","1",.,"A",.,"A",,"06","1997",.,"A",,"A",.,"A",.,"A","1","D",2,.,"A",,"A",,"A",45,"D",.,"A",.,"A",.,.,.,113483.916,115902.351,.,110577.795,.,93018.164,89024.339,.,108229.868,93057.919,.,.,89018.61,.,120005.172,.,.,106668.699,147989.828,113037.667,.,117318.238,85507.993,119823.823,84359.573,71623.999,.,.,.,86961.624,.,92247.126,131373.22,122415.372,.,.,.,.,.,88824.652,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"D",.,"A","0","D","10","17","D",.,"A",.,"A",.,"A",,"A"
76252,.,"A",.,"A",.,"A",24,"D",.,"D","1","4","D","01","D",.,"A","4","D",0,"D","12","D",,"A","1","D",,"A",2,"D","9","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",49110.102,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",50,"D",.,"A",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",.,"A","5","D",2,"D",0,"D",.,"A",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D","03","17","D","1",.,"A",,"A",,"B","4","D","2","D","2","D",.,"A",.,"A","1","D",,"A","1",.,"A",.,"A",,"06","1997",.,"A",,"A",.,"A",.,"A","2","D",2,.,"A",,"A",,"A",45,"D",.,"A",.,"A",.,.,.,113483.916,115902.351,.,110577.795,.,93018.164,89024.339,.,108229.868,93057.919,.,.,89018.61,.,120005.172,.,.,106668.699,147989.828,113037.667,.,117318.238,85507.993,119823.823,84359.573,71623.999,.,.,.,86961.624,.,92247.126,131373.22,122415.372,.,.,.,.,.,88824.652,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"D",.,"A","0","D","10","17","D",.,"A",.,"A",.,"A",,"A"
76261,.,"A",.,"A",.,"A",29,"D",.,"D","1","4","D","01","D",.,"A","1","D",0,"D","13","D",,"A","1","D",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",69760.567,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",40,"D",.,"A",.,"A",.,"A",.,"A",0,"D",130,"D",30,"D",152,"D",35,"D",.,"A","5","D",1,"D",0,"D",.,"A",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D","01","06","D","3",.,"A",,"A","2","D","1","D","3","D","2","D",.,"A",.,"A","1","D",,"A","1",.,"A",.,"A","22","04","1997",.,"A",,"A",.,"A",1,"D","1","D",1,.,"A",,"A",,"A",52,"D",.,"A",.,"A",.,164525.968,142889.62,149376.742,.,.,.,142049.632,.,123372.941,116046.717,147179.513,.,.,.,.,.,115786.019,.,.,.,126300.39,130445.034,.,150456.548,.,144723.905,136156.649,.,120204.085,144534.723,.,.,170140.61,.,125514.404,.,.,140362.477,145299.055,133357.329,.,137527.392,144353.866,111.63998,74.15998,1.16,12.27,0,11.2,0,9.51,0,0,0,0,0,3.29999,0,0,0,0,0,36.71999,37.48,31.79,0,0,0,0,0,0,1,"D",.,"A","0","D","10","12","D",.,"A",.,"A",.,"A",,"A"
76271,.,"A",.,"A",.,"A",32,"D",31,"D","1","1","D","01","D",.,"A","2","D",35000,"D","15","D","15","D","1","D","1","D",3,"D","2","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",35000,"D",35000,"D",38599.655,0,"D",2678,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",35000,"D",70,"D",40,"D",0.5688052,"D",.,"A",.,"A",0,"D",261,"D",60,"D",304,"D",70,"D",.,"A","1","D",2,"D",0,"D",.,"A","04","D","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",0,"D","01","01","D","2",.,"A","1","D","2","D","1","D","2","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","20","06","1997",.,"A","1","D",.,"A",2,"D","1","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",80783.945,83377.722,78728.15,.,82632.78,73440.104,79968.863,.,.,75611.961,.,70384.328,.,.,62189.911,.,.,69056.433,73421.612,.,80846.891,.,76015.103,70003.195,.,.,.,75464.086,.,.,.,.,.,71407.571,70652.785,81653.382,.,99772.886,.,.,.,84649.819,64277.164,80596.252,112.19998,73.65997,4.23,4.94999,0,0,0,6.28,0,0,9.3,7.15,8.66999,6.13,1.04999,1.24,0,0,1.2,23.46,38.54001,0,0,0,0,0,0,6.22,1,"D",.,"A","1","D","06","27","D",.,"A",.,"A",.,"A","2","D"
76272,.,"A",.,"A",.,"A",32,"D",31,"D","1","1","D","01","D",.,"A","2","D",35000,"D","15","D","15","D","1","D","1","D",3,"D","2","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",35000,"D",35000,"D",38599.655,0,"D",2678,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",35000,"D",70,"D",40,"D",0.5692766,"D",.,"A",.,"A",0,"D",261,"D",60,"D",304,"D",70,"D",.,"A","1","D",2,"D",0,"D",.,"A","04","D","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",0,"D","01","01","D","2",.,"A","1","D","2","D","1","D","2","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","27","06","1997",.,"A","1","D",.,"A",2,"D","2","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",80783.945,83377.722,78728.15,.,82632.78,73440.104,79968.863,.,.,75611.961,.,70384.328,.,.,62189.911,.,.,69056.433,73421.612,.,80846.891,.,76015.103,70003.195,.,.,.,75464.086,.,.,.,.,.,71407.571,70652.785,81653.382,.,99772.886,.,.,.,84649.819,64277.164,80596.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"D",.,"A","1","D","06","27","D",.,"A",.,"A",.,"A","2","D"
76281,1200,"D",.,"A",.,"A",29,"D",26,"D","1","4","D","01","D",.,"A","2","D",42000,"D","12","D","12","D","1","D","1","D",3,"D","2","D",0,"D",,"A",.,"A",0,"D",2791,"D",0,"D",42083,"D",46500,"D",42806.23,0,"D",3214,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",426,"D",0,"D",42000,"D",40,"D",40,"D",0.6873309,"D",.,"A",.,"A",0,"D",348,"D",80,"D",348,"D",80,"D",.,"A","1","D",2,"D",4500,"D",.,"A","01","D","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",4417,"D","01","14","D","1",.,"A","1","D","2","D","1","D","1","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","21","05","1997",.,"A",,"A",4500,"D",2,"D","1","D",2,.,"A",,"A",,"A",52,"D",38,"D",.,"A",.,89485.428,.,86906.736,88086.678,.,79603.343,89117.31,.,.,78506.09,.,67912.945,.,.,83005.963,91005.685,65214.441,.,71732.551,95159.625,81971.832,76653.316,85271.643,.,.,.,77159.63,.,70670.501,84389.017,82537.497,.,.,.,.,.,100947.062,.,.,.,93756.929,81623.502,.,84.35997,35.35997,0,0,9.11,6.07,0,7.66,0,0,0,0,4.38999,2.84999,0,1.89999,2.12,1.26,0,0,49,0,0,0,11.10998,0,0,11.71,1,"D",.,"A","1","D","07","34","D",.,"A",.,"A",.,"A","2","D"
76282,1200,"D",.,"A",.,"A",29,"D",26,"D","1","4","D","01","D",.,"A","2","D",42000,"D","12","D","12","D","1","D","1","D",3,"D","2","D",0,"D",,"A",.,"A",0,"D",2791,"D",0,"D",42083,"D",46500,"D",42806.23,0,"D",3214,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",426,"D",0,"D",42000,"D",40,"D",40,"D",0.6878537,"D",.,"A",.,"A",0,"D",348,"D",80,"D",348,"D",80,"D",.,"A","1","D",2,"D",4500,"D",.,"A","01","D","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",4417,"D","01","14","D","1",.,"A","1","D","2","D","1","D","1","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","28","05","1997",.,"A",,"A",4500,"D",2,"D","2","D",2,.,"A",,"A",,"A",52,"D",38,"D",.,"A",.,89485.428,.,86906.736,88086.678,.,79603.343,89117.31,.,.,78506.09,.,67912.945,.,.,83005.963,91005.685,65214.441,.,71732.551,95159.625,81971.832,76653.316,85271.643,.,.,.,77159.63,.,70670.501,84389.017,82537.497,.,.,.,.,.,100947.062,.,.,.,93756.929,81623.502,.,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,1,"D",.,"A","1","D","07","34","D",.,"A",.,"A",.,"A","2","D"
76292,.,"A",.,"A",.,"A",81,"D",80,"D","1","2","D","01","D",.,"A","5","D",0,"D","14","D","12","D",,"A","5","D",2,"D","1","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",1052,"D",1052,"D",49173.44,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",1052,"D",0,"D",0,"D",0,"D",.,"A",40,"D",.,"A",.,"A",.,"A",0,"D",217,"D",50,"D",217,"D",50,"D",.,"A","1","D",1,"D",1052,"D",.,"A","01","D","4","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",2,"D",0,"D","01",,"A","3",.,"A","1","D","2","D","1","D","4","D","2","D",.,"A",.,"A","2","D","1","D","1",.,"A",.,"A","28","06","1997",.,"A","1","D",.,"A",2,"D","2","D",1,.,"A","2","D",,"A",0,"D",6,"D",.,"A",.,.,79772.984,.,112857.031,.,.,90127.003,87860.102,92789.378,.,118929.321,88575.852,107406.964,124429.805,152947.587,.,.,.,93463.879,.,143839.555,94266.08,143932.888,.,.,.,.,.,89822.363,.,.,.,76636.857,81874.901,.,81394.367,.,131861.304,96846.794,.,117689.144,96127.385,.,126.04,57.5,6.93,6.55,18.73,2.69,2.98,0,0,0,4.14,5.51,0,1.51,1.47,2.93,1.18,0,0,2.88,68.54,9.1,0,5.44,0,0,23.86,16.98,1,"D",.,"A","0","D","10","06","D",.,"A",.,"A",.,"A",,"A"
76301,.,"A",.,"A",.,"A",64,"D",61,"D","2","2","D","01","D",.,"A","6","D",0,"D","11","D","12","D",,"A","1","D",3,"D","5","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",11806,"D",11806,"D",42420.422,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",11806,"D",0,"D",0,"D",0,"D",.,"A",40,"D",0.174132,"D",.,"A",.,"A",0,"D",652,"D",150,"D",652,"D",150,"D",.,"A","1","D",2,"D",11806,"D",.,"A","12","D","4","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D","01",,"A","5",.,"A","1","D","2","D","1","D","1","D","1","D",.,"A",.,"A","1","D","2","D","2",.,"A",.,"A","25","06","1997",.,"A","1","D",.,"A",2,"D","1","D",1,.,"A","1","D",,"A",0,"D",52,"D",.,"A",.,.,54320.981,81953.531,.,84709.481,.,73783.465,74384.172,.,75446.945,58806.675,.,.,94306.814,.,56434.867,.,.,85421.03,78443.621,82637.002,.,95432.153,64931.422,98782.716,76549.096,68602.785,.,.,.,77521.45,.,70284.953,51743.204,75243.702,.,.,.,.,.,74465.85,.,.,42.71,23.21,0,0,0,0,1.86,0,0,0,0,0,21.35,0,0,0,0,0,0,0,19.5,0,8,0,1.59,0,0,3.19,1,"D",.,"A","0","D","03","36","R",.,"A",.,"A",.,"A","1","D"
