"NEWID","ADDFEDX","ADDFEDX_","ADDOTHX","ADDOTHX_","ADDSTAX","ADDSTAX_","AGE_REF","AGE_REF_","AGE2","AGE2_","BLS_URBN","CUTENURE","CUTE_URE","DESCRIP","DESCRIP_","DIVX","DIVX_","EARNCOMP","EARN_OMP","EARNX","EARNX_","EDUC_REF","EDUC0REF","EDUCA2","EDUCA2_","EMPLTYP1","EMPL_YP1","EMPLTYP2","EMPL_YP2","FAM_SIZE","FAM__IZE","FAM_TYPE","FAM__YPE","FBSNSX","FBSNSX_","FD_STMPS","FD_S_MPS","FEDREFX","FEDREFX_","FFARMX","FFARMX_","FFEDTXX","FFEDTXX_","FGVX","FGVX_","FINCAFTX","FINC_FTX","FINCBEFX","FINC_EFX","FINLWT21","FIRAX","FIRAX_","FJSSDEDX","FJSS_EDX","FPVTX","FPVTX_","FREEMLX","FREEMLX_","FRRX","FRRX_","FS_AMT1","FS_AMT1_","FS_AMT2","FS_AMT2_","FS_AMT3","FS_AMT3_","FS_AMT4","FS_AMT4_","FS_AMT5","FS_AMT5_","FS_AMT6","FS_AMT6_","FS_AMT7","FS_AMT7_","FS_DATE1","FS_D_TE1","FS_DATE2","FS_D_TE2","FS_DATE3","FS_D_TE3","FS_DATE4","FS_D_TE4","FS_DATE5","FS_D_TE5","FS_DATE6","FS_D_TE6","FS_DATE7","FS_D_TE7","FS_MTHI","FS_MTHI_","FSS_RRX","FSS_RRX_","FSTATXX","FSTATXX_","FSUPPX","FSUPPX_","FWAGEX","FWAGEX_","HRSPRWK1","HRSP_WK1","HRSPRWK2","HRSP_WK2","INC_RNKU","INC__NKU","INSREFX","INSREFX_","INTX","INTX_","JFS_AMT","JFS_AMT_","JGRCFDMV","JGRC_DMV","JGRCFDWK","JGRC_DWK","JGROCYMV","JGRO_YMV","JGROCYWK","JGRO_YWK","LUMPX","LUMPX_","MARITAL1","MARI_AL1","NO_EARNR","NO_E_RNR","NONERNX","NONERNX_","OCCEXPNX","OCCE_PNX","OCCULIS2","OCCU_IS2","ORIGIN1","ORIGIN1_","ORIGIN2","ORIGIN2_","OTHINX","OTHINX_","OTHRECX","OTHRECX_","OTHREFX","OTHREFX_","OTHRNTX","OTHRNTX_","PENSIONX","PENS_ONX","PERSLT18","PERS_T18","PERSOT64","PERS_T64","PERSTAX","PERSTAX_","PICK_UP","OCCULIS1","OCCU_IS1","POPSIZE","PTAXREFX","PTAX_EFX","RACE2","RACE2_","REC_FS","REC_FS_","REF_RACE","REF__ACE","REGION","REGION_","RESPSTAT","RESP_TAT","ROOMX","ROOMX_","SALEX","SALEX_","SEX_REF","SEX_REF_","SEX2","SEX2_","SMSASTAT","SSREFX","SSREFX_","STATREFX","STAT_EFX","STRTDAY","STRTMNTH","STRTYEAR","TAXPROPX","TAXP_OPX","TYPOWND","TYPOWND_","UNEMPX","UNEMPX_","VEHQ","VEHQ_","WEEKI","WEEKI_","WEEKN","WELFRX","WELFRX_","WHYNWRK1","WHYN_RK1","WHYNWRK2","WHYN_RK2","WK_WRKD1","WK_W_KD1","WK_WRKD2","WK_W_KD2","WRKRSX","WRKRSX_","WTREP01","WTREP02","WTREP03","WTREP04","WTREP05","WTREP06","WTREP07","WTREP08","WTREP09","WTREP10","WTREP11","WTREP12","WTREP13","WTREP14","WTREP15","WTREP16","WTREP17","WTREP18","WTREP19","WTREP20","WTREP21","WTREP22","WTREP23","WTREP24","WTREP25","WTREP26","WTREP27","WTREP28","WTREP29","WTREP30","WTREP31","WTREP32","WTREP33","WTREP34","WTREP35","WTREP36","WTREP37","WTREP38","WTREP39","WTREP40","WTREP41","WTREP42","WTREP43","WTREP44","FOODTOT","FOODHOME","CEREAL","BAKEPROD","BEEF","PORK","OTHMEAT","POULTRY","SEAFOOD","EGGS","MILKPROD","OTHDAIRY","FRSHFRUT","FRSHVEG","PROCFRUT","PROCVEG","SWEETS","NONALBEV","OILS","MISCFOOD","FOODAWAY","ALCBEV","SMOKSUPP","PET_FOOD","PERSPROD","PERSSERV","DRUGSUPP","HOUSKEEP","HH_CU_Q","HH_CU_Q_","HHID","HHID_","CHILDAGE","CHIL_AGE","INCLASS","STATE","STATE_","CHDOTHX","CHDOTHX_","ALIOTHX","ALIOTHX_","CHDLMPX","CHDLMPX_","POVERTY","POVERTY_"
135622,80,"D",.,"A",36,"D",59,"D",57,"D","1","5","D","01","D",.,"A","2","D",24000,"D","13","D","12","D","1","D","1","D",2,"D","1","D",0,"D",,"A",.,"A",0,"D",2331,"D",0,"D",20216,"D",24000,"D",17967.542,0,"D",1836,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",1337,"D",0,"D",24000,"D",40,"D",40,"D",0.3911241,"D",.,"A",.,"A",0,"D",370,"D",85,"D",435,"D",100,"D",.,"A","1","D",2,"D",0,"D",.,"A","04","D","4","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",3784,"D","01","07","D","2",.,"A","1","D","2","D","1","D","4","D","1","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","30","06","1998",.,"A",,"A",.,"A",2,"D","2","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",30158.379,43699.067,.,36781.097,36590.407,.,.,.,35385.309,.,.,.,.,.,39711.071,28884.315,48682.081,.,28819.076,.,.,.,37408.893,26350.86,27579.075,40661.906,29841.26,.,40746.283,29448.811,37169.898,.,.,37024.465,.,40614.629,.,.,37052.73,.,.,40956.698,37332.89,.,88.57,73.69,3.96,6.05,0,0,0,0,0,1.76,1.23,2.64,19.98,5,3.32,0.88,9.25,0,10.02,9.6,14.88,0,0,0,0,0,281,6.4,1,"D",.,"A","0","D","05","41","D",.,"A",.,"A",.,"A","2","D"
135631,2000,"D",.,"A",.,"A",46,"D",46,"D","2","1","D","01","D",.,"A","2","D",80000,"D","12","D","14","D","1","D","2","D",2,"D","1","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",78510,"D",80100,"D",34758.252,0,"D",6121,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",80000,"D",50,"D",40,"D",0.8917055,"D",.,"A",100,"D",0,"D",304,"D",70,"D",478,"D",110,"D",.,"A","1","D",2,"D",100,"D",300,"D","03","D","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",1590,"D","01","11","D","5",.,"A","1","D","2","D","1","D","2","D","1","D",.,"A",.,"A","1","D","2","D","2",.,"A",500,"D","17","04","1998",90,"D","1","D",.,"A",3,"D","1","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",.,48612.253,97485.844,73531.455,.,.,.,.,.,73403.139,.,.,.,90435.355,95097.563,.,98314.563,.,76730.344,88003.361,.,61950.894,79927.563,.,.,102218.996,.,95567.501,.,.,80797.151,78393.597,91150.742,.,81874.635,104128.19,89340.043,72505.374,75153.822,.,.,.,101913.143,.,119.88998,119.88998,4.22277,11.55685,9.5911,14.7279,2.07399,9.12746,5.33728,1.30435,3.29342,4.21057,6.93949,2.2236,5.44175,5.55661,6.8284,4.23099,2.2327,20.99075,0,5.47,0,102.17,49,0,0,0,1,"D",.,"A","0","D","09",,"T",.,"A",.,"A",.,"A","2","D"
135632,2000,"D",.,"A",.,"A",46,"D",46,"D","2","1","D","01","D",.,"A","2","D",80000,"D","12","D","14","D","1","D","2","D",2,"D","1","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",78510,"D",80100,"D",34758.252,0,"D",6121,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",80000,"D",50,"D",40,"D",0.8921442,"D",.,"A",100,"D",0,"D",304,"D",70,"D",478,"D",110,"D",.,"A","1","D",2,"D",100,"D",300,"D","03","D","1","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",1590,"D","01","11","D","5",.,"A","1","D","2","D","1","D","2","D","1","D",.,"A",.,"A","1","D","2","D","2",.,"A",500,"D","24","04","1998",90,"D","1","D",.,"A",3,"D","2","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",.,48612.253,97485.844,73531.455,.,.,.,.,.,73403.139,.,.,.,90435.355,95097.563,.,98314.563,.,76730.344,88003.361,.,61950.894,79927.563,.,.,102218.996,.,95567.501,.,.,80797.151,78393.597,91150.742,.,81874.635,104128.19,89340.043,72505.374,75153.822,.,.,.,101913.143,.,70.96001,47.96001,3.88471,4.47023,0,0,1.90795,0,11.52232,0,1.87252,4.89749,1.72195,0,1.294,2.5617,4.55237,6.25512,1.42203,1.59762,23,0,0,0,4.24,0,0,0,1,"D",.,"A","0","D","09",,"T",.,"A",.,"A",.,"A","2","D"
135641,.,"A",.,"A",.,"A",50,"D",.,"D","1","4","D","01","D",.,"A","1","D",0,"D","12","D",,"A","1","D",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",49962.59,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",40,"D",.,"A",.,"A",.,"A",.,"A",0,"D",130,"D",30,"D",174,"D",40,"D",.,"A","3","D",1,"D",0,"D",.,"A",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D","01","07","D","1",.,"A",,"A","2","D","1","D","3","D","2","D",.,"A",.,"A","2","D",,"A","1",.,"A",.,"A","09","06","1998",.,"A",,"A",.,"A",1,"D","1","D",2,.,"A",,"A",,"A",38,"D",.,"A",.,"A",.,105416.635,.,106936.549,94577.65,94588.276,.,.,.,.,.,91560.471,.,.,.,90185.702,111411.866,.,92930.52,.,101119.265,86183.668,.,88095.719,71862.542,.,.,112174.124,.,95464.392,.,.,102220.379,92609.734,110391.3,.,126865.555,114231.235,97945.989,91746.145,79751.693,.,.,.,27.44905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.44905,0,29.48,0,6.23587,0,7.01338,11.16198,1,"D",.,"A","0","D","10","48","D",.,"A",.,"A",.,"A",,"A"
135642,.,"A",.,"A",.,"A",50,"D",.,"D","1","4","D","01","D",.,"A","1","D",0,"D","12","D",,"A","1","D",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",49962.59,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",40,"D",.,"A",.,"A",.,"A",.,"A",0,"D",130,"D",30,"D",174,"D",40,"D",.,"A","3","D",1,"D",0,"D",.,"A",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D","01","07","D","1",.,"A",,"A","2","D","1","D","3","D","2","D",.,"A",.,"A","2","D",,"A","1",.,"A",.,"A","16","06","1998",.,"A",,"A",.,"A",1,"D","2","D",2,.,"A",,"A",,"A",38,"D",.,"A",.,"A",.,105416.635,.,106936.549,94577.65,94588.276,.,.,.,.,.,91560.471,.,.,.,90185.702,111411.866,.,92930.52,.,101119.265,86183.668,.,88095.719,71862.542,.,.,112174.124,.,95464.392,.,.,102220.379,92609.734,110391.3,.,126865.555,114231.235,97945.989,91746.145,79751.693,.,.,.,77.25999,51.08,0,0,0,0,0,0,0,0,0,0,0,51.08,0,0,0,0,0,0,26.17999,0,20.40999,3.5,0,0,28.42,17.04999,1,"D",.,"A","0","D","10","48","D",.,"A",.,"A",.,"A",,"A"
135651,.,"A",.,"A",.,"A",71,"D",66,"D","2","2","D","01","D",.,"A","1","D",0,"D","12","D","12","D","1","D",,"A",2,"D","1","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",52526.903,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",10,"D",.,"A",.,"A",.,"A",.,"A",0,"D",370,"D",85,"D",370,"D",85,"D",.,"A","1","D",1,"D",0,"D",.,"A",,"A","4","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",2,"D",0,"D","01","01","D","5",.,"A","1","D","2","D","1","D","3","D","2","D",.,"A",.,"A","1","D","2","D","2",.,"A",.,"A","19","05","1998",.,"A","1","D",.,"A",1,"D","1","D",2,.,"A",,"A","1","D",48,"D",0,"D",.,"A",.,.,118868.137,98337.813,94698.579,99249.112,104048.56,.,.,.,111611.128,.,99823.431,117694.622,95227.802,.,.,.,.,.,96208.285,.,.,.,124228.874,110008.873,.,146969.835,.,103446.622,107658.443,.,135524.232,107484.048,.,.,113880.588,.,132237.329,.,.,95430.625,115429.584,91420.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"D",.,"A","0","D","10",,"T",.,"A",.,"A",.,"A",,"A"
135652,.,"A",.,"A",.,"A",71,"D",66,"D","2","2","D","01","D",.,"A","1","D",0,"D","12","D","12","D","1","D",,"A",2,"D","1","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",52526.903,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",10,"D",.,"A",.,"A",.,"A",.,"A",0,"D",370,"D",85,"D",370,"D",85,"D",.,"A","1","D",1,"D",0,"D",.,"A",,"A","4","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",2,"D",0,"D","01","01","D","5",.,"A","1","D","2","D","1","D","3","D","2","D",.,"A",.,"A","1","D","2","D","2",.,"A",.,"A","26","05","1998",.,"A","1","D",.,"A",1,"D","2","D",2,.,"A",,"A","1","D",48,"D",0,"D",.,"A",.,.,118868.137,98337.813,94698.579,99249.112,104048.56,.,.,.,111611.128,.,99823.431,117694.622,95227.802,.,.,.,.,.,96208.285,.,.,.,124228.874,110008.873,.,146969.835,.,103446.622,107658.443,.,135524.232,107484.048,.,.,113880.588,.,132237.329,.,.,95430.625,115429.584,91420.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,1,"D",.,"A","0","D","10",,"T",.,"A",.,"A",.,"A",,"A"
135661,.,"A",.,"A",.,"A",40,"D",41,"D","1","1","D","01","D",.,"C","2","D",0,"D","15","D","14","D","1","D","1","D",4,"D","2","D",0,"D",,"A",.,"C",0,"D",0,"D",0,"D",0,"D",0,"D",32259.703,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",50,"D",32,"D",.,"A",.,"A",.,"C",0,"D",370,"D",85,"D",391,"D",90,"D",.,"A","1","D",2,"D",0,"D",.,"B","03","D","4","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",2,"D",0,"D",0,"D","01","03","D","2",.,"A","1","D","2","D","1","D","4","D","2","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","18","05","1998",.,"A","1","D",.,"A",4,"D","1","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",.,.,51702.376,.,.,63591.541,62388.957,49816.422,.,67200.38,64069.998,50936.644,69333.308,55523.823,.,.,.,69794.733,.,57312.366,48120.476,58708.317,.,.,.,.,.,59693.321,.,.,.,80632.052,61715.007,.,43875.455,.,63444.235,51882.418,.,57561.622,71479.915,.,.,75681.726,79.53998,59.21997,4.29478,8.99781,3.55682,0,4.85389,0,0,1.30071,2.02979,9.26883,2.01744,3.7257,1.63262,0,2.11912,12.33391,0,3.08855,20.32001,0,0,0,5.79,0,22.25,36.33,1,"D",.,"A","1","D","10","53","D",.,"A",.,"A",.,"A",,"A"
135662,.,"A",.,"A",.,"A",40,"D",41,"D","1","1","D","01","D",.,"C","2","D",0,"D","15","D","14","D","1","D","1","D",4,"D","2","D",0,"D",,"A",.,"C",0,"D",0,"D",0,"D",0,"D",0,"D",32259.703,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",50,"D",32,"D",.,"A",.,"A",.,"C",0,"D",370,"D",85,"D",391,"D",90,"D",.,"A","1","D",2,"D",0,"D",.,"B","03","D","4","D","4","D",.,"A",0,"D",.,"A",.,"A",.,"A",2,"D",0,"D",0,"D","01","03","D","2",.,"A","1","D","2","D","1","D","4","D","2","D",.,"A",.,"A","1","D","2","D","1",.,"A",.,"A","25","05","1998",.,"A","1","D",.,"A",4,"D","2","D",2,.,"A",,"A",,"A",52,"D",52,"D",.,"A",.,.,51702.376,.,.,63591.541,62388.957,49816.422,.,67200.38,64069.998,50936.644,69333.308,55523.823,.,.,.,69794.733,.,57312.366,48120.476,58708.317,.,.,.,.,.,59693.321,.,.,.,80632.052,61715.007,.,43875.455,.,63444.235,51882.418,.,57561.622,71479.915,.,.,75681.726,286.33999,66.95999,1.33,24.27,0,0,1.99,0,0,1.17,7.35,2.5,7.22,0,0,0,5.59,1.06999,0,14.47,219.38,90,0,0,16.28,0,0.91,7.71,1,"D",.,"A","1","D","10","53","D",.,"A",.,"A",.,"A",,"A"
135671,.,"A",.,"A",.,"A",30,"D",.,"D","1","4","D","01","D",.,"A","1","D",20200,"D","17","D",,"A","3","D",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",20200,"D",20200,"D",56146.474,0,"D",1545,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",20200,"D",60,"D",.,"A",0.3489775,"D",.,"A",.,"A",0,"D",130,"D",30,"D",152,"D",35,"D",.,"A","5","D",1,"D",0,"D",.,"A",,"A","1","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D","01","03","D","3",.,"A",,"A","2","D","1","D","2","D","1","D",.,"A",.,"A","2","D",,"A","1",.,"A",.,"A","27","06","1998",.,"A",,"A",.,"A",1,"D","1","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",97677.846,.,102927.42,129413.631,114409.96,112987.373,114731.221,.,121206.632,106001.711,119040.576,.,.,112641.999,.,98564.441,.,.,113369.366,.,.,108815.164,104028.007,.,92919.795,.,108514.644,109022.202,.,.,.,124706.66,.,.,.,.,.,123217.288,112238.248,112498.726,.,112541.999,.,.,70.08,37.76,0.69,5.36,0,0,2.81,0,0,0,0,6.85,7.4,3.86,0,2.18,0,0.59,0,8.02,32.32,0,0,0,0,0,0,9.37,1,"D",.,"A","0","D","05","55","D",.,"A",.,"A",.,"A","2","D"
135672,.,"A",.,"A",.,"A",30,"D",.,"D","1","4","D","01","D",.,"A","1","D",20200,"D","17","D",,"A","3","D",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",20200,"D",20200,"D",56146.474,0,"D",1545,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",20200,"D",60,"D",.,"A",0.3496861,"D",.,"A",.,"A",0,"D",130,"D",30,"D",152,"D",35,"D",.,"A","5","D",1,"D",0,"D",.,"A",,"A","1","D",,"A",.,"A",0,"D",.,"A",.,"A",.,"A",0,"D",0,"D",0,"D","01","03","D","3",.,"A",,"A","2","D","1","D","2","D","1","D",.,"A",.,"A","2","D",,"A","1",.,"A",.,"A","04","07","1998",.,"A",,"A",.,"A",1,"D","2","D",2,.,"A",,"A",,"A",52,"D",.,"A",.,"A",97677.846,.,102927.42,129413.631,114409.96,112987.373,114731.221,.,121206.632,106001.711,119040.576,.,.,112641.999,.,98564.441,.,.,113369.366,.,.,108815.164,104028.007,.,92919.795,.,108514.644,109022.202,.,.,.,124706.66,.,.,.,.,.,123217.288,112238.248,112498.726,.,112541.999,.,.,34.7,0.75,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,33.95,3.49999,0,0,0,0,0,5.04,1,"D",.,"A","0","D","05","55","D",.,"A",.,"A",.,"A","2","D"
135681,.,"C",.,"A",.,"C",67,"D",.,"D","1","3","D","01","D",.,"A","1","D",32000,"D","13","D",,"A","5","D",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",42300,"D",42300,"D",21772.848,0,"D",2448,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",5500,"D",0,"D",0,"D",32000,"D",30,"D",.,"A",0.6179452,"D",.,"A",.,"A",0,"D",.,"B",.,"B",.,"B",.,"B",.,"A","2","D",1,"D",10300,"D",.,"A",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",4800,"D",0,"D",1,"D",0,"D","01","01","D","2",.,"A",,"A","2","D","1","D","4","D","1","D",.,"A",.,"A","1","D",,"A","1",.,"A",.,"A","20","06","1998",.,"A","1","D",.,"A",2,"D","1","D",2,.,"A",,"A",,"A",40,"D",.,"A",.,"A",.,.,42102.343,.,.,39234.068,46030.04,40718.264,.,42614.801,40941.911,43295.162,45720.814,44844.359,.,.,.,42530.32,.,46053.185,46695.308,45738.008,.,.,.,.,.,47577.553,.,.,.,46407.117,48744.308,.,45191.093,.,43334.366,42986.576,.,41097.203,39745.14,.,.,37308.226,249.90999,55.50999,1.41355,5.23898,4.40846,0,0,0,1.80543,1.23471,4.674,7.95648,1.77188,2.61436,0,0.98351,3.79112,8.80594,0,10.81157,194.4,0,0,0,2.99,0,0,20.08,2,"D",15,"D","0","D","07","41","D",.,"A",.,"A",.,"A","2","D"
135682,.,"C",.,"A",.,"C",67,"D",.,"D","1","3","D","01","D",.,"A","1","D",32000,"D","13","D",,"A","5","D",,"A",1,"D","8","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",42300,"D",42300,"D",21772.848,0,"D",2448,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",5500,"D",0,"D",0,"D",32000,"D",30,"D",.,"A",0.61822,"D",.,"A",.,"A",0,"D",.,"B",.,"B",.,"B",.,"B",.,"A","2","D",1,"D",10300,"D",.,"A",,"A","4","D",,"A",.,"A",0,"D",.,"A",.,"A",4800,"D",0,"D",1,"D",0,"D","01","01","D","2",.,"A",,"A","2","D","1","D","4","D","1","D",.,"A",.,"A","1","D",,"A","1",.,"A",.,"A","27","06","1998",.,"A","1","D",.,"A",2,"D","2","D",2,.,"A",,"A",,"A",40,"D",.,"A",.,"A",.,.,42102.343,.,.,39234.068,46030.04,40718.264,.,42614.801,40941.911,43295.162,45720.814,44844.359,.,.,.,42530.32,.,46053.185,46695.308,45738.008,.,.,.,.,.,47577.553,.,.,.,46407.117,48744.308,.,45191.093,.,43334.366,42986.576,.,41097.203,39745.14,.,.,37308.226,118.64998,18.97999,0,3.47323,0,0,0,0,0,1.27869,1.23321,8.16463,0,1.13306,0,1.02443,0,0,0,2.67274,99.66999,0,0,0,0,0,0,16.81596,2,"D",15,"D","0","D","07","41","D",.,"A",.,"A",.,"A","2","D"
135691,.,"A",.,"A",.,"A",26,"D",30,"D","1","1","D","01","D",.,"A","1","D",0,"D","12","D","12","D","1","D",,"A",3,"D","2","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",30813.716,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",40,"D",.,"A",.,"A",.,"A",.,"A",0,"D",217,"D",50,"D",370,"D",85,"D",.,"A","1","D",1,"D",0,"D",.,"A",,"A","2","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",0,"D","01","01","D","2",.,"A","1","D","2","D","1","D","3","D","2","D",.,"A",.,"A","2","D","1","D","1",.,"A",.,"A","28","05","1998",.,"A","1","D",.,"A",2,"D","1","D",2,.,"A",,"A","3","D",26,"D",0,"D",.,"A",.,.,52543.852,.,66485.984,59383.329,69144.745,.,.,.,.,.,64024.472,.,.,.,55594.033,57964.518,.,54611.685,.,63687.3,47095.104,.,67348.947,58863.845,.,.,68771.356,.,56082.719,.,.,61923.025,57651.082,55502.816,.,61664.944,57427.278,59522.368,57968.854,65298.381,.,.,84.32997,84.32997,3.18,6.46,0,8.6,2.12,0,0,0,3.48,12.41,6.48,4.98998,0,0,3.07,14.04999,6.69,12.8,0,1.78,0,0,3.48,0,15.83,23.18,1,"D",.,"A","1","D","10","12","D",.,"A",.,"A",.,"A",,"A"
135692,.,"A",.,"A",.,"A",26,"D",30,"D","1","1","D","01","D",.,"A","1","D",0,"D","12","D","12","D","1","D",,"A",3,"D","2","D",0,"D",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",0,"D",30813.716,0,"D",0,"D",0,"D",.,"A",0,"D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",.,"A",0,"D",0,"D",0,"D",0,"D",40,"D",.,"A",.,"A",.,"A",.,"A",0,"D",217,"D",50,"D",370,"D",85,"D",.,"A","1","D",1,"D",0,"D",.,"A",,"A","2","D","1","D",.,"A",0,"D",.,"A",.,"A",.,"A",1,"D",0,"D",0,"D","01","01","D","2",.,"A","1","D","2","D","1","D","3","D","2","D",.,"A",.,"A","2","D","1","D","1",.,"A",.,"A","04","06","1998",.,"A","1","D",.,"A",2,"D","2","D",2,.,"A",,"A","3","D",26,"D",0,"D",.,"A",.,.,52543.852,.,66485.984,59383.329,69144.745,.,.,.,.,.,64024.472,.,.,.,55594.033,57964.518,.,54611.685,.,63687.3,47095.104,.,67348.947,58863.845,.,.,68771.356,.,56082.719,.,.,61923.025,57651.082,55502.816,.,61664.944,57427.278,59522.368,57968.854,65298.381,.,.,92.96995,92.96995,0,14.1,18.63,3.82,8.71,6.94,0,0.95,1.74,4.77,5.64,4.69999,0,5.06999,0,7.03,1.04999,9.81998,0,0,0,0,1.91,0,0,4.88,1,"D",.,"A","1","D","10","12","D",.,"A",.,"A",.,"A",,"A"
