INC_RNKM,INC_RNK5,INC_RNK4,INC_RNK3,INC_RNK2,INC_RNK1,INC_RANK,NEWID,AGE_REF,AGE_REF_,AGE2,AGE2_,BLS_URBN,CUTENURE,CUTE_URE,DESCRIP,DESCRIP_,EARNCOMP,EARN_OMP,EDUC_REF,EDUC0REF,EDUCA2,EDUCA2_,EMPLTYP1,EMPL_YP1,EMPLTYP2,EMPL_YP2,FAM_SIZE,FAM__IZE,FAM_TYPE,FAM__YPE,FGVX,FGVX_,FINCBEFX,FINC_EFX,FINLWT21,FIRAX,FIRAX_,FJSSDEDX,FJSS_EDX,FPVTX,FPVTX_,FREEMLX,FREEMLX_,FRRX,FRRX_,FS_MTHI,FS_MTHI_,FSS_RRX,FSS_RRX_,FSUPPX,FSUPPX_,FWAGEX,FWAGEX_,HRSPRWK1,HRSP_WK1,HRSPRWK2,HRSP_WK2,JFS_AMT,JFS_AMT_,JGRCFDMV,JGRC_DMV,JGRCFDWK,JGRC_DWK,JGROCYMV,JGRO_YMV,JGROCYWK,JGRO_YWK,LUMPX,LUMPX_,MARITAL1,MARI_AL1,NO_EARNR,NO_E_RNR,OCCEXPNX,OCCE_PNX,OCCULIS2,OCCU_IS2,OTHINX,OTHINX_,OTHRECX,OTHRECX_,PERSLT18,PERS_T18,PERSOT64,PERS_T64,OCCULIS1,OCCU_IS1,POPSIZE,RACE2,RACE2_,REC_FS,REC_FS_,REF_RACE,REF__ACE,REGION,SEX_REF,SEX_REF_,SEX2,SEX2_,SMSASTAT,STRTMNTH,STRTYEAR,TYPOWND,TYPOWND_,VEHQ,VEHQ_,WEEKI,WEEKI_,WEEKN,WELFRX,WELFRX_,WHYNWRK1,WHYN_RK1,WHYNWRK2,WHYN_RK2,WK_WRKD1,WK_W_KD1,WK_WRKD2,WK_W_KD2,WTREP01,WTREP02,WTREP03,WTREP04,WTREP05,WTREP06,WTREP07,WTREP08,WTREP09,WTREP10,WTREP11,WTREP12,WTREP13,WTREP14,WTREP15,WTREP16,WTREP17,WTREP18,WTREP19,WTREP20,WTREP21,WTREP22,WTREP23,WTREP24,WTREP25,WTREP26,WTREP27,WTREP28,WTREP29,WTREP30,WTREP31,WTREP32,WTREP33,WTREP34,WTREP35,WTREP36,WTREP37,WTREP38,WTREP39,WTREP40,WTREP41,WTREP42,WTREP43,WTREP44,FOODTOT,FOODHOME,CEREAL,BAKEPROD,BEEF,PORK,OTHMEAT,POULTRY,SEAFOOD,EGGS,MILKPROD,OTHDAIRY,FRSHFRUT,FRSHVEG,PROCFRUT,PROCVEG,SWEETS,NONALBEV,OILS,MISCFOOD,FOODAWAY,ALCBEV,SMOKSUPP,PET_FOOD,PERSPROD,PERSSERV,DRUGSUPP,HOUSKEEP,HH_CU_Q,HH_CU_Q_,HHID,HHID_,CHILDAGE,CHIL_AGE,STATE,INC__ANK,CUID,HORREF1,HORREF1_,HORREF2,HORREF2_,FGVXM,FGVXM_,FINCBEFM,FINC_EFM,FINCBEF1,FINCBEF2,FINCBEF3,FINCBEF4,FINCBEF5,FINCBEFI,FJSSDEDM,FJSS_EDM,FJSSDED1,FJSSDED2,FJSSDED3,FJSSDED4,FJSSDED5,FPVTXM,FPVTXM_,FRRXM,FRRXM_,FS_AMTXM,FS_A_TXM,FS_AMTX1,FS_AMTX2,FS_AMTX3,FS_AMTX4,FS_AMTX5,FS_AMTXI,FSS_RRXM,FSS__RXM,FSS_RRX1,FSS_RRX2,FSS_RRX3,FSS_RRX4,FSS_RRX5,FSS_RRXI,FSUPPXM,FSUPPXM_,FSUPPX1,FSUPPX2,FSUPPX3,FSUPPX4,FSUPPX5,FSUPPXI,FWAGEXM,FWAGEXM_,FWAGEX1,FWAGEX2,FWAGEX3,FWAGEX4,FWAGEX5,FWAGEXI,INC__NKM,JFS_AMTM,JFS__MTM,JFS_AMT1,JFS_AMT2,JFS_AMT3,JFS_AMT4,JFS_AMT5,OTHINXM,OTHINXM_,OTHINX1,OTHINX2,OTHINX3,OTHINX4,OTHINX5,OTHINXI,WELFRXM,WELFRXM_,WELFRX1,WELFRX2,WELFRX3,WELFRX4,WELFRX5,WELFRXI,PICKCODE,LUMPB,LUMPB_,LUMPBX,LUMPBX_,OTHINB,OTHINB_,OTHINBX,OTHINBX_,WELFRB,WELFRB_,WELFRBX,WELFRBX_,PSU,HIGH_EDU,FSMPFRMX,FSMP_RMX,FSMPFRX1,FSMPFRX2,FSMPFRX3,FSMPFRX4,FSMPFRX5,FSMPFRXI,FSMPFRXM,INTRDVB,INTRDVB_,INTRDVBX,INTR_VBX,INTRDVX,INTRDVX_,INTRDVX1,INTRDVX2,INTRDVX3,INTRDVX4,INTRDVX5,INTRDVXI,INTRDVXM,NETRENTB,NETR_NTB,NETRENTX,NETR_NTX,NETRNTBX,NETR_TBX,NETRENT1,NETRENT2,NETRENT3,NETRENT4,NETRENT5,NETRENTI,NETRENTM,OTHREGB,OTHREGB_,OTHREGBX,OTHR_GBX,OTHREGX,OTHREGX_,OTHREGX1,OTHREGX2,OTHREGX3,OTHREGX4,OTHREGX5,OTHREGXI,OTHREGXM,RETSRVBX,RETS_VBX,RETSURVB,RETS_RVB,RETSURVX,RETS_RVX,RETSURV1,RETSURV2,RETSURV3,RETSURV4,RETSURV5,RETSURVI,RETSURVM,ROYESTB,ROYESTB_,ROYESTBX,ROYE_TBX,ROYESTX,ROYESTX_,ROYESTX1,ROYESTX2,ROYESTX3,ROYESTX4,ROYESTX5,ROYESTXI,ROYESTXM,FSMP_RXM,INTR_VXM,NETR_NTM,OTHR_GXM,RETS_RVM,ROYE_TXM,DIVISION,REFGEN,HISP_REF,HISP2
0.3636213,0.3649539,0.3839250,0.3540295,0.4112046,0.3494626,0.4603677,04362691,40,D,,A,1,4,D,01,D,1,D,12,D,,A,1,D,,A,1,D,8,D,0,D,43000,D,42724.199,0,D,3290,D,0,D,,A,0,D,,A,0,D,0,D,43000,D,40,D,,A,0,D,109,D,25,D,130,D,30,D,,A,5,,1,D,,A,,A,,A,0,D,0,D,0,D,10,D,3,,A,2,D,1,D,1,1,D,,A,1,01,2020,,A,,A,1,D,2,,A,,A,,A,52,D,,A,109597.170,,,77138.876,,,84779.943,,97105.326,,,92686.412,84360.340,89141.737,,109670.180,92829.012,119256.402,102980.088,90049.750,,,,91683.177,,110926.297,89181.614,87848.442,,,,,,90184.069,,,,88732.423,107709.837,,91976.791,,91926.116,88052.240,36.08000,8.27000,0.00000,2.26000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.79000,1.22000,0.00000,0.00000,0.00000,27.81000,11.29000,35.40000,0.00000,0.00000,0.00000,0.00000,0.00000,1,D,,A,0,D,25,D,436269,,A,,A,0,D,43283.6,D,41003,48052,40792,44662,41909,301,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,43283.6,D,41003,48052,40792,44662,41909,301,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,12,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,1,4,2,
0.3892697,0.3761729,0.3540782,0.4315854,0.3989749,0.4022284,0.4628866,04362692,40,D,,A,1,4,D,01,D,1,D,12,D,,A,1,D,,A,1,D,8,D,0,D,43000,D,42724.199,0,D,3290,D,0,D,,A,0,D,,A,0,D,0,D,43000,D,40,D,,A,0,D,109,D,25,D,130,D,30,D,,A,5,,1,D,,A,,A,,A,0,D,0,D,0,D,10,D,3,,A,2,D,1,D,1,1,D,,A,1,01,2020,,A,,A,2,D,2,,A,,A,,A,52,D,,A,109597.170,,,77138.876,,,84779.943,,97105.326,,,92686.412,84360.340,89141.737,,109670.180,92829.012,119256.402,102980.088,90049.750,,,,91683.177,,110926.297,89181.614,87848.442,,,,,,90184.069,,,,88732.423,107709.837,,91976.791,,91926.116,88052.240,50.91000,42.95000,5.99000,4.96000,0.00000,0.00000,8.15000,5.99000,0.00000,1.49000,3.29000,2.49000,2.69000,6.90000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,7.96000,7.99000,12.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,D,,A,0,D,25,D,436269,,A,,A,0,D,45726.4,D,47990,46890,49744,40709,43299,301,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,45726.4,D,47990,46890,49744,40709,43299,301,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,12,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,1,4,2,
0.1556202,0.1646182,0.1670008,0.1666973,0.1648052,0.1616186,0.2688555,04362721,87,T,,A,1,2,D,01,D,8,D,13,D,,A,,A,,A,1,D,8,D,0,D,19835,D,54618.006,541,D,0,D,0,D,,A,0,D,,A,17335,D,0,D,0,D,,A,,A,0,D,239,D,55,D,261,D,60,D,,A,2,,0,D,,A,,A,,A,0,D,0,D,1,D,,A,4,,A,2,D,1,D,4,2,D,,A,1,01,2020,1,D,1,D,1,D,2,,A,1,D,,A,0,D,,A,,,103919.740,98587.378,,111041.772,,93374.461,96042.502,,,,114028.618,,,,,,102336.865,93476.437,92354.525,,135906.598,,,,108562.497,112410.623,101888.085,107062.600,108434.617,,103436.907,104324.177,129014.400,,,104366.346,,105333.962,,,104036.382,104661.223,51.23000,51.23000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.19000,8.91000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,37.13000,0.00000,0.00000,0.00000,0.00000,0.00000,25.00000,0.00000,4.39000,1,D,,A,0,D,06,D,436272,,A,,A,0,D,19835.0,D,19835,19835,19835,19835,19835,100,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,17335.0,D,17335,17335,17335,17335,17335,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,13,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,2500,D,2500,2500,2500,2500,2500,100,2500,,A,,A,,A,,,,,,100,,D,A,A,A,D,A,9,1,2,
0.1552061,0.1642041,0.1665867,0.1662832,0.1643912,0.1612045,0.2684414,04362722,87,T,,A,1,2,D,01,D,8,D,13,D,,A,,A,,A,1,D,8,D,0,D,19835,D,54618.006,541,D,0,D,0,D,,A,0,D,,A,17335,D,0,D,0,D,,A,,A,0,D,239,D,55,D,261,D,60,D,,A,2,,0,D,,A,,A,,A,0,D,0,D,1,D,,A,4,,A,2,D,1,D,4,2,D,,A,1,01,2020,1,D,1,D,2,D,2,,A,1,D,,A,0,D,,A,,,103919.740,98587.378,,111041.772,,93374.461,96042.502,,,,114028.618,,,,,,102336.865,93476.437,92354.525,,135906.598,,,,108562.497,112410.623,101888.085,107062.600,108434.617,,103436.907,104324.177,129014.400,,,104366.346,,105333.962,,,104036.382,104661.223,22.15000,22.15000,0.00000,6.99000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6.29000,2.89000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.98000,0.00000,0.00000,0.00000,0.00000,0.00000,60.00000,0.00000,25.12000,1,D,,A,0,D,06,D,436272,,A,,A,0,D,19835.0,D,19835,19835,19835,19835,19835,100,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,17335.0,D,17335,17335,17335,17335,17335,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,13,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,2500,D,2500,2500,2500,2500,2500,100,2500,,A,,A,,A,,,,,,100,,D,A,A,A,D,A,9,1,2,
0.2671816,0.2770855,0.2803448,0.2750053,0.2725139,0.2748621,0.3711634,04362741,57,D,,A,1,1,D,01,D,7,D,15,D,,A,,A,,A,2,D,9,D,0,D,33250,D,25229.474,0,D,2295,D,0,D,,A,0,D,,A,0,D,0,D,30000,D,,A,,A,0,D,391,D,90,D,435,D,100,D,,A,5,,1,D,,A,,A,,A,0,D,0,D,0,D,,A,1,,A,2,D,2,D,3,2,D,,A,1,01,2020,1,D,2,D,1,D,2,,A,1,D,,A,0,D,,A,,,,36782.217,69733.910,60648.381,97405.166,37345.444,,39991.606,32079.511,24406.864,,,31978.102,,59066.933,,,74984.222,31914.191,,29334.005,42960.154,,71968.213,,70783.127,59308.346,,,,47415.739,,,,,,63451.231,44640.775,63610.923,,38764.454,,183.35000,140.11000,6.13000,0.86000,0.00000,0.00000,0.00000,48.35000,0.00000,0.00000,0.00000,10.47000,4.19000,20.38000,0.00000,0.00000,0.00000,0.00000,4.18000,45.55000,43.24000,0.00000,0.00000,0.00000,8.68000,0.00000,3.26000,22.80000,1,D,,A,7,D,13,D,436274,,A,,A,0,D,33250.0,D,33250,33250,33250,33250,33250,100,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,30000.0,D,30000,30000,30000,30000,30000,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S35C,15,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,3250,D,3250,3250,3250,3250,3250,100,3250,,A,,A,,A,,,,,,100,,D,A,A,A,D,A,5,3,2,
0.2673729,0.2772768,0.2805361,0.2751966,0.2727051,0.2750534,0.3713547,04362742,57,D,,A,1,1,D,01,D,7,D,15,D,,A,,A,,A,2,D,9,D,0,D,33250,D,25229.474,0,D,2295,D,0,D,,A,0,D,,A,0,D,0,D,30000,D,,A,,A,0,D,391,D,90,D,435,D,100,D,,A,5,,1,D,,A,,A,,A,0,D,0,D,0,D,,A,1,,A,2,D,2,D,3,2,D,,A,1,02,2020,1,D,2,D,2,D,2,,A,1,D,,A,0,D,,A,,,,36782.217,69733.910,60648.381,97405.166,37345.444,,39991.606,32079.511,24406.864,,,31978.102,,59066.933,,,74984.222,31914.191,,29334.005,42960.154,,71968.213,,70783.127,59308.346,,,,47415.739,,,,,,63451.231,44640.775,63610.923,,38764.454,,106.21000,93.51000,3.66000,3.77000,26.69000,8.36000,0.00000,9.96000,0.00000,3.36000,3.46000,10.61000,0.00000,0.93000,0.00000,0.00000,0.00000,1.05000,4.27000,17.39000,12.70000,0.00000,0.00000,0.00000,6.52000,0.00000,0.00000,0.00000,1,D,,A,7,D,13,D,436274,,A,,A,0,D,33250.0,D,33250,33250,33250,33250,33250,100,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,30000.0,D,30000,30000,30000,30000,30000,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S35C,15,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,3250,D,3250,3250,3250,3250,3250,100,3250,,A,,A,,A,,,,,,100,,D,A,A,A,D,A,5,3,2,
0.9206054,0.9182964,0.9165158,0.9223167,0.9175253,0.9186244,0.9496953,04362841,53,D,55,D,1,4,D,01,D,6,D,11,D,10,D,,A,1,D,11,D,5,D,0,D,203000,D,41332.624,0,D,15532,D,0,D,,A,0,D,,A,0,D,0,D,203000,D,,A,40,D,0,D,1130,D,260,D,1304,D,300,D,,A,1,,7,D,,A,14,D,,A,0,D,3,D,0,D,,A,2,1,,2,D,1,D,4,2,D,1,,1,01,2020,,A,5,D,1,D,2,,A,2,D,,A,0,D,52,D,,92830.942,,90387.913,,71360.371,69358.192,,,,67828.990,,,,,,88798.574,69217.616,52816.877,,83937.544,,,,105337.974,76180.085,68250.681,70075.652,100217.147,,71395.377,70318.001,63522.282,,,68418.894,,106550.785,,,110389.776,68798.620,,67824.792,246.77000,171.38000,4.79000,9.21000,8.72000,9.87000,7.98000,14.84000,0.00000,2.99000,8.61000,6.99000,11.58000,16.73000,0.00000,0.00000,0.00000,18.64000,0.00000,50.43000,75.39000,0.00000,0.00000,0.00000,0.00000,0.00000,4.76000,30.51000,1,D,,A,7,D,06,D,436284,1,D,1,D,0,D,203000.0,D,203000,203000,203000,203000,203000,100,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,203000.0,D,203000,203000,203000,203000,203000,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S49C,14,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,9,4,1,1
0.9202921,0.9179831,0.9162024,0.9220033,0.9172120,0.9183110,0.9493819,04362842,53,D,55,D,1,4,D,01,D,6,D,11,D,10,D,,A,1,D,11,D,5,D,0,D,203000,D,41332.624,0,D,15532,D,0,D,,A,0,D,,A,0,D,0,D,203000,D,,A,40,D,0,D,1130,D,260,D,1304,D,300,D,,A,1,,7,D,,A,14,D,,A,0,D,3,D,0,D,,A,2,1,,2,D,1,D,4,2,D,1,,1,01,2020,,A,5,D,2,D,2,,A,2,D,,A,0,D,52,D,,92830.942,,90387.913,,71360.371,69358.192,,,,67828.990,,,,,,88798.574,69217.616,52816.877,,83937.544,,,,105337.974,76180.085,68250.681,70075.652,100217.147,,71395.377,70318.001,63522.282,,,68418.894,,106550.785,,,110389.776,68798.620,,67824.792,213.13000,197.57000,4.78000,6.67000,14.96000,0.00000,0.00000,25.09000,0.00000,2.99000,3.29000,4.99000,3.37000,25.34000,0.00000,1.89000,1.47000,41.31000,16.63000,44.79000,15.56000,0.00000,0.00000,0.00000,5.99000,0.00000,0.00000,7.21000,1,D,,A,7,D,06,D,436284,1,D,1,D,0,D,203000.0,D,203000,203000,203000,203000,203000,100,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,203000.0,D,203000,203000,203000,203000,203000,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S49C,16,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,9,4,1,1
0.4184216,0.4093169,0.4100240,0.4442172,0.4240743,0.4469766,0.5219262,04362851,64,D,64,D,1,4,D,01,D,5,D,13,D,10,D,,A,5,D,2,D,1,D,0,D,50803,D,42279.148,0,D,1193,D,0,D,,A,0,D,,A,16903,D,0,D,40000,D,,A,45,D,0,D,435,D,100,D,435,D,100,D,,A,1,,1,D,,A,10,D,,A,0,D,0,D,0,D,,A,1,1,,2,D,1,D,1,2,D,1,,1,01,2020,,A,,A,1,D,2,,A,4,D,,A,0,D,52,D,87317.903,81473.730,,,82404.807,,,80660.144,,69740.722,,,66489.466,86910.228,75083.862,,75520.829,75955.284,97348.671,57108.623,93922.447,,,,76213.151,,85251.668,74738.031,118057.628,,,,,,90965.515,,,,95263.740,69987.566,,61465.754,,77776.714,69.32001,59.46001,0.00000,4.26419,0.00000,0.00000,4.58702,4.66146,4.61238,0.00000,6.86869,4.11691,2.76170,4.48404,0.00000,8.49443,7.02577,0.00000,0.00000,7.58342,9.86000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,D,,A,0,D,36,D,436285,6,D,6,D,0,D,49495.4,D,52528,49512,50774,47530,47133,301,1926.6,D,2391,1929,2122,1626,1565,0,D,0,D,,A,,,,,,100,16903.0,D,16903,16903,16903,16903,16903,100,0.0,D,0,0,0,0,0,100,40000.0,D,40000,40000,40000,40000,40000,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S12A,13,-6100,D,-4375,-7391,-6129,-9373,-9770,301,-7408,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,2,3,1,1
0.4305983,0.4589040,0.4517885,0.3587576,0.4690589,0.4318227,0.5222468,04362852,64,D,64,D,1,4,D,01,D,5,D,13,D,10,D,,A,5,D,2,D,1,D,0,D,50803,D,42279.148,0,D,1193,D,0,D,,A,0,D,,A,16903,D,0,D,40000,D,,A,45,D,0,D,435,D,100,D,435,D,100,D,,A,1,,1,D,,A,10,D,,A,0,D,0,D,0,D,,A,1,1,,2,D,1,D,1,2,D,1,,1,02,2020,,A,,A,2,D,2,,A,4,D,,A,0,D,52,D,87317.903,81473.730,,,82404.807,,,80660.144,,69740.722,,,66489.466,86910.228,75083.862,,75520.829,75955.284,97348.671,57108.623,93922.447,,,,76213.151,,85251.668,74738.031,118057.628,,,,,,90965.515,,,,95263.740,69987.566,,61465.754,,77776.714,13.17000,13.17000,0.00000,0.00000,0.00000,0.00000,4.32342,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.57752,0.00000,0.00000,6.26906,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,D,,A,0,D,36,D,436285,6,D,6,D,0,D,50546.8,D,50640,55154,41409,52491,53040,301,2087.4,D,2102,2792,689,2385,2469,0,D,0,D,,A,,,,,,100,16903.0,D,16903,16903,16903,16903,16903,100,0.0,D,0,0,0,0,0,100,40000.0,D,40000,40000,40000,40000,40000,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S12A,13,-6100,D,-6263,-1749,-15494,-4412,-3863,301,-6356,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,2,3,1,1
